"S, S, G, S, S",,,"G, S, S, S, G, G, S",,,"G, S, S"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"S, S, S",,,"S, S, S, S, S",,,S
