word,female,male,difference,difference_abs
prof.,0.09407829404693462,0.04515413981363655,-0.048924154233298066,0.048924154233298066
key,0.02090628756598547,0.06978367062107467,0.0488773830550892,0.0488773830550892
individual,0.04181257513197094,0.0903082796272731,0.04849570449530216,0.04849570449530216
answering,0.06794543458945278,0.02052460900619843,-0.04742082558325435,0.04742082558325435
recorded,0.06794543458945278,0.02052460900619843,-0.04742082558325435,0.04742082558325435
boring,0.04703914702346731,0.09441320142851278,0.047374054405045475,0.047374054405045475
negative,0.04703914702346731,0.0,-0.04703914702346731,0.04703914702346731
spends,0.04703914702346731,0.0,-0.04703914702346731,0.04703914702346731
responses,0.04703914702346731,0.0,-0.04703914702346731,0.04703914702346731
pts-,0.04703914702346731,0.0,-0.04703914702346731,0.04703914702346731
simple,0.12021115350441647,0.07388859242231435,-0.046322561082102115,0.046322561082102115
read,0.2717817383578111,0.22577069906818273,-0.04601103928962838,0.04601103928962838
1,0.156797156744891,0.11083288863347153,-0.04596426811141947,0.04596426811141947
relatively,0.09930486593843098,0.05336398341611592,-0.045940882522315055,0.045940882522315055
application,0.0156797156744891,0.0615738270185953,0.045894111344106196,0.045894111344106196
short,0.09407829404693462,0.13956734124214934,0.045489047195214724,0.045489047195214724
still,0.2874614540323002,0.2421903862731415,-0.045271067759158734,0.045271067759158734
drops,0.057492290806460046,0.012314765403719058,-0.04517752540274099,0.04517752540274099
copy,0.057492290806460046,0.012314765403719058,-0.04517752540274099,0.04517752540274099
classics,0.0,0.04515413981363655,0.04515413981363655,0.04515413981363655
entertaining,0.0,0.04515413981363655,0.04515413981363655,0.04515413981363655
encourages,0.0,0.04515413981363655,0.04515413981363655,0.04515413981363655
200,0.0,0.04515413981363655,0.04515413981363655,0.04515413981363655
chill,0.0,0.04515413981363655,0.04515413981363655,0.04515413981363655
diagrams,0.0,0.04515413981363655,0.04515413981363655,0.04515413981363655
solve,0.0,0.04515413981363655,0.04515413981363655,0.04515413981363655
ended,0.15157058485339467,0.10672796683223185,-0.04484261802116282,0.04484261802116282
thinking,0.02090628756598547,0.06567874881983499,0.04477246125384952,0.04477246125384952
workload,0.10975800972142372,0.06567874881983499,-0.04407926090158873,0.04407926090158873
ton,0.02613285945748184,0.06978367062107467,0.04365081116359283,0.04365081116359283
compared,0.06794543458945278,0.024629530807438117,-0.043315903782014664,0.043315903782014664
succeed,0.10453143782992735,0.1477771848446287,0.04324574701470135,0.04324574701470135
average,0.1620237286363874,0.11904273223595091,-0.04298099640043648,0.04298099640043648
helpful,0.6010557675220822,0.5582693649685974,-0.04278640255348487,0.04278640255348487
flipped,0.14111744107040192,0.09851812322975247,-0.04259931784064945,0.04259931784064945
calculus,0.0627188626979564,0.02052460900619843,-0.04219425369175797,0.04219425369175797
situation,0.0627188626979564,0.02052460900619843,-0.04219425369175797,0.04219425369175797
completion,0.0627188626979564,0.02052460900619843,-0.04219425369175797,0.04219425369175797
level,0.0627188626979564,0.02052460900619843,-0.04219425369175797,0.04219425369175797
worksheet,0.0627188626979564,0.02052460900619843,-0.04219425369175797,0.04219425369175797
partially,0.04181257513197094,0.0,-0.04181257513197094,0.04181257513197094
cheat,0.04181257513197094,0.0,-0.04181257513197094,0.04181257513197094
number,0.04181257513197094,0.0,-0.04181257513197094,0.04181257513197094
proof,0.04181257513197094,0.0,-0.04181257513197094,0.04181257513197094
r,0.04181257513197094,0.0,-0.04181257513197094,0.04181257513197094
bruinwalk,0.04181257513197094,0.0,-0.04181257513197094,0.04181257513197094
conley,0.04181257513197094,0.0,-0.04181257513197094,0.04181257513197094
understandable,0.04181257513197094,0.0,-0.04181257513197094,0.04181257513197094
calculator,0.04181257513197094,0.0,-0.04181257513197094,0.04181257513197094
sets,0.0156797156744891,0.05746890521735561,0.04178918954286651,0.04178918954286651
anyone,0.07317200648094915,0.11493781043471123,0.04176580395376207,0.04176580395376207
general,0.07317200648094915,0.11493781043471123,0.04176580395376207,0.04176580395376207
super,0.36586003240474574,0.3242888222979352,-0.04157121010681053,0.04157121010681053
allowed,0.0783985783724455,0.03694429621115718,-0.041454282161288325,0.041454282161288325
las,0.03658600324047458,0.07799351422355405,0.041407510983079474,0.041407510983079474
throughout,0.03658600324047458,0.07799351422355405,0.041407510983079474,0.041407510983079474
went,0.17247687241938012,0.13135749763966997,-0.041119374779710144,0.041119374779710144
code,0.057492290806460046,0.016419687204958747,-0.0410726036015013,0.0410726036015013
barely,0.057492290806460046,0.016419687204958747,-0.0410726036015013,0.0410726036015013
names,0.0,0.04104921801239686,0.04104921801239686,0.04104921801239686
facts,0.0,0.04104921801239686,0.04104921801239686,0.04104921801239686
campuswire,0.0,0.04104921801239686,0.04104921801239686,0.04104921801239686
likes,0.0,0.04104921801239686,0.04104921801239686,0.04104921801239686
slide,0.0,0.04104921801239686,0.04104921801239686,0.04104921801239686
wo,0.09407829404693462,0.05336398341611592,-0.04071431063081869,0.04071431063081869
memorizing,0.02090628756598547,0.0615738270185953,0.04066753945260983,0.04066753945260983
discussions,0.1306642972874092,0.0903082796272731,-0.04035601766013609,0.04035601766013609
90,0.07317200648094915,0.03283937440991749,-0.04033263207103166,0.04033263207103166
recommended,0.05226571891496368,0.012314765403719058,-0.03995095351124462,0.03995095351124462
effort,0.12021115350441647,0.16009195024834777,0.0398807967439313,0.0398807967439313
hour,0.08885172215543825,0.04925906161487623,-0.03959266054056202,0.03959266054056202
couple,0.06794543458945278,0.028734452608677807,-0.03921098198077497,0.03921098198077497
try,0.10453143782992735,0.14367226304338904,0.03914082521346168,0.03914082521346168
clear,0.2770083102493075,0.23808546447190182,-0.03892284577740568,0.03892284577740568
7a,0.06794543458945278,0.10672796683223185,0.03878253224277907,0.03878253224277907
student,0.18293001620237287,0.22166577726694306,0.03873576106457019,0.03873576106457019
fall,0.05226571891496368,0.0903082796272731,0.03804256071230942,0.03804256071230942
form,0.0156797156744891,0.05336398341611592,0.03768426774162682,0.03768426774162682
point,0.07317200648094915,0.11083288863347153,0.037660882152522376,0.037660882152522376
ls,0.13589086917890555,0.09851812322975247,-0.03737274594915309,0.03737274594915309
section,0.13589086917890555,0.09851812322975247,-0.03737274594915309,0.03737274594915309
quiz,0.11498458161292009,0.07799351422355405,-0.03699106738936604,0.03699106738936604
exactly,0.057492290806460046,0.02052460900619843,-0.036967681800261616,0.036967681800261616
terrible,0.057492290806460046,0.02052460900619843,-0.036967681800261616,0.036967681800261616
bacon,0.0,0.03694429621115718,0.03694429621115718,0.03694429621115718
offer,0.0,0.03694429621115718,0.03694429621115718,0.03694429621115718
discuss,0.0,0.03694429621115718,0.03694429621115718,0.03694429621115718
brent,0.0,0.03694429621115718,0.03694429621115718,0.03694429621115718
sucks,0.0,0.03694429621115718,0.03694429621115718,0.03694429621115718
difference,0.0,0.03694429621115718,0.03694429621115718,0.03694429621115718
human,0.0,0.03694429621115718,0.03694429621115718,0.03694429621115718
standardized,0.0,0.03694429621115718,0.03694429621115718,0.03694429621115718
images,0.0,0.03694429621115718,0.03694429621115718,0.03694429621115718
module,0.0,0.03694429621115718,0.03694429621115718,0.03694429621115718
blanks,0.0,0.03694429621115718,0.03694429621115718,0.03694429621115718
whatever,0.0,0.03694429621115718,0.03694429621115718,0.03694429621115718
respond,0.0,0.03694429621115718,0.03694429621115718,0.03694429621115718
peqs,0.0,0.03694429621115718,0.03694429621115718,0.03694429621115718
failed,0.0,0.03694429621115718,0.03694429621115718,0.03694429621115718
ask,0.17247687241938012,0.20935101186322402,0.036874139443843906,0.036874139443843906
first,0.43903203888569486,0.4022823365214893,-0.03674970236420555,0.03674970236420555
confused,0.09407829404693462,0.05746890521735561,-0.036609388829579,0.036609388829579
explanation,0.03658600324047458,0.0,-0.03658600324047458,0.03658600324047458
pass,0.03658600324047458,0.0,-0.03658600324047458,0.03658600324047458
stat,0.03658600324047458,0.0,-0.03658600324047458,0.03658600324047458
late,0.03658600324047458,0.0,-0.03658600324047458,0.03658600324047458
garfinkel,0.03658600324047458,0.0,-0.03658600324047458,0.03658600324047458
queen,0.03658600324047458,0.0,-0.03658600324047458,0.03658600324047458
entirely,0.03658600324047458,0.0,-0.03658600324047458,0.03658600324047458
completed,0.03658600324047458,0.0,-0.03658600324047458,0.03658600324047458
60,0.03658600324047458,0.0,-0.03658600324047458,0.03658600324047458
unclear,0.03658600324047458,0.0,-0.03658600324047458,0.03658600324047458
english,0.03658600324047458,0.0,-0.03658600324047458,0.03658600324047458
relevant,0.02090628756598547,0.05746890521735561,0.036562617651370144,0.036562617651370144
decent,0.07317200648094915,0.03694429621115718,-0.03622771026979198,0.03622771026979198
looking,0.04181257513197094,0.07799351422355405,0.03618093909158311,0.03618093909158311
dr.,0.3972194637537239,0.3612331185090924,-0.03598634524463151,0.03598634524463151
busy,0.05226571891496368,0.016419687204958747,-0.03584603171000493,0.03584603171000493
future,0.05226571891496368,0.016419687204958747,-0.03584603171000493,0.03584603171000493
horrible,0.05226571891496368,0.016419687204958747,-0.03584603171000493,0.03584603171000493
step,0.05226571891496368,0.016419687204958747,-0.03584603171000493,0.03584603171000493
interested,0.02613285945748184,0.0615738270185953,0.03544096756111346,0.03544096756111346
stress,0.02613285945748184,0.0615738270185953,0.03544096756111346,0.03544096756111346
friends,0.06794543458945278,0.03283937440991749,-0.035106060179535284,0.035106060179535284
details,0.04703914702346731,0.08209843602479372,0.03505928900132641,0.03505928900132641
prepare,0.04703914702346731,0.08209843602479372,0.03505928900132641,0.03505928900132641
b,0.04703914702346731,0.08209843602479372,0.03505928900132641,0.03505928900132641
mandatory,0.04703914702346731,0.08209843602479372,0.03505928900132641,0.03505928900132641
job,0.10453143782992735,0.06978367062107467,-0.034747767208852684,0.034747767208852684
available,0.0313594313489782,0.06567874881983499,0.034319317470856786,0.034319317470856786
spent,0.0627188626979564,0.028734452608677807,-0.03398441008927859,0.03398441008927859
provides,0.05226571891496368,0.08620335782603342,0.03393763891106974,0.03393763891106974
highly,0.22474259133434382,0.2586100734781003,0.033867482143756455,0.033867482143756455
curve,0.09930486593843098,0.06567874881983499,-0.03362611711859599,0.03362611711859599
hands,0.0156797156744891,0.04925906161487623,0.03357934594038713,0.03357934594038713
confident,0.0156797156744891,0.04925906161487623,0.03357934594038713,0.03357934594038713
remember,0.0156797156744891,0.04925906161487623,0.03357934594038713,0.03357934594038713
group,0.2508754507918256,0.21756085546570336,-0.03331459532612224,0.03331459532612224
total,0.03658600324047458,0.06978367062107467,0.03319766738060009,0.03319766738060009
cool,0.03658600324047458,0.06978367062107467,0.03319766738060009,0.03319766738060009
studied,0.03658600324047458,0.06978367062107467,0.03319766738060009,0.03319766738060009
handouts,0.0,0.03283937440991749,0.03283937440991749,0.03283937440991749
music,0.0,0.03283937440991749,0.03283937440991749,0.03283937440991749
