,word,Male Count,Female Count,Difference,male,female,Difference %,Abs Difference %
427,help,5216.0,2324.0,2892.0,0.27295095778784134,0.2859392686647965,-0.012988310876955178,0.012988310876955178
452,far,2213.0,836.0,1377.0,0.11580530475162824,0.10285939268664795,0.012945912064980289,0.012945912064980289
302,impossible,989.0,316.0,673.0,0.051753929687917005,0.03887986613514444,0.012874063552772562,0.012874063552772562
652,videos,798.0,443.0,355.0,0.04175898472290977,0.05450563511983857,-0.0127466503969288,0.0127466503969288
1734,useful,1245.0,426.0,819.0,0.06515029571431412,0.052413996751808654,0.012736298962505464,0.012736298962505464
269,social,373.0,262.0,111.0,0.01951892393689893,0.03223583837787292,-0.012716914440973993,0.012716914440973993
211,assigned,1421.0,707.0,714.0,0.07436029735746214,0.08698754859983267,-0.012627251242370532,0.012627251242370532
6297,100b,84.0,138.0,-54.0,0.004395682602411555,0.01697918204636055,-0.012583499443948994,0.012583499443948994
632,average,2297.0,876.0,1421.0,0.12020098735403979,0.1077808947290713,0.012420092624968487,0.012420092624968487
1798,explains,900.0,282.0,618.0,0.04709659931155238,0.0346965893990846,0.012400009912467778,0.012400009912467778
43,professor,25323.0,10871.0,14452.0,1.3251413159627121,1.3375412175796053,-0.012399901616893194,0.012399901616893194
4614,drafts,76.0,132.0,-56.0,0.003977046164086645,0.016240956739997047,-0.012263910575910402,0.012263910575910402
2177,curves,413.0,76.0,337.0,0.021612106128523483,0.009350853880604361,0.012261252247919121,0.012261252247919121
1212,difficulty,951.0,305.0,646.0,0.049765406605873676,0.03752645307347803,0.012238953532395645,0.012238953532395645
42,fair,3562.0,1416.0,2146.0,0.18639787416416617,0.1742211723017865,0.01217670186237968,0.01217670186237968
226,found,2688.0,1241.0,1447.0,0.14066184327716977,0.15268960086618436,-0.012027757589014587,0.012027757589014587
2694,shes,6.0,100.0,-94.0,0.0003139773287436825,0.012303755106058368,-0.011989777777314685,0.011989777777314685
6221,davis,18.0,105.0,-87.0,0.0009419319862310476,0.012918942861361287,-0.011977010875130239,0.011977010875130239
738,three,1465.0,720.0,745.0,0.07666279776824915,0.08858703676362026,-0.011924238995371109,0.011924238995371109
46392,smurda,4.0,98.0,-94.0,0.000209318219162455,0.0120576800039372,-0.011848361784774745,0.011848361784774745
579,love,1307.0,652.0,655.0,0.06839472811133217,0.08022048329150057,-0.011825755180168401,0.011825755180168401
