,word,Male Count,Female Count,Difference,male,female,Difference %,Abs Difference %
13694,sanchez,19.0,104.0,-85.0,0.0009942615410216613,0.012795905310300705,-0.011801643769279044,0.011801643769279044
1112,asked,1005.0,523.0,482.0,0.05259120256456682,0.06434863920468527,-0.011757436640118447,0.011757436640118447
559,american,274.0,212.0,62.0,0.014338298012628169,0.02608396082484374,-0.011745662812215573,0.011745662812215573
658,emails,575.0,340.0,235.0,0.03008949400460291,0.041832767360598454,-0.011743273355995544,0.011743273355995544
2266,speak,435.0,280.0,155.0,0.022763356333916983,0.034450514296963435,-0.011687157963046452,0.011687157963046452
13562,ccle,675.0,382.0,293.0,0.03532244948366428,0.04700034450514297,-0.011677895021478688,0.011677895021478688
6631,journal,83.0,130.0,-47.0,0.004343353047620941,0.01599488163787588,-0.011651528590254938,0.011651528590254938
2585,rojas,232.0,4.0,228.0,0.01214045671142239,0.0004921502042423348,0.011648306507180056,0.011648306507180056
1786,suman,226.0,2.0,224.0,0.011826479382678707,0.0002460751021211674,0.01158040428055754,0.01158040428055754
39311,reilly,4.0,95.0,-91.0,0.000209318219162455,0.01168856735075545,-0.011479249131592994,0.011479249131592994
1544,engineering,358.0,59.0,299.0,0.018733980615039725,0.007259215512574437,0.011474765102465288,0.011474765102465288
9605,article,132.0,149.0,-17.0,0.006907501232361015,0.01833259510802697,-0.011425093875665954,0.011425093875665954
105,time,12136.0,5069.0,7067.0,0.6350714769388885,0.6236773463260987,0.011394130612789821,0.011394130612789821
2682,specific,878.0,466.0,412.0,0.04594534910615888,0.057335498794232,-0.011390149688073122,0.011390149688073122
21,boring,2717.0,1064.0,1653.0,0.14217940036609758,0.13091195432846106,0.01126744603763652,0.01126744603763652
2067,writes,476.0,111.0,365.0,0.024908868080332144,0.01365716816772479,0.011251699912607355,0.011251699912607355
310,'',5428.0,2400.0,3028.0,0.28404482340345144,0.2952901225454009,-0.011245299141949439,0.011245299141949439
480,knowledge,1486.0,541.0,945.0,0.07776171841885203,0.06656331512377578,0.01119840329507625,0.01119840329507625
1470,ap,829.0,262.0,567.0,0.0433812009214188,0.03223583837787292,0.011145362543545874,0.011145362543545874
59477,shao,0.0,90.0,-90.0,0.0,0.011073379595452532,-0.011073379595452532,0.011073379595452532
3111,experiment,132.0,146.0,-14.0,0.006907501232361015,0.01796348245484522,-0.011055981222484204,0.011055981222484204
590,comm,404.0,82.0,322.0,0.021141140135407955,0.010089079186967862,0.011052060948440093,0.011052060948440093
456,tough,1328.0,475.0,853.0,0.06949364876193506,0.05844283675377726,0.011050812008157801,0.011050812008157801
41589,pandemic,307.0,220.0,87.0,0.016065173320718423,0.027068261233328412,-0.01100308791260999,0.01100308791260999
1658,personally,1154.0,580.0,574.0,0.06038830622836827,0.07136177961513854,-0.010973473386770266,0.010973473386770266
902,caring,564.0,329.0,235.0,0.029513868901906156,0.040479354298932034,-0.010965485397025878,0.010965485397025878
4975,conley,233.0,10.0,223.0,0.012192786266213004,0.0012303755106058368,0.010962410755607166,0.010962410755607166
812,rubric,181.0,166.0,15.0,0.00947164941710109,0.020424233476056892,-0.010952584058955802,0.010952584058955802
1305,finals,1311.0,469.0,842.0,0.06860404633049463,0.057704611447413755,0.010899434883080879,0.010899434883080879
2320,black,135.0,146.0,-11.0,0.0070644898967328566,0.01796348245484522,-0.010898992558112363,0.010898992558112363
1332,used,1562.0,576.0,986.0,0.08173876458293869,0.07086962941089621,0.01086913517204248,0.01086913517204248
9519,beatles,4.0,90.0,-86.0,0.000209318219162455,0.011073379595452532,-0.010864061376290077,0.010864061376290077
442,?,3169.0,1436.0,1733.0,0.16583235913145497,0.17668192332299817,-0.010849564191543204,0.010849564191543204
3405,reflection,132.0,144.0,-12.0,0.006907501232361015,0.017717407352724052,-0.010809906120363037,0.010809906120363037
4210,greene,86.0,124.0,-38.0,0.004500341711992783,0.015256656331512377,-0.010756314619519595,0.010756314619519595
343,dropped,601.0,343.0,258.0,0.03145006242915886,0.04220188001378021,-0.010751817584621348,0.010751817584621348
306,use,2311.0,896.0,1415.0,0.12093360112110838,0.11024164575028299,0.010691955370825387,0.010691955370825387
1233,numbers,418.0,91.0,327.0,0.021873753902476548,0.011196417146513116,0.010677336755963432,0.010677336755963432
3052,32a,265.0,26.0,239.0,0.013867332019512645,0.0031989763275751763,0.010668355691937468,0.010668355691937468
7572,coding,594.0,166.0,428.0,0.031083755545624567,0.020424233476056892,0.010659522069567676,0.010659522069567676
16226,deb,1.0,86.0,-85.0,5.232955479061375e-05,0.010581229391210197,-0.010528899836419584,0.010528899836419584
805,concept,798.0,254.0,544.0,0.04175898472290977,0.03125153796938826,0.010507446753521513,0.010507446753521513
2460,derivations,266.0,28.0,238.0,0.013919661574303258,0.0034450514296963434,0.010474610144606914,0.010474610144606914
29,useless,769.0,242.0,527.0,0.040241427633981974,0.029775087356661255,0.01046634027732072,0.01046634027732072
719,previous,1262.0,452.0,810.0,0.06603989814575455,0.05561297307938382,0.010426925066370725,0.010426925066370725
12,second,2308.0,897.0,1411.0,0.12077661245673654,0.11036468330134358,0.010411929155392963,0.010411929155392963
496,effort,1915.0,899.0,1016.0,0.10021109742402534,0.11061075840346474,-0.010399660979439396,0.010399660979439396
946,easier,1915.0,730.0,1185.0,0.10021109742402534,0.0898174122742261,0.010393685149799242,0.010393685149799242
2273,iclicker,100.0,127.0,-27.0,0.005232955479061375,0.01562576898469413,-0.010392813505632755,0.010392813505632755
2547,opinions,230.0,182.0,48.0,0.012035797601841163,0.022392834293026232,-0.01035703669118507,0.01035703669118507
48888,firstenberg,0.0,84.0,-84.0,0.0,0.01033515428908903,-0.01033515428908903,0.01033515428908903
359,talks,728.0,226.0,502.0,0.03809591588756681,0.02780648653969191,0.010289429347874902,0.010289429347874902
182,idea,1043.0,360.0,683.0,0.054579725646610136,0.04429351838181013,0.010286207264800007,0.010286207264800007
24977,kane,9.0,87.0,-78.0,0.0004709659931155238,0.010704266942270781,-0.010233300949155257,0.010233300949155257
954,presentation,558.0,320.0,238.0,0.02919989157316247,0.03937201633938678,-0.010172124766224307,0.010172124766224307
828,’,5070.0,2074.0,2996.0,0.2653108427884117,0.25517988089965055,0.01013096188876117,0.01013096188876117
122,grader,722.0,389.0,333.0,0.037781938558823135,0.04786160736256706,-0.010079668803743926,0.010079668803743926
778,might,1821.0,693.0,1128.0,0.09529211927370765,0.0852650228849845,0.01002709638872315,0.01002709638872315
5001,white,159.0,149.0,10.0,0.008320399211707586,0.01833259510802697,-0.010012195896319383,0.010012195896319383
63,wo,1428.0,526.0,902.0,0.07472660424099643,0.06471775185786702,0.010008852383129416,0.010008852383129416
1017,end,3367.0,1351.0,2016.0,0.1761936109799965,0.16622373148284855,0.009969879497147949,0.009969879497147949
4661,hardinger,216.0,11.0,205.0,0.01130318383477257,0.0013534130616664206,0.009949770773106149,0.009949770773106149
1625,words,805.0,423.0,382.0,0.04212529160644407,0.0520448840986269,-0.009919592492182827,0.009919592492182827
2771,content,1861.0,872.0,989.0,0.0973853014653322,0.10728874452482899,-0.009903443059496794,0.009903443059496794
57,taking,5409.0,2381.0,3028.0,0.2830505618624298,0.2929524090752498,-0.009901847212820003,0.009901847212820003
198,absolutely,1474.0,707.0,767.0,0.07713376376136467,0.08698754859983267,-0.009853784838467994,0.009853784838467994
1391,presentations,282.0,200.0,82.0,0.014756934450953078,0.024607510212116736,-0.009850575761163658,0.009850575761163658
5886,asian,156.0,146.0,10.0,0.008163410547335746,0.01796348245484522,-0.009800071907509474,0.009800071907509474
3006,mike,199.0,5.0,194.0,0.010413581403332137,0.0006151877553029184,0.009798393648029218,0.009798393648029218
2765,solid,624.0,186.0,438.0,0.03265364218934298,0.022884984497268567,0.009768657692074415,0.009768657692074415
3104,14b,330.0,61.0,269.0,0.01726875308090254,0.007505290614695606,0.009763462466206935,0.009763462466206935
1109,around,2098.0,813.0,1285.0,0.10978740595070766,0.10002952901225454,0.00975787693845312,0.00975787693845312
1071,disorganized,510.0,296.0,214.0,0.026688072943213015,0.03641911511393277,-0.009731042170719753,0.009731042170719753
542,major,2436.0,957.0,1479.0,0.1274747954699351,0.11774693636497859,0.009727859104956507,0.009727859104956507
488,extremely,4202.0,1866.0,2336.0,0.21988878923015898,0.22958807027904918,-0.009699281048890201,0.009699281048890201
27272,jukka,204.0,8.0,196.0,0.010675229177285205,0.0009843004084846695,0.009690928768800535,0.009690928768800535
820,another,1849.0,865.0,984.0,0.09675734680784483,0.1064274816674049,-0.009670134859560073,0.009670134859560073
103,rude,314.0,212.0,102.0,0.016431480204252717,0.02608396082484374,-0.009652480620591024,0.009652480620591024
8684,proposal,79.0,112.0,-33.0,0.004134034828458486,0.013780205718785373,-0.009646170890326888,0.009646170890326888
502,project,2370.0,1086.0,1284.0,0.12402104485375459,0.13361878045179387,-0.009597735598039281,0.009597735598039281
1266,allowed,515.0,297.0,218.0,0.026949720717166083,0.03654215266499335,-0.00959243194782727,0.00959243194782727
536,minute,534.0,305.0,229.0,0.02794398225818774,0.03752645307347803,-0.00958247081529029,0.00958247081529029
163,computer,392.0,89.0,303.0,0.020513185477920592,0.010950342044391949,0.009562843433528643,0.009562843433528643
1679,hes,186.0,2.0,184.0,0.009733297191054159,0.0002460751021211674,0.009487222088932991,0.009487222088932991
49192,ozler,0.0,77.0,-77.0,0.0,0.009473891431664943,-0.009473891431664943,0.009473891431664943
6951,food,78.0,110.0,-32.0,0.004081705273667873,0.013534130616664206,-0.009452425342996333,0.009452425342996333
3223,solving,326.0,62.0,264.0,0.017059434861740084,0.0076283281657561885,0.009431106695983895,0.009431106695983895
3505,instructions,241.0,179.0,62.0,0.012611422704537915,0.022023721639844483,-0.009412298935306568,0.009412298935306568
4242,oral,65.0,104.0,-39.0,0.0034014210613898936,0.012795905310300705,-0.009394484248910812,0.009394484248910812
2327,activities,118.0,126.0,-8.0,0.006174887465292423,0.015502731433633546,-0.009327843968341123,0.009327843968341123
1087,total,833.0,430.0,403.0,0.043590519140581256,0.05290614695605099,-0.009315627815469733,0.009315627815469733
1811,response,638.0,347.0,291.0,0.03338625595641157,0.04269403021802254,-0.009307774261610967,0.009307774261610967
72,busy,314.0,209.0,105.0,0.016431480204252717,0.02571484817166199,-0.009283367967409271,0.009283367967409271
2772,basic,807.0,268.0,539.0,0.0422299507160253,0.03297406368423643,0.009255887031788868,0.009255887031788868
14,behind,863.0,292.0,571.0,0.04516040578429967,0.03592696490969044,0.009233440874609228,0.009233440874609228
2578,helped,1170.0,572.0,598.0,0.06122557910501809,0.07037747920665387,-0.00915190010163578,0.00915190010163578
669,highly,2675.0,1212.0,1463.0,0.1399815590648918,0.14912151188542744,-0.009139952820535646,0.009139952820535646
4583,median,332.0,67.0,265.0,0.017373412190483765,0.008243515921059107,0.009129896269424658,0.009129896269424658
221,attend,1708.0,653.0,1055.0,0.08937887958236829,0.08034352084256115,0.00903535873980714,0.00903535873980714
525,likes,562.0,166.0,396.0,0.02940920979232493,0.020424233476056892,0.008984976316268038,0.008984976316268038
477,analysis,594.0,325.0,269.0,0.031083755545624567,0.0399872040946897,-0.008903448549065131,0.008903448549065131
90,ucla,5387.0,2219.0,3168.0,0.2818993116570363,0.2730203258034352,0.008878985853601085,0.008878985853601085
513,partial,414.0,104.0,310.0,0.021664435683314096,0.012795905310300705,0.00886853037301339,0.00886853037301339
2298,cumulative,374.0,231.0,143.0,0.019571253491689544,0.02842167429499483,-0.008850420803305288,0.008850420803305288
554,prof,1510.0,571.0,939.0,0.07901762773382677,0.07025444165559329,0.008763186078233481,0.008763186078233481
1200,lost,682.0,219.0,463.0,0.03568875636719858,0.026945223682267826,0.008743532684930753,0.008743532684930753
524,look,1422.0,534.0,888.0,0.07441262691225276,0.06570205226635169,0.008710574645901067,0.008710574645901067
18733,woo,17.0,78.0,-61.0,0.0008896024314404339,0.009596928982725529,-0.008707326551285095,0.008707326551285095
3636,goff,4.0,72.0,-68.0,0.000209318219162455,0.008858703676362026,-0.00864938545719957,0.00864938545719957
278,received,599.0,325.0,274.0,0.031345403319577636,0.0399872040946897,-0.008641800775112063,0.008641800775112063
7418,schein,172.0,3.0,169.0,0.009000683423985566,0.0003691126531817511,0.008631570770803815,0.008631570770803815
1296,ones,917.0,320.0,597.0,0.04798620174299281,0.03937201633938678,0.008614185403606034,0.008614185403606034
572,bad,4127.0,1825.0,2302.0,0.21596407262086298,0.22454353068556526,-0.008579458064702283,0.008579458064702283
1399,completion,264.0,182.0,82.0,0.01381500246472203,0.022392834293026232,-0.008577831828304202,0.008577831828304202
1107,weeks,1835.0,850.0,985.0,0.09602473304077623,0.10458191840149614,-0.008557185360719907,0.008557185360719907
202,written,911.0,457.0,454.0,0.04767222441424913,0.05622816083468674,-0.008555936420437615,0.008555936420437615
1774,small,761.0,393.0,368.0,0.03982279119565706,0.04835375756680939,-0.008530966371152325,0.008530966371152325
161,figure,619.0,194.0,425.0,0.03239199441538992,0.023869284905753234,0.008522709509636683,0.008522709509636683
1796,mcdevitt,165.0,1.0,164.0,0.00863437654045127,0.0001230375510605837,0.008511338989390686,0.008511338989390686
1425,culture,303.0,198.0,105.0,0.015855855101555967,0.024361435109995572,-0.008505580008439605,0.008505580008439605
113,russell,12.0,74.0,-62.0,0.000627954657487365,0.009104778778483192,-0.008476824120995827,0.008476824120995827
139,instead,1568.0,598.0,970.0,0.08205274191168237,0.07357645553422905,0.008476286377453318,0.008476286377453318
2893,lew,52.0,91.0,-39.0,0.002721136849111915,0.011196417146513116,-0.0084752802974012,0.0084752802974012
11786,fink,171.0,4.0,167.0,0.008948353869194951,0.0004921502042423348,0.008456203664952616,0.008456203664952616
154,receive,316.0,203.0,113.0,0.016536139313833943,0.02497662286529849,-0.008440483551464546,0.008440483551464546
834,job,1200.0,442.0,758.0,0.0627954657487365,0.05438259756877799,0.00841286817995851,0.00841286817995851
1274,opinion,942.0,469.0,473.0,0.04929444061275816,0.057704611447413755,-0.008410170834655596,0.008410170834655596
1133,breakdown,349.0,216.0,133.0,0.018263014621924197,0.026576111029086073,-0.008313096407161876,0.008313096407161876
769,day,2190.0,999.0,1191.0,0.11460172499144412,0.12291451350952311,-0.008312788518078984,0.008312788518078984
2648,sociology,168.0,139.0,29.0,0.00879136520482311,0.017102219597421135,-0.008310854392598025,0.008310854392598025
1246,worst,1426.0,674.0,752.0,0.07462194513141521,0.08292730941483341,-0.008305364283418201,0.008305364283418201
1846,prompt,286.0,189.0,97.0,0.014966252670115532,0.023254097150450317,-0.008287844480334785,0.008287844480334785
189,fail,414.0,109.0,305.0,0.021664435683314096,0.013411093065603624,0.008253342617710472,0.008253342617710472
843,could,4794.0,2106.0,2688.0,0.25086788566620233,0.2591170825335892,-0.008249196867386899,0.008249196867386899
8104,la,181.0,144.0,37.0,0.00947164941710109,0.017717407352724052,-0.008245757935622962,0.008245757935622962
8437,clickers,83.0,102.0,-19.0,0.004343353047620941,0.012549830208179536,-0.008206477160558594,0.008206477160558594
630,genius,234.0,33.0,201.0,0.012245115821003617,0.004060239184999262,0.008184876636004354,0.008184876636004354
308,``,5362.0,2347.0,3015.0,0.28059107278727097,0.28876913233918994,-0.00817805955191897,0.00817805955191897
2692,apa,6.0,69.0,-63.0,0.0003139773287436825,0.008489591023180275,-0.008175613694436592,0.008175613694436592
219,awesome,1294.0,484.0,810.0,0.06771444389905419,0.05955017471332251,0.008164269185731682,0.008164269185731682
1085,15,1055.0,515.0,540.0,0.055207680304097506,0.0633643387962006,-0.008156658492103092,0.008156658492103092
2659,hilarious,287.0,56.0,231.0,0.015018582224906148,0.006890102859392687,0.00812847936551346,0.00812847936551346
515,requirement,395.0,234.0,161.0,0.020670174142292434,0.028790786948176585,-0.00812061280588415,0.00812061280588415
49433,faier,0.0,66.0,-66.0,0.0,0.008120478369998524,-0.008120478369998524,0.008120478369998524
929,full,1117.0,541.0,576.0,0.058452112701115555,0.06656331512377578,-0.008111202422660224,0.008111202422660224
349,since,3905.0,1595.0,2310.0,0.2043469114573467,0.19624489394163097,0.008102017515715737,0.008102017515715737
370,let,1113.0,539.0,574.0,0.0582427944819531,0.06631724002165461,-0.008074445539701505,0.008074445539701505
1314,straight,1327.0,499.0,828.0,0.06944131920714446,0.061395737979231264,0.008045581227913191,0.008045581227913191
84,keep,1429.0,673.0,756.0,0.07477893379578705,0.08280427186377282,-0.008025338067985763,0.008025338067985763
11204,stem,183.0,143.0,40.0,0.009576308526682316,0.017594369801663467,-0.00801806127498115,0.00801806127498115
41258,awad,1.0,65.0,-64.0,5.232955479061375e-05,0.00799744081893794,-0.007945111264147327,0.007945111264147327
1493,mandatory,792.0,401.0,391.0,0.041445007394166095,0.04933805797529406,-0.007893050581127964,0.007893050581127964
1276,johnson,75.0,96.0,-21.0,0.003924716609296031,0.011811604901816035,-0.007886888292520003,0.007886888292520003
233,gillespie,153.0,1.0,152.0,0.008006421882963905,0.0001230375510605837,0.007883384331903321,0.007883384331903321
2399,groups,362.0,218.0,144.0,0.01894329883420218,0.026822186131207248,-0.007878887297005067,0.007878887297005067
1980,parts,663.0,218.0,445.0,0.03469449482617692,0.026822186131207248,0.00787230869496967,0.00787230869496967
173,way,5276.0,2180.0,3096.0,0.27609073107527815,0.26822186131207243,0.007868869763205721,0.007868869763205721
294,looking,1451.0,681.0,770.0,0.07593018400118055,0.0837885722722575,-0.007858388271076946,0.007858388271076946
10218,christou,157.0,3.0,154.0,0.008215740102126359,0.0003691126531817511,0.007846627448944607,0.007846627448944607
22595,kennedy,3.0,65.0,-62.0,0.00015698866437184126,0.00799744081893794,-0.007840452154566099,0.007840452154566099
429,must,1149.0,425.0,724.0,0.060126658454415206,0.05229095920074807,0.007835699253667137,0.007835699253667137
1160,harshly,297.0,190.0,107.0,0.015541877772812284,0.0233771347015109,-0.007835256928698615,0.007835256928698615
65,ever,3540.0,1442.0,2098.0,0.1852466239587727,0.1774201486293617,0.007826475329410998,0.007826475329410998
1561,complex,394.0,104.0,290.0,0.020617844587501818,0.012795905310300705,0.007821939277201113,0.007821939277201113
2102,strict,241.0,166.0,75.0,0.012611422704537915,0.020424233476056892,-0.007812810771518977,0.007812810771518977
322,skills,542.0,294.0,248.0,0.028362618696512652,0.036173040011811604,-0.0078104213152989516,0.0078104213152989516
599,rather,1498.0,700.0,798.0,0.0783896730763394,0.08612628574240859,-0.00773661266606919,0.00773661266606919
47,anthro,144.0,124.0,20.0,0.007535455889848381,0.015256656331512377,-0.007721200441663996,0.007721200441663996
240,u,500.0,150.0,350.0,0.026164777395306878,0.018455632659087555,0.007709144736219323,0.007709144736219323
3832,west,27.0,74.0,-47.0,0.0014128979793465713,0.009104778778483192,-0.0076918807991366205,0.0076918807991366205
88,worth,2604.0,1170.0,1434.0,0.13626616067475822,0.14395393474088292,-0.007687774066124697,0.007687774066124697
1520,willing,1365.0,643.0,722.0,0.07142984228918776,0.07911314533195532,-0.007683303042767556,0.007683303042767556
7540,sweetest,72.0,93.0,-21.0,0.0037677279449241903,0.011442492248634284,-0.007674764303710093,0.007674764303710093
1622,mathematical,257.0,47.0,210.0,0.013448695581187733,0.005782764899847434,0.0076659306813403,0.0076659306813403
2444,discuss,392.0,229.0,163.0,0.020513185477920592,0.028175599192873664,-0.007662413714953072,0.007662413714953072
2002,tangents,353.0,88.0,265.0,0.018472332841086653,0.010827304493331365,0.007645028347755288,0.007645028347755288
1849,anderson,47.0,82.0,-35.0,0.0024594890751588466,0.010089079186967862,-0.0076295901118090155,0.0076295901118090155
50384,sharpe,0.0,62.0,-62.0,0.0,0.0076283281657561885,-0.0076283281657561885,0.0076283281657561885
906,watch,1044.0,506.0,538.0,0.05463205520140076,0.06225700083665535,-0.007624945635254586,0.007624945635254586
1283,along,741.0,377.0,364.0,0.03877620009984479,0.046385156749840055,-0.007608956649995266,0.007608956649995266
1063,lee,64.0,89.0,-25.0,0.00334909150659928,0.010950342044391949,-0.007601250537792668,0.007601250537792668
15535,zoom,330.0,202.0,128.0,0.01726875308090254,0.024853585314237904,-0.007584832233335365,0.007584832233335365
1626,start,1210.0,453.0,757.0,0.06331876129664264,0.05573601063044441,0.007582750666198235,0.007582750666198235
45142,cha,1.0,62.0,-61.0,5.232955479061375e-05,0.0076283281657561885,-0.007575998610965575,0.007575998610965575
743,try,2122.0,841.0,1281.0,0.1110433152656824,0.10347458044195088,0.007568734823731521,0.007568734823731521
1020,prepared,1174.0,438.0,736.0,0.06143489732418054,0.05389044736453565,0.007544449959644886,0.007544449959644886
48567,halpin,0.0,61.0,-61.0,0.0,0.007505290614695606,-0.007505290614695606,0.007505290614695606
1415,stressful,328.0,200.0,128.0,0.017164093971321313,0.024607510212116736,-0.007443416240795423,0.007443416240795423
7804,32b,217.0,32.0,185.0,0.011355513389563183,0.003937201633938678,0.007418311755624505,0.007418311755624505
25,overall,6489.0,2820.0,3669.0,0.33956648103629267,0.346965893990846,-0.007399412954553319,0.007399412954553319
314,interested,2191.0,992.0,1199.0,0.11465405454623473,0.12205325065209902,-0.007399196105864286,0.007399196105864286
9748,diversity,42.0,78.0,-36.0,0.0021978413012057776,0.009596928982725529,-0.007399087681519751,0.007399087681519751
1049,late,684.0,351.0,333.0,0.035793415476779805,0.04318618042226487,-0.007392764945485068,0.007392764945485068
2046,practical,301.0,68.0,233.0,0.015751195991974738,0.008366553472119691,0.0073846425198550465,0.0073846425198550465
347,ee,202.0,26.0,176.0,0.010570570067703977,0.0031989763275751763,0.007371593740128801,0.007371593740128801
15062,worksheet,139.0,119.0,20.0,0.007273808115895311,0.014641468576209458,-0.007367660460314147,0.007367660460314147
1324,brilliant,312.0,73.0,239.0,0.01632682109467149,0.00898174122742261,0.007345079867248881,0.007345079867248881
3289,comp,102.0,103.0,-1.0,0.005337614588642603,0.012672867759240121,-0.007335253170597519,0.007335253170597519
3803,31b,220.0,34.0,186.0,0.011512502053935026,0.0041832767360598455,0.00732922531787518,0.00732922531787518
2436,1b,219.0,34.0,185.0,0.011460172499144411,0.0041832767360598455,0.007276895763084565,0.007276895763084565
5741,bresnock,7.0,62.0,-55.0,0.0003663068835342963,0.0076283281657561885,-0.007262021282221892,0.007262021282221892
10,big,924.0,452.0,472.0,0.04835250862652711,0.05561297307938382,-0.007260464452856712,0.007260464452856712
2920,algebra,282.0,61.0,221.0,0.014756934450953078,0.007505290614695606,0.0072516438362574724,0.0072516438362574724
507,last,1925.0,760.0,1165.0,0.10073439297193147,0.0935085388060436,0.007225854165887877,0.007225854165887877
364,logic,227.0,38.0,189.0,0.011878808937469322,0.004675426940302181,0.007203381997167141,0.007203381997167141
577,music,596.0,312.0,284.0,0.0311884146552058,0.038387715930902115,-0.007199301275696315,0.007199301275696315
2470,chill,650.0,218.0,432.0,0.03401421061389894,0.026822186131207248,0.007192024482691694,0.007192024482691694
2936,individual,314.0,192.0,122.0,0.016431480204252717,0.02362320980363207,-0.007191729599379353,0.007191729599379353
2280,calculations,283.0,62.0,221.0,0.014809264005743691,0.0076283281657561885,0.007180935839987503,0.007180935839987503
15343,v,18.0,66.0,-48.0,0.0009419319862310476,0.008120478369998524,-0.007178546383767476,0.007178546383767476
49085,lebow,0.0,58.0,-58.0,0.0,0.007136177961513854,-0.007136177961513854,0.007136177961513854
1090,film,475.0,260.0,215.0,0.02485653852554153,0.03198976327575176,-0.007133224750210228,0.007133224750210228
8212,ecology,33.0,72.0,-39.0,0.0017268753080902537,0.008858703676362026,-0.007131828368271772,0.007131828368271772
5315,thinkwell,136.0,0.0,136.0,0.007116819451523471,0.0,0.007116819451523471,0.007116819451523471
636,structure,638.0,329.0,309.0,0.03338625595641157,0.040479354298932034,-0.0070930983425204625,0.0070930983425204625
1217,level,779.0,274.0,505.0,0.04076472318188811,0.03371228899059993,0.007052434191288183,0.007052434191288183
356,matlab,198.0,27.0,171.0,0.010361251848541524,0.003322013878635759,0.0070392379699057645,0.0070392379699057645
2675,theoretical,235.0,43.0,192.0,0.012297445375794233,0.005290614695605099,0.0070068306801891345,0.0070068306801891345
1951,expectations,287.0,179.0,108.0,0.015018582224906148,0.022023721639844483,-0.007005139414938334,0.007005139414938334
981,ls,447.0,247.0,200.0,0.02339131099140435,0.030390275111964175,-0.006998964120559826,0.006998964120559826
2602,bank,310.0,75.0,235.0,0.016222161985090265,0.009227816329543777,0.006994345655546488,0.006994345655546488
1130,b-,444.0,132.0,312.0,0.023234322327032507,0.016240956739997047,0.00699336558703546,0.00699336558703546
1044,heavy,713.0,360.0,353.0,0.037310972565707604,0.04429351838181013,-0.0069825458161025256,0.0069825458161025256
3045,advice,794.0,281.0,513.0,0.04154966650374732,0.03457355184802402,0.006976114655723301,0.006976114655723301
3304,solution,232.0,42.0,190.0,0.01214045671142239,0.005167577144544515,0.006972879566877876,0.006972879566877876
2997,background,815.0,290.0,525.0,0.04264858715435021,0.03568088980756927,0.006967697346780939,0.006967697346780939
22,memorization,634.0,326.0,308.0,0.03317693773724912,0.040110241645750284,-0.006933303908501165,0.006933303908501165
2749,experiments,272.0,172.0,100.0,0.014233638903046943,0.021162458782420394,-0.006928819879373452,0.006928819879373452
29198,upton,4.0,58.0,-54.0,0.000209318219162455,0.007136177961513854,-0.0069268597423514,0.0069268597423514
2009,seen,506.0,159.0,347.0,0.026478754724050556,0.019562970618632807,0.006915784105417749,0.006915784105417749
324,amount,1723.0,789.0,934.0,0.09016382290422749,0.09707662778680053,-0.006912804882573037,0.006912804882573037
11957,almog,132.0,0.0,132.0,0.006907501232361015,0.0,0.006907501232361015,0.006907501232361015
114,henary,132.0,0.0,132.0,0.006907501232361015,0.0,0.006907501232361015,0.006907501232361015
1619,complicated,400.0,114.0,286.0,0.0209318219162455,0.01402628082090654,0.00690554109533896,0.00690554109533896
1489,ii,134.0,113.0,21.0,0.007012160341942242,0.013903243269845956,-0.006891082927903714,0.006891082927903714
1869,journals,71.0,86.0,-15.0,0.0037153983901335765,0.010581229391210197,-0.006865831001076621,0.006865831001076621
3722,films,325.0,194.0,131.0,0.01700710530694947,0.023869284905753234,-0.006862179598803763,0.006862179598803763
42848,asynchronous,184.0,134.0,50.0,0.00962863808147293,0.016487031842118215,-0.006858393760645285,0.006858393760645285
1429,spend,834.0,299.0,535.0,0.04364284869537187,0.036788227767114524,0.006854620928257345,0.006854620928257345
868,types,286.0,66.0,220.0,0.014966252670115532,0.008120478369998524,0.006845774300117008,0.006845774300117008
23827,gardner,15.0,62.0,-47.0,0.0007849433218592064,0.0076283281657561885,-0.006843384843896982,0.006843384843896982
5071,c++,142.0,5.0,137.0,0.007430796780267153,0.0006151877553029184,0.006815609024964234,0.006815609024964234
8664,owl,144.0,6.0,138.0,0.007535455889848381,0.0007382253063635022,0.006797230583484878,0.006797230583484878
1099,lenient,411.0,230.0,181.0,0.021507447018942253,0.02829863674393425,-0.0067911897249919966,0.0067911897249919966
1975,classroom,357.0,207.0,150.0,0.01868165106024911,0.025468773069540825,-0.006787122009291716,0.006787122009291716
11790,chayes,132.0,1.0,131.0,0.006907501232361015,0.0001230375510605837,0.006784463681300431,0.006784463681300431
35900,maloy,186.0,24.0,162.0,0.009733297191054159,0.0029529012254540087,0.00678039596560015,0.00678039596560015
38629,tung,129.0,0.0,129.0,0.006750512567989174,0.0,0.006750512567989174,0.006750512567989174
1175,guest,325.0,193.0,132.0,0.01700710530694947,0.023746247354692652,-0.006739142047743181,0.006739142047743181
369,told,800.0,395.0,405.0,0.041863643832491,0.04859983266893056,-0.006736188836439561,0.006736188836439561
