word,gender,percent
fun,difference,0.07011857800265282
amazing,difference,0.07007180682444396
entire,male,0.06978367062107467
studied,male,0.06978367062107467
awesome,male,0.06978367062107467
using,male,0.06978367062107467
sections,male,0.06978367062107467
ton,male,0.06978367062107467
job,male,0.06978367062107467
solving,difference,0.06978367062107467
provided,male,0.06978367062107467
cool,male,0.06978367062107467
weeks,male,0.06978367062107467
done,male,0.06978367062107467
topic,male,0.06978367062107467
total,male,0.06978367062107467
tricky,male,0.06978367062107467
favorite,male,0.06978367062107467
key,male,0.06978367062107467
attendance,male,0.06978367062107467
days,male,0.06978367062107467
teach,male,0.06978367062107467
posted,male,0.06978367062107467
solving,male,0.06978367062107467
reason,male,0.06978367062107467
mind,male,0.06978367062107467
look,male,0.06978367062107467
fine,difference,0.06949553441770537
la,difference,0.06940199206128764
--,difference,0.06873217729813129
less,difference,0.06870879170902686
wants,difference,0.06863863494171356
explaining,difference,0.06835049873834426
reason,female,0.06794543458945278
information,female,0.06794543458945278
7a,female,0.06794543458945278
loved,female,0.06794543458945278
couple,female,0.06794543458945278
friends,female,0.06794543458945278
look,female,0.06794543458945278
curved,female,0.06794543458945278
algebra,difference,0.06794543458945278
linear,difference,0.06794543458945278
33a,difference,0.06794543458945278
subject,female,0.06794543458945278
science,female,0.06794543458945278
heard,female,0.06794543458945278
algebra,female,0.06794543458945278
useless,female,0.06794543458945278
coming,female,0.06794543458945278
back,female,0.06794543458945278
linear,female,0.06794543458945278
answering,female,0.06794543458945278
recorded,female,0.06794543458945278
33a,female,0.06794543458945278
compared,female,0.06794543458945278
able,female,0.06794543458945278
year,female,0.06794543458945278
explanations,difference,0.06758714161877016
test,difference,0.06708853511346097
>,difference,0.06641872035030462
passionate,difference,0.06641872035030462
must,male,0.06567874881983499
came,male,0.06567874881983499
takes,male,0.06567874881983499
thinking,male,0.06567874881983499
chance,male,0.06567874881983499
workload,male,0.06567874881983499
wrong,male,0.06567874881983499
kinda,male,0.06567874881983499
helps,male,0.06567874881983499
7,male,0.06567874881983499
theater,male,0.06567874881983499
available,male,0.06567874881983499
curve,male,0.06567874881983499
quickly,male,0.06567874881983499
biology,male,0.06567874881983499
please,male,0.06567874881983499
na,male,0.06567874881983499
fact,male,0.06567874881983499
concept,male,0.06567874881983499
confusing,male,0.06567874881983499
5,male,0.06567874881983499
care,male,0.06567874881983499
theater,difference,0.06567874881983499
dropped,difference,0.0653438414382568
actual,difference,0.0653438414382568
problems,difference,0.06515675672542133
assignment,difference,0.06422219134800014
?,difference,0.06388728396642196
might,difference,0.06386389837731751
last,difference,0.06386389837731751
complete,difference,0.06386389837731751
watching,difference,0.06310054125774345
100,difference,0.06303038449043014
person,difference,0.06276563387616527
due,difference,0.06276563387616527
open,difference,0.06274224828706085
ls7a,female,0.0627188626979564
provide,female,0.0627188626979564
knows,female,0.0627188626979564
ones,female,0.0627188626979564
optional,female,0.0627188626979564
case,female,0.0627188626979564
manageable,female,0.0627188626979564
tricky,female,0.0627188626979564
calculus,female,0.0627188626979564
college,female,0.0627188626979564
provided,female,0.0627188626979564
situation,female,0.0627188626979564
organized,female,0.0627188626979564
topic,female,0.0627188626979564
completion,female,0.0627188626979564
level,female,0.0627188626979564
unless,female,0.0627188626979564
style,female,0.0627188626979564
excellent,female,0.0627188626979564
wants,female,0.0627188626979564
later,female,0.0627188626979564
generally,female,0.0627188626979564
worksheet,female,0.0627188626979564
spent,female,0.0627188626979564
4,female,0.0627188626979564
a.,female,0.0627188626979564
funny,female,0.0627188626979564
generous,female,0.0627188626979564
clearly,female,0.0627188626979564
useful,female,0.0627188626979564
simply,female,0.0627188626979564
yes,female,0.0627188626979564
away,female,0.0627188626979564
spend,female,0.0627188626979564
memorization,difference,0.06193211998927789
ucla,difference,0.06183857763286016
since,difference,0.061667369375013034
ca,difference,0.06162059819680417
materials,male,0.0615738270185953
yes,male,0.0615738270185953
application,male,0.0615738270185953
real,male,0.0615738270185953
world,male,0.0615738270185953
simply,male,0.0615738270185953
summer,male,0.0615738270185953
maybe,male,0.0615738270185953
success,male,0.0615738270185953
generous,male,0.0615738270185953
jokes,male,0.0615738270185953
],male,0.0615738270185953
scores,male,0.0615738270185953
certain,male,0.0615738270185953
selling,male,0.0615738270185953
specific,male,0.0615738270185953
specific,difference,0.0615738270185953
world,difference,0.0615738270185953
spend,male,0.0615738270185953
memorizing,male,0.0615738270185953
helped,male,0.0615738270185953
single,male,0.0615738270185953
stress,male,0.0615738270185953
interested,male,0.0615738270185953
jokes,difference,0.0615738270185953
success,difference,0.0615738270185953
waste,male,0.0615738270185953
[,male,0.0615738270185953
year,male,0.0615738270185953
last,male,0.0615738270185953
minutes,male,0.0615738270185953
complete,male,0.0615738270185953
might,male,0.0615738270185953
stay,male,0.0615738270185953
kind,difference,0.061285690815225995
annoying,difference,0.06119214845880825
everything,difference,0.060974169022752274
along,difference,0.060117269546760436
possible,difference,0.06004711277944715
gave,difference,0.06004711277944715
stuff,difference,0.0596654342196601
said,difference,0.059424069194499676
back,difference,0.05930714124897751
memorize,difference,0.0589488482782949
miss,difference,0.05892546268919046
midterm,difference,0.05887118237686544
easier,difference,0.05866071207492559
