IntervalCategory,count
0,180
1,2
22,846
23,876
24,747
25,757
26,760
27,671
28,704
29,793
30,200
34,776
35,778
36,784
37,739
38,716
39,766
40,806
41,740
42,899
43,823
44,767
45,715
46,702
47,680
