Date,Open,High,Low,Close,Adj Close,Volume
2023-03-17,17.170000,17.170000,16.520000,16.530001,16.530001,710600
2023-03-20,16.629999,17.510000,16.530001,17.389999,17.389999,552600
2023-03-21,17.590000,17.920000,17.590000,17.670000,17.670000,590500
2023-03-22,17.780001,18.129999,17.440001,17.620001,17.620001,478000
2023-03-23,17.840000,18.670000,17.650000,17.990000,17.990000,512000
2023-03-24,17.700001,18.230000,17.670000,18.070000,18.070000,447800
2023-03-27,18.200001,18.410000,17.969999,18.250000,18.250000,280200
2023-03-28,18.170000,18.930000,18.080000,18.889999,18.889999,601900
2023-03-29,18.910000,18.940001,18.500000,18.639999,18.639999,527100
2023-03-30,18.719999,18.980000,18.610001,18.700001,18.700001,392500
2023-03-31,18.790001,19.219999,18.770000,19.180000,19.180000,453900
2023-04-03,19.280001,19.280001,18.719999,19.040001,19.040001,388200
2023-04-04,19.209999,19.280001,18.799999,19.010000,19.010000,488800
2023-04-05,18.950001,19.270000,18.750000,19.270000,19.270000,439000
2023-04-06,19.280001,19.850000,19.110001,19.809999,19.809999,637500
2023-04-10,19.959999,20.930000,19.889999,20.850000,20.850000,1160100
2023-04-11,20.860001,21.270000,20.469999,20.910000,20.910000,1050600
2023-04-12,20.950001,21.260000,20.750000,20.760000,20.760000,670400
2023-04-13,20.879999,21.000000,20.580000,20.610001,20.610001,420200
2023-04-14,20.719999,20.959999,20.559999,20.760000,20.760000,696600
2023-04-17,20.809999,20.809999,20.430000,20.719999,20.719999,433900
2023-04-18,20.879999,20.889999,20.180000,20.490000,20.490000,533200
2023-04-19,20.430000,20.889999,20.230000,20.790001,20.790001,365900
2023-04-20,20.650000,20.879999,20.410000,20.629999,20.629999,278300
2023-04-21,20.490000,20.510000,19.940001,20.240000,20.240000,775600
2023-04-24,20.340000,20.500000,20.100000,20.219999,20.219999,782000
2023-04-25,20.270000,20.389999,19.680000,19.750000,19.750000,889800
2023-04-26,19.639999,19.809999,19.260000,19.400000,19.400000,568100
2023-04-27,19.430000,19.990000,19.309999,19.969999,19.969999,522200
2023-04-28,20.709999,21.820000,20.250000,20.950001,20.950001,1262800
2023-05-01,20.910000,21.450001,20.540001,21.040001,21.040001,812200
2023-05-02,20.820000,20.980000,20.160000,20.299999,20.299999,785600
2023-05-03,20.230000,20.570000,19.950001,20.070000,20.070000,501300
2023-05-04,19.820000,19.830000,19.040001,19.280001,19.280001,480800
2023-05-05,19.530001,19.750000,19.150000,19.190001,19.190001,557800
2023-05-08,19.450001,19.879999,19.330000,19.850000,19.850000,746400
2023-05-09,19.650000,19.990000,19.490000,19.740000,19.740000,464400
2023-05-10,20.080000,20.299999,19.340000,19.610001,19.610001,345600
2023-05-11,19.430000,19.480000,19.129999,19.190001,19.190001,278800
2023-05-12,19.200001,19.350000,18.760000,18.889999,18.889999,365800
2023-05-15,18.930000,19.420000,18.920000,19.340000,19.340000,260500
2023-05-16,19.190001,19.370001,19.059999,19.190001,19.190001,188400
2023-05-17,19.290001,19.420000,19.150000,19.340000,19.340000,299900
2023-05-18,19.290001,19.510000,19.080000,19.090000,19.090000,244300
2023-05-19,19.240000,19.240000,18.690001,18.900000,18.900000,337300
2023-05-22,19.000000,19.080000,18.840000,18.920000,18.920000,265900
2023-05-23,18.870001,19.120001,18.559999,18.629999,18.629999,278100
2023-05-24,18.600000,18.600000,18.200001,18.320000,18.320000,568200
2023-05-25,18.299999,18.299999,17.400000,17.480000,17.480000,573100
2023-05-26,17.570000,17.809999,17.110001,17.200001,17.200001,852100
2023-05-30,17.219999,17.500000,16.680000,17.350000,17.350000,1002600
2023-05-31,17.270000,17.370001,16.850000,17.340000,17.340000,588000
2023-06-01,17.340000,17.870001,17.250000,17.590000,17.590000,463800
2023-06-02,17.799999,18.070000,17.590000,18.049999,18.049999,330100
2023-06-05,17.889999,18.090000,17.690001,17.850000,17.850000,444400
2023-06-06,17.780001,18.850000,17.780001,18.830000,18.830000,407600
2023-06-07,18.850000,19.110001,18.500000,18.930000,18.930000,578600
2023-06-08,18.990000,19.100000,18.500000,18.540001,18.540001,556200
2023-06-09,18.639999,18.730000,18.340000,18.469999,18.469999,293600
2023-06-12,18.629999,18.799999,18.379999,18.440001,18.440001,255700
2023-06-13,18.420000,18.680000,18.170000,18.309999,18.309999,413000
2023-06-14,18.790001,18.850000,18.150000,18.250000,18.250000,408100
2023-06-15,18.150000,18.309999,17.780001,17.930000,17.930000,784600
2023-06-16,18.170000,18.320000,17.780001,17.959999,17.959999,507100
2023-06-20,17.870001,17.879999,17.150000,17.389999,17.389999,455400
2023-06-21,17.270000,17.549999,17.200001,17.420000,17.420000,377000
2023-06-22,17.309999,17.410000,17.090000,17.200001,17.200001,717300
2023-06-23,17.000000,17.280001,16.940001,17.260000,17.260000,1313500
2023-06-26,17.219999,17.580000,17.150000,17.330000,17.330000,622800
2023-06-27,17.350000,17.549999,16.980000,16.980000,16.980000,486300
2023-06-28,17.059999,17.150000,16.770000,17.129999,17.129999,687400
2023-06-29,17.160000,17.490000,17.070000,17.290001,17.290001,336200
2023-06-30,17.350000,17.410000,16.980000,16.990000,16.990000,368400
2023-07-03,16.990000,17.410000,16.990000,17.410000,17.410000,356200
2023-07-05,17.200001,17.240000,16.740000,16.850000,16.850000,582000
2023-07-06,16.730000,16.840000,16.490000,16.700001,16.700001,492900
2023-07-07,16.740000,16.980000,16.590000,16.620001,16.620001,353500
2023-07-10,16.520000,16.860001,16.459999,16.540001,16.540001,343800
2023-07-11,16.670000,17.240000,16.670000,17.200001,17.200001,649800
2023-07-12,17.350000,17.620001,17.080000,17.080000,17.080000,625800
2023-07-13,17.950001,18.719999,17.780001,18.090000,18.090000,748200
2023-07-14,17.840000,17.940001,16.799999,16.850000,16.850000,796200
2023-07-17,16.850000,16.969999,16.559999,16.719999,16.719999,569200
2023-07-18,16.820000,17.100000,16.469999,16.760000,16.760000,418900
2023-07-19,16.610001,16.950001,16.420000,16.900000,16.900000,400400
2023-07-20,16.900000,16.980000,16.590000,16.600000,16.600000,359700
2023-07-21,16.730000,17.059999,16.150000,16.410000,16.410000,644800
2023-07-24,16.760000,17.730000,16.709999,16.889999,16.889999,1697100
2023-07-25,17.059999,17.190001,16.709999,16.900000,16.900000,722700
2023-07-26,16.969999,17.570000,16.969999,17.379999,17.379999,567000
