"ENROLLMENT","SUBJECT_AREA","CATLG_NBR","SECT_NBR","GRADE","GRD_COUNT","ENRL_TOT","INSTR_NAME","INSTR_CD","TITLE","ENROL_TERM","LG_numeric"
"20F","A&O SCI","1","1","A+",17,96,"NEELIN, J.D.",1,"Climate Change: From Puzzles to Policy",260,4
"20F","A&O SCI","1","1","A",22,96,"NEELIN, J.D.",1,"Climate Change: From Puzzles to Policy",260,4
"20F","A&O SCI","1","1","A-",12,96,"NEELIN, J.D.",1,"Climate Change: From Puzzles to Policy",260,3.7
"20F","A&O SCI","1","1","B+",9,96,"NEELIN, J.D.",1,"Climate Change: From Puzzles to Policy",260,3.3
"20F","A&O SCI","1","1","B",6,96,"NEELIN, J.D.",1,"Climate Change: From Puzzles to Policy",260,3
"20F","A&O SCI","1","1","B-",3,96,"NEELIN, J.D.",1,"Climate Change: From Puzzles to Policy",260,2.7
"20F","A&O SCI","1","1","C+",2,96,"NEELIN, J.D.",1,"Climate Change: From Puzzles to Policy",260,2.3
"20F","A&O SCI","1","1","C",2,96,"NEELIN, J.D.",1,"Climate Change: From Puzzles to Policy",260,2
"20F","A&O SCI","1","1","D+",1,96,"NEELIN, J.D.",1,"Climate Change: From Puzzles to Policy",260,1.3
"20F","A&O SCI","1","1","D-",1,96,"NEELIN, J.D.",1,"Climate Change: From Puzzles to Policy",260,0.7
"20F","A&O SCI","1","1","F",1,96,"NEELIN, J.D.",1,"Climate Change: From Puzzles to Policy",260,0
"20F","A&O SCI","1","1","P",20,96,"NEELIN, J.D.",1,"Climate Change: From Puzzles to Policy",260,-1
"20F","A&O SCI","1L","1","A+",12,24,"NEELIN, J.D.",1,"Climate Change: From Puzzles to Policy--Laboratory",260,4
"20F","A&O SCI","1L","1","A",7,24,"NEELIN, J.D.",1,"Climate Change: From Puzzles to Policy--Laboratory",260,4
"20F","A&O SCI","1L","1","B+",2,24,"NEELIN, J.D.",1,"Climate Change: From Puzzles to Policy--Laboratory",260,3.3
"20F","A&O SCI","1L","1","B",2,24,"NEELIN, J.D.",1,"Climate Change: From Puzzles to Policy--Laboratory",260,3
"20F","A&O SCI","1L","1","P",1,24,"NEELIN, J.D.",1,"Climate Change: From Puzzles to Policy--Laboratory",260,-1
"20F","A&O SCI","2","1","A+",1,28,"LEW, J.K.",1,"Air Pollution",260,4
"20F","A&O SCI","2","1","A",3,28,"LEW, J.K.",1,"Air Pollution",260,4
"20F","A&O SCI","2","1","A-",5,28,"LEW, J.K.",1,"Air Pollution",260,3.7
"20F","A&O SCI","2","1","B",1,28,"LEW, J.K.",1,"Air Pollution",260,3
"20F","A&O SCI","2","1","B-",1,28,"LEW, J.K.",1,"Air Pollution",260,2.7
"20F","A&O SCI","2","1","C+",3,28,"LEW, J.K.",1,"Air Pollution",260,2.3
"20F","A&O SCI","2","1","C",3,28,"LEW, J.K.",1,"Air Pollution",260,2
"20F","A&O SCI","2","1","C-",1,28,"LEW, J.K.",1,"Air Pollution",260,1.7
"20F","A&O SCI","2","1","D+",1,28,"LEW, J.K.",1,"Air Pollution",260,1.3
"20F","A&O SCI","2","1","D-",1,28,"LEW, J.K.",1,"Air Pollution",260,0.7
"20F","A&O SCI","2","1","F",1,28,"LEW, J.K.",1,"Air Pollution",260,0
"20F","A&O SCI","2","1","I",1,28,"LEW, J.K.",1,"Air Pollution",260,0
"20F","A&O SCI","2","1","NP",2,28,"LEW, J.K.",1,"Air Pollution",260,-2
"20F","A&O SCI","2","1","P",4,28,"LEW, J.K.",1,"Air Pollution",260,-1
"20F","A&O SCI","3","1","A",56,84,"CHAMECKI, M.",1,"Introduction to Atmospheric Environment",260,4
"20F","A&O SCI","3","1","A-",9,84,"CHAMECKI, M.",1,"Introduction to Atmospheric Environment",260,3.7
"20F","A&O SCI","3","1","B+",2,84,"CHAMECKI, M.",1,"Introduction to Atmospheric Environment",260,3.3
"20F","A&O SCI","3","1","B",2,84,"CHAMECKI, M.",1,"Introduction to Atmospheric Environment",260,3
"20F","A&O SCI","3","1","B-",3,84,"CHAMECKI, M.",1,"Introduction to Atmospheric Environment",260,2.7
"20F","A&O SCI","3","1","C",1,84,"CHAMECKI, M.",1,"Introduction to Atmospheric Environment",260,2
"20F","A&O SCI","3","1","NP",1,84,"CHAMECKI, M.",1,"Introduction to Atmospheric Environment",260,-2
"20F","A&O SCI","3","1","P",10,84,"CHAMECKI, M.",1,"Introduction to Atmospheric Environment",260,-1
"20F","A&O SCI","3L","1","A",16,22,"CHAMECKI, M.",1,"Introduction to Atmospheric Environment Laboratory",260,4
"20F","A&O SCI","3L","1","A-",2,22,"CHAMECKI, M.",1,"Introduction to Atmospheric Environment Laboratory",260,3.7
"20F","A&O SCI","3L","1","B+",1,22,"CHAMECKI, M.",1,"Introduction to Atmospheric Environment Laboratory",260,3.3
"20F","A&O SCI","3L","1","B",1,22,"CHAMECKI, M.",1,"Introduction to Atmospheric Environment Laboratory",260,3
"20F","A&O SCI","3L","1","B-",1,22,"CHAMECKI, M.",1,"Introduction to Atmospheric Environment Laboratory",260,2.7
"20F","A&O SCI","3L","1","C",1,22,"CHAMECKI, M.",1,"Introduction to Atmospheric Environment Laboratory",260,2
"20F","A&O SCI","19","1","P",18,18,"TREUDE, T.I.",1,"Fiat Lux Freshman Seminars",260,-1
"20F","A&O SCI","M71","1","A+",3,12,"AURNOU, J.M.",1,"Introduction to Computing for Geoscientists",260,4
"20F","A&O SCI","M71","1","A",2,12,"AURNOU, J.M.",1,"Introduction to Computing for Geoscientists",260,4
"20F","A&O SCI","M71","1","A-",1,12,"AURNOU, J.M.",1,"Introduction to Computing for Geoscientists",260,3.7
"20F","A&O SCI","M71","1","B+",3,12,"AURNOU, J.M.",1,"Introduction to Computing for Geoscientists",260,3.3
"20F","A&O SCI","M71","1","C",2,12,"AURNOU, J.M.",1,"Introduction to Computing for Geoscientists",260,2
"20F","A&O SCI","M71","1","D-",1,12,"AURNOU, J.M.",1,"Introduction to Computing for Geoscientists",260,0.7
"20F","A&O SCI","101","1","A+",3,31,"KOK, J.F.",1,"Fundamentals of Atmospheric Dynamics and Thermodynamics",260,4
"20F","A&O SCI","101","1","A",4,31,"KOK, J.F.",1,"Fundamentals of Atmospheric Dynamics and Thermodynamics",260,4
"20F","A&O SCI","101","1","A-",2,31,"KOK, J.F.",1,"Fundamentals of Atmospheric Dynamics and Thermodynamics",260,3.7
"20F","A&O SCI","101","1","B+",9,31,"KOK, J.F.",1,"Fundamentals of Atmospheric Dynamics and Thermodynamics",260,3.3
"20F","A&O SCI","101","1","B",4,31,"KOK, J.F.",1,"Fundamentals of Atmospheric Dynamics and Thermodynamics",260,3
"20F","A&O SCI","101","1","B-",1,31,"KOK, J.F.",1,"Fundamentals of Atmospheric Dynamics and Thermodynamics",260,2.7
"20F","A&O SCI","101","1","C+",2,31,"KOK, J.F.",1,"Fundamentals of Atmospheric Dynamics and Thermodynamics",260,2.3
"20F","A&O SCI","101","1","C",1,31,"KOK, J.F.",1,"Fundamentals of Atmospheric Dynamics and Thermodynamics",260,2
"20F","A&O SCI","101","1","C-",4,31,"KOK, J.F.",1,"Fundamentals of Atmospheric Dynamics and Thermodynamics",260,1.7
"20F","A&O SCI","101","1","D",1,31,"KOK, J.F.",1,"Fundamentals of Atmospheric Dynamics and Thermodynamics",260,1
"20F","A&O SCI","103","1","A+",12,69,"STEWART, A.L.",1,"Physical Oceanography",260,4
"20F","A&O SCI","103","1","A",14,69,"STEWART, A.L.",1,"Physical Oceanography",260,4
"20F","A&O SCI","103","1","A-",9,69,"STEWART, A.L.",1,"Physical Oceanography",260,3.7
"20F","A&O SCI","103","1","B+",6,69,"STEWART, A.L.",1,"Physical Oceanography",260,3.3
"20F","A&O SCI","103","1","B",10,69,"STEWART, A.L.",1,"Physical Oceanography",260,3
"20F","A&O SCI","103","1","B-",4,69,"STEWART, A.L.",1,"Physical Oceanography",260,2.7
"20F","A&O SCI","103","1","C+",3,69,"STEWART, A.L.",1,"Physical Oceanography",260,2.3
"20F","A&O SCI","103","1","C",5,69,"STEWART, A.L.",1,"Physical Oceanography",260,2
"20F","A&O SCI","103","1","C-",2,69,"STEWART, A.L.",1,"Physical Oceanography",260,1.7
"20F","A&O SCI","103","1","D-",1,69,"STEWART, A.L.",1,"Physical Oceanography",260,0.7
"20F","A&O SCI","103","1","F",3,69,"STEWART, A.L.",1,"Physical Oceanography",260,0
"20F","A&O SCI","M106","1","A",3,10,"XUE, Y.",1,"Applied Climatology: Principles of Climate Impact on Natural Environment",260,4
"20F","A&O SCI","M106","1","A-",2,10,"XUE, Y.",1,"Applied Climatology: Principles of Climate Impact on Natural Environment",260,3.7
"20F","A&O SCI","M106","1","B",4,10,"XUE, Y.",1,"Applied Climatology: Principles of Climate Impact on Natural Environment",260,3
"20F","A&O SCI","M106","1","P",1,10,"XUE, Y.",1,"Applied Climatology: Principles of Climate Impact on Natural Environment",260,-1
"20F","A&O SCI","C111","1","A+",3,19,"BORTNIK, J.",1,"Introduction to Machine Learning for Physical Sciences",260,4
"20F","A&O SCI","C111","1","A",2,19,"BORTNIK, J.",1,"Introduction to Machine Learning for Physical Sciences",260,4
"20F","A&O SCI","C111","1","A-",3,19,"BORTNIK, J.",1,"Introduction to Machine Learning for Physical Sciences",260,3.7
"20F","A&O SCI","C111","1","B+",2,19,"BORTNIK, J.",1,"Introduction to Machine Learning for Physical Sciences",260,3.3
"20F","A&O SCI","C111","1","B",4,19,"BORTNIK, J.",1,"Introduction to Machine Learning for Physical Sciences",260,3
"20F","A&O SCI","C111","1","I",1,19,"BORTNIK, J.",1,"Introduction to Machine Learning for Physical Sciences",260,0
"20F","A&O SCI","C111","1","P",2,19,"BORTNIK, J.",1,"Introduction to Machine Learning for Physical Sciences",260,-1
"20F","A&O SCI","C111","1","S",2,19,"BORTNIK, J.",1,"Introduction to Machine Learning for Physical Sciences",260,0
"20F","A&O SCI","200B","1","A+",1,12,"CHEN, G.",1,"Introduction to Dynamics of Earth System",260,4
"20F","A&O SCI","200B","1","A",7,12,"CHEN, G.",1,"Introduction to Dynamics of Earth System",260,4
"20F","A&O SCI","200B","1","A-",1,12,"CHEN, G.",1,"Introduction to Dynamics of Earth System",260,3.7
"20F","A&O SCI","200B","1","B+",1,12,"CHEN, G.",1,"Introduction to Dynamics of Earth System",260,3.3
"20F","A&O SCI","200B","1","S",1,12,"CHEN, G.",1,"Introduction to Dynamics of Earth System",260,0
"20F","A&O SCI","200B","1","U",1,12,"CHEN, G.",1,"Introduction to Dynamics of Earth System",260,0
"20F","A&O SCI","M203A","1","A+",1,11,"PAULSON, S.E.",1,"Introduction to Atmospheric Chemistry",260,4
"20F","A&O SCI","M203A","1","A",4,11,"PAULSON, S.E.",1,"Introduction to Atmospheric Chemistry",260,4
"20F","A&O SCI","M203A","1","A-",2,11,"PAULSON, S.E.",1,"Introduction to Atmospheric Chemistry",260,3.7
"20F","A&O SCI","M203A","1","B+",3,11,"PAULSON, S.E.",1,"Introduction to Atmospheric Chemistry",260,3.3
"20F","A&O SCI","M203A","1","B",1,11,"PAULSON, S.E.",1,"Introduction to Atmospheric Chemistry",260,3
"20F","A&O SCI","C204","1","A+",5,19,"BORTNIK, J.",1,"Introduction to Machine Learning for Physical Sciences",260,4
"20F","A&O SCI","C204","1","A",7,19,"BORTNIK, J.",1,"Introduction to Machine Learning for Physical Sciences",260,4
"20F","A&O SCI","C204","1","A-",4,19,"BORTNIK, J.",1,"Introduction to Machine Learning for Physical Sciences",260,3.7
"20F","A&O SCI","C204","1","B",1,19,"BORTNIK, J.",1,"Introduction to Machine Learning for Physical Sciences",260,3
"20F","A&O SCI","C204","1","I",1,19,"BORTNIK, J.",1,"Introduction to Machine Learning for Physical Sciences",260,0
"20F","A&O SCI","C204","1","S",1,19,"BORTNIK, J.",1,"Introduction to Machine Learning for Physical Sciences",260,0
"20F","A&O SCI","270","1","B+",1,43,"MITCHELL, J.L.",1,"Seminar: Atmospheric Sciences",260,3.3
"20F","A&O SCI","270","1","S",42,43,"MITCHELL, J.L.",1,"Seminar: Atmospheric Sciences",260,0
"20F","AERO ST","A","1","P",62,62,"LISCOMBE, J.R.",1,"Leadership Laboratory",260,-1
"20F","AERO ST","1A","1","A",19,19,"LISCOMBE, J.R.",1,"Heritage and Values",260,4
"20F","AERO ST","20A","1","A",11,11,"LISCOMBE, J.R.",1,"Team and Leadership Fundamentals",260,4
"20F","AERO ST","20A","2","A",10,10,"LISCOMBE, J.R.",1,"Team and Leadership Fundamentals",260,4
"20F","AERO ST","130A","1","A",9,11,"JONES, T.J.",1,"Air Force Leadership Studies",260,4
"20F","AERO ST","130A","1","A-",2,11,"JONES, T.J.",1,"Air Force Leadership Studies",260,3.7
"20F","AF AMER","1","1","A+",129,230,"PIERRE, J.",1,"Introduction to Black Studies",260,4
"20F","AF AMER","1","1","A",63,230,"PIERRE, J.",1,"Introduction to Black Studies",260,4
"20F","AF AMER","1","1","A-",2,230,"PIERRE, J.",1,"Introduction to Black Studies",260,3.7
"20F","AF AMER","1","1","B+",5,230,"PIERRE, J.",1,"Introduction to Black Studies",260,3.3
"20F","AF AMER","1","1","B",8,230,"PIERRE, J.",1,"Introduction to Black Studies",260,3
"20F","AF AMER","1","1","B-",1,230,"PIERRE, J.",1,"Introduction to Black Studies",260,2.7
"20F","AF AMER","1","1","C+",3,230,"PIERRE, J.",1,"Introduction to Black Studies",260,2.3
"20F","AF AMER","1","1","C",4,230,"PIERRE, J.",1,"Introduction to Black Studies",260,2
"20F","AF AMER","1","1","C-",1,230,"PIERRE, J.",1,"Introduction to Black Studies",260,1.7
"20F","AF AMER","1","1","F",2,230,"PIERRE, J.",1,"Introduction to Black Studies",260,0
"20F","AF AMER","1","1","I",1,230,"PIERRE, J.",1,"Introduction to Black Studies",260,0
"20F","AF AMER","1","1","P",11,230,"PIERRE, J.",1,"Introduction to Black Studies",260,-1
"20F","AF AMER","M5","1","A+",6,241,"LACAYO, C.O.",1,"Social Organization of Black Communities",260,4
"20F","AF AMER","M5","1","A",37,241,"LACAYO, C.O.",1,"Social Organization of Black Communities",260,4
"20F","AF AMER","M5","1","A-",65,241,"LACAYO, C.O.",1,"Social Organization of Black Communities",260,3.7
"20F","AF AMER","M5","1","B+",51,241,"LACAYO, C.O.",1,"Social Organization of Black Communities",260,3.3
"20F","AF AMER","M5","1","B",42,241,"LACAYO, C.O.",1,"Social Organization of Black Communities",260,3
"20F","AF AMER","M5","1","B-",22,241,"LACAYO, C.O.",1,"Social Organization of Black Communities",260,2.7
"20F","AF AMER","M5","1","C+",6,241,"LACAYO, C.O.",1,"Social Organization of Black Communities",260,2.3
"20F","AF AMER","M5","1","C",2,241,"LACAYO, C.O.",1,"Social Organization of Black Communities",260,2
"20F","AF AMER","M5","1","C-",2,241,"LACAYO, C.O.",1,"Social Organization of Black Communities",260,1.7
"20F","AF AMER","M5","1","F",4,241,"LACAYO, C.O.",1,"Social Organization of Black Communities",260,0
"20F","AF AMER","M5","1","P",4,241,"LACAYO, C.O.",1,"Social Organization of Black Communities",260,-1
"20F","AF AMER","M12A","1","A+",5,13,"DOLEAC, B.G.",1,"African American Musical Heritage",260,4
"20F","AF AMER","M12A","1","A",4,13,"DOLEAC, B.G.",1,"African American Musical Heritage",260,4
"20F","AF AMER","M12A","1","A-",1,13,"DOLEAC, B.G.",1,"African American Musical Heritage",260,3.7
"20F","AF AMER","M12A","1","B+",1,13,"DOLEAC, B.G.",1,"African American Musical Heritage",260,3.3
"20F","AF AMER","M12A","1","C",1,13,"DOLEAC, B.G.",1,"African American Musical Heritage",260,2
"20F","AF AMER","M12A","1","D",1,13,"DOLEAC, B.G.",1,"African American Musical Heritage",260,1
"20F","AF AMER","19","1","P",19,19,"BROWN, S.D.",1,"Fiat Lux Freshman Seminars",260,-1
"20F","AF AMER","M104A","1","A+",9,35,"YARBOROUGH, R.A.",1,"Early African American Literature",260,4
"","","","","",NA,NA,"",NA,"",NA,0
"20F","AF AMER","M104A","1","A",12,35,"YARBOROUGH, R.A.",1,"Early African American Literature",260,4
"20F","AF AMER","M104A","1","A-",4,35,"YARBOROUGH, R.A.",1,"Early African American Literature",260,3.7
"20F","AF AMER","M104A","1","B+",2,35,"YARBOROUGH, R.A.",1,"Early African American Literature",260,3.3
"20F","AF AMER","M104A","1","B",1,35,"YARBOROUGH, R.A.",1,"Early African American Literature",260,3
"20F","AF AMER","M104A","1","C+",3,35,"YARBOROUGH, R.A.",1,"Early African American Literature",260,2.3
"20F","AF AMER","M104A","1","D+",1,35,"YARBOROUGH, R.A.",1,"Early African American Literature",260,1.3
"20F","AF AMER","M104A","1","I",1,35,"YARBOROUGH, R.A.",1,"Early African American Literature",260,0
"20F","AF AMER","M104A","1","P",2,35,"YARBOROUGH, R.A.",1,"Early African American Literature",260,-1
"20F","AF AMER","105B","1","A+",14,32,"HUDSON, P.J.",1,"Issues in Pan-African Biography and Autobiography",260,4
"20F","AF AMER","105B","1","A",11,32,"HUDSON, P.J.",1,"Issues in Pan-African Biography and Autobiography",260,4
"20F","AF AMER","105B","1","A-",4,32,"HUDSON, P.J.",1,"Issues in Pan-African Biography and Autobiography",260,3.7
"20F","AF AMER","105B","1","B+",2,32,"HUDSON, P.J.",1,"Issues in Pan-African Biography and Autobiography",260,3.3
"20F","AF AMER","105B","1","I",1,32,"HUDSON, P.J.",1,"Issues in Pan-African Biography and Autobiography",260,0
"20F","AF AMER","M121","1","A+",35,46,"MAYS, K.T.",1,"Afro-Indigenous History: from Enslavement and Settlement to Black Lives Matter and Indigenous Sovereignty",260,4
"20F","AF AMER","M121","1","A",6,46,"MAYS, K.T.",1,"Afro-Indigenous History: from Enslavement and Settlement to Black Lives Matter and Indigenous Sovereignty",260,4
"20F","AF AMER","M121","1","A-",1,46,"MAYS, K.T.",1,"Afro-Indigenous History: from Enslavement and Settlement to Black Lives Matter and Indigenous Sovereignty",260,3.7
"20F","AF AMER","M121","1","B+",1,46,"MAYS, K.T.",1,"Afro-Indigenous History: from Enslavement and Settlement to Black Lives Matter and Indigenous Sovereignty",260,3.3
"20F","AF AMER","M121","1","B",2,46,"MAYS, K.T.",1,"Afro-Indigenous History: from Enslavement and Settlement to Black Lives Matter and Indigenous Sovereignty",260,3
"20F","AF AMER","M121","1","C+",1,46,"MAYS, K.T.",1,"Afro-Indigenous History: from Enslavement and Settlement to Black Lives Matter and Indigenous Sovereignty",260,2.3
"20F","AF AMER","M172","1","A+",8,30,"BAIN, B.R.",3,"Afro-American Woman in U.S.",260,4
"20F","AF AMER","M172","1","A",12,30,"BAIN, B.R.",3,"Afro-American Woman in U.S.",260,4
"20F","AF AMER","M172","1","A-",3,30,"BAIN, B.R.",3,"Afro-American Woman in U.S.",260,3.7
"20F","AF AMER","M172","1","B+",3,30,"BAIN, B.R.",3,"Afro-American Woman in U.S.",260,3.3
"20F","AF AMER","M172","1","B",3,30,"BAIN, B.R.",3,"Afro-American Woman in U.S.",260,3
"20F","AF AMER","M172","1","B-",1,30,"BAIN, B.R.",3,"Afro-American Woman in U.S.",260,2.7
"20F","AF AMER","188A","1","A+",49,92,"DUE, T.P.",1,"Special Courses in African American Studies",260,4
"20F","AF AMER","188A","1","A",23,92,"DUE, T.P.",1,"Special Courses in African American Studies",260,4
"20F","AF AMER","188A","1","A-",11,92,"DUE, T.P.",1,"Special Courses in African American Studies",260,3.7
"20F","AF AMER","188A","1","B+",2,92,"DUE, T.P.",1,"Special Courses in African American Studies",260,3.3
"20F","AF AMER","188A","1","B-",1,92,"DUE, T.P.",1,"Special Courses in African American Studies",260,2.7
"20F","AF AMER","188A","1","C+",1,92,"DUE, T.P.",1,"Special Courses in African American Studies",260,2.3
"20F","AF AMER","188A","1","F",1,92,"DUE, T.P.",1,"Special Courses in African American Studies",260,0
"20F","AF AMER","188A","1","I",3,92,"DUE, T.P.",1,"Special Courses in African American Studies",260,0
"20F","AF AMER","188A","1","P",1,92,"DUE, T.P.",1,"Special Courses in African American Studies",260,-1
"20F","AF AMER","188A","2","A+",12,29,"BONNER, L.D.",1,"Special Courses in African American Studies",260,4
"20F","AF AMER","188A","2","A",14,29,"BONNER, L.D.",1,"Special Courses in African American Studies",260,4
"20F","AF AMER","188A","2","A-",1,29,"BONNER, L.D.",1,"Special Courses in African American Studies",260,3.7
"20F","AF AMER","188A","2","P",2,29,"BONNER, L.D.",1,"Special Courses in African American Studies",260,-1
"20F","AF AMER","C291","1","A+",13,13,"EDU, U.F.",1,"Special Topics in Afro-American Studies",260,4
"20F","AM IND","M10","1","A+",52,84,"MAYS, K.T.",1,"Introduction to American Indian Studies",260,4
"20F","AM IND","M10","1","A",26,84,"MAYS, K.T.",1,"Introduction to American Indian Studies",260,4
"20F","AM IND","M10","1","A-",2,84,"MAYS, K.T.",1,"Introduction to American Indian Studies",260,3.7
"20F","AM IND","M10","1","B+",1,84,"MAYS, K.T.",1,"Introduction to American Indian Studies",260,3.3
"20F","AM IND","M10","1","C",1,84,"MAYS, K.T.",1,"Introduction to American Indian Studies",260,2
"20F","AM IND","M10","1","D",1,84,"MAYS, K.T.",1,"Introduction to American Indian Studies",260,1
"20F","AM IND","M10","1","P",1,84,"MAYS, K.T.",1,"Introduction to American Indian Studies",260,-1
"20F","AM IND","M123","1","A+",11,16,"MAYS, K.T.",1,"Afro-Indigenous History: from Enslavement and Settlement to Black Lives Matter and Indigenous Sovereignty",260,4
"20F","AM IND","M123","1","A",3,16,"MAYS, K.T.",1,"Afro-Indigenous History: from Enslavement and Settlement to Black Lives Matter and Indigenous Sovereignty",260,4
"20F","AM IND","M123","1","C+",1,16,"MAYS, K.T.",1,"Afro-Indigenous History: from Enslavement and Settlement to Black Lives Matter and Indigenous Sovereignty",260,2.3
"20F","AM IND","M123","1","S",1,16,"MAYS, K.T.",1,"Afro-Indigenous History: from Enslavement and Settlement to Black Lives Matter and Indigenous Sovereignty",260,0
"20F","AM IND","202","1","A",7,11,"MITHLO, N.M.",1,"Key Theories and Concepts in American Indian Studies",260,4
"20F","AM IND","202","1","A-",2,11,"MITHLO, N.M.",1,"Key Theories and Concepts in American Indian Studies",260,3.7
"20F","AM IND","202","1","I",2,11,"MITHLO, N.M.",1,"Key Theories and Concepts in American Indian Studies",260,0
"20F","AN N EA","10W","1","A",18,77,"SMOAK, J.D.",1,"Jerusalem: Holy City",260,4
"20F","AN N EA","10W","1","A-",24,77,"SMOAK, J.D.",1,"Jerusalem: Holy City",260,3.7
"20F","AN N EA","10W","1","B+",7,77,"SMOAK, J.D.",1,"Jerusalem: Holy City",260,3.3
"20F","AN N EA","10W","1","B",18,77,"SMOAK, J.D.",1,"Jerusalem: Holy City",260,3
"20F","AN N EA","10W","1","B-",3,77,"SMOAK, J.D.",1,"Jerusalem: Holy City",260,2.7
"20F","AN N EA","10W","1","C",3,77,"SMOAK, J.D.",1,"Jerusalem: Holy City",260,2
"20F","AN N EA","10W","1","C-",1,77,"SMOAK, J.D.",1,"Jerusalem: Holy City",260,1.7
"20F","AN N EA","10W","1","D",1,77,"SMOAK, J.D.",1,"Jerusalem: Holy City",260,1
"20F","AN N EA","10W","1","F",1,77,"SMOAK, J.D.",1,"Jerusalem: Holy City",260,0
"20F","AN N EA","10W","1","I",1,77,"SMOAK, J.D.",1,"Jerusalem: Holy City",260,0
"20F","AN N EA","15","1","A+",78,191,"COONEY, K.M.",1,"Women and Power in Ancient World",260,4
"20F","AN N EA","15","1","A",42,191,"COONEY, K.M.",1,"Women and Power in Ancient World",260,4
"20F","AN N EA","15","1","A-",29,191,"COONEY, K.M.",1,"Women and Power in Ancient World",260,3.7
"20F","AN N EA","15","1","B+",17,191,"COONEY, K.M.",1,"Women and Power in Ancient World",260,3.3
"20F","AN N EA","15","1","B",2,191,"COONEY, K.M.",1,"Women and Power in Ancient World",260,3
"20F","AN N EA","15","1","B-",1,191,"COONEY, K.M.",1,"Women and Power in Ancient World",260,2.7
"20F","AN N EA","15","1","C+",1,191,"COONEY, K.M.",1,"Women and Power in Ancient World",260,2.3
"20F","AN N EA","15","1","C",1,191,"COONEY, K.M.",1,"Women and Power in Ancient World",260,2
"20F","AN N EA","15","1","D+",1,191,"COONEY, K.M.",1,"Women and Power in Ancient World",260,1.3
"20F","AN N EA","15","1","D",1,191,"COONEY, K.M.",1,"Women and Power in Ancient World",260,1
"20F","AN N EA","15","1","D-",1,191,"COONEY, K.M.",1,"Women and Power in Ancient World",260,0.7
"20F","AN N EA","15","1","F",3,191,"COONEY, K.M.",1,"Women and Power in Ancient World",260,0
"20F","AN N EA","15","1","NP",2,191,"COONEY, K.M.",1,"Women and Power in Ancient World",260,-2
"20F","AN N EA","15","1","P",12,191,"COONEY, K.M.",1,"Women and Power in Ancient World",260,-1
"20F","AN N EA","15","2","A",3,11,"COONEY, K.M.",1,"Women and Power in Ancient World",260,4
"20F","AN N EA","15","2","F",3,11,"COONEY, K.M.",1,"Women and Power in Ancient World",260,0
"20F","AN N EA","15","2","NP",2,11,"COONEY, K.M.",1,"Women and Power in Ancient World",260,-2
"20F","AN N EA","15","2","P",3,11,"COONEY, K.M.",1,"Women and Power in Ancient World",260,-1
"20F","AN N EA","M50A","1","A+",11,41,"DANIELSON, A.",1,"First Civilizations",260,4
"20F","AN N EA","M50A","1","A",19,41,"DANIELSON, A.",1,"First Civilizations",260,4
"20F","AN N EA","M50A","1","A-",5,41,"DANIELSON, A.",1,"First Civilizations",260,3.7
"20F","AN N EA","M50A","1","B+",1,41,"DANIELSON, A.",1,"First Civilizations",260,3.3
"20F","AN N EA","M50A","1","B",2,41,"DANIELSON, A.",1,"First Civilizations",260,3
"20F","AN N EA","M50A","1","B-",1,41,"DANIELSON, A.",1,"First Civilizations",260,2.7
"20F","AN N EA","M50A","1","C-",1,41,"DANIELSON, A.",1,"First Civilizations",260,1.7
"20F","AN N EA","M50A","1","F",1,41,"DANIELSON, A.",1,"First Civilizations",260,0
"20F","AN N EA","120A","1","A+",1,17,"WINNERMAN, J.P.",1,"Elementary Ancient Egyptian",260,4
"20F","AN N EA","120A","1","A",5,17,"WINNERMAN, J.P.",1,"Elementary Ancient Egyptian",260,4
"20F","AN N EA","120A","1","A-",5,17,"WINNERMAN, J.P.",1,"Elementary Ancient Egyptian",260,3.7
"20F","AN N EA","120A","1","B",1,17,"WINNERMAN, J.P.",1,"Elementary Ancient Egyptian",260,3
"20F","AN N EA","120A","1","P",2,17,"WINNERMAN, J.P.",1,"Elementary Ancient Egyptian",260,-1
"20F","AN N EA","120A","1","S",3,17,"WINNERMAN, J.P.",1,"Elementary Ancient Egyptian",260,0
"20F","AN N EA","M130","1","A+",24,117,"WENDRICH, W.Z.",1,"Ancient Egyptian Religion",260,4
"20F","AN N EA","M130","1","A",52,117,"WENDRICH, W.Z.",1,"Ancient Egyptian Religion",260,4
"20F","AN N EA","M130","1","A-",25,117,"WENDRICH, W.Z.",1,"Ancient Egyptian Religion",260,3.7
"20F","AN N EA","M130","1","B+",3,117,"WENDRICH, W.Z.",1,"Ancient Egyptian Religion",260,3.3
"20F","AN N EA","M130","1","B",6,117,"WENDRICH, W.Z.",1,"Ancient Egyptian Religion",260,3
"20F","AN N EA","M130","1","B-",1,117,"WENDRICH, W.Z.",1,"Ancient Egyptian Religion",260,2.7
"20F","AN N EA","M130","1","C+",1,117,"WENDRICH, W.Z.",1,"Ancient Egyptian Religion",260,2.3
"20F","AN N EA","M130","1","C",1,117,"WENDRICH, W.Z.",1,"Ancient Egyptian Religion",260,2
"20F","AN N EA","M130","1","C-",1,117,"WENDRICH, W.Z.",1,"Ancient Egyptian Religion",260,1.7
"20F","AN N EA","M130","1","P",3,117,"WENDRICH, W.Z.",1,"Ancient Egyptian Religion",260,-1
