"ENROLLMENT","SUBJECT_AREA","CATLG_NBR","SECT_NBR","GRADE","GRD_COUNT","ENRL_TOT","INSTR_NAME","INSTR_CD","TITLE","ENROL_TERM","LG_numeric"
"20F","ITALIAN","3","2","B",1,20,"TOGNOZZI, E.A.",3,"Elementary Italian--Continued",260,3
"20F","ITALIAN","3","2","B-",1,20,"TOGNOZZI, E.A.",3,"Elementary Italian--Continued",260,2.7
"20F","ITALIAN","4","1","A+",2,15,"TOGNOZZI, E.A.",3,"Intermediate Italian",260,4
"20F","ITALIAN","4","1","A",10,15,"TOGNOZZI, E.A.",3,"Intermediate Italian",260,4
"20F","ITALIAN","4","1","B+",1,15,"TOGNOZZI, E.A.",3,"Intermediate Italian",260,3.3
"20F","ITALIAN","4","1","B",1,15,"TOGNOZZI, E.A.",3,"Intermediate Italian",260,3
"20F","ITALIAN","4","1","P",1,15,"TOGNOZZI, E.A.",3,"Intermediate Italian",260,-1
"20F","ITALIAN","6","1","A+",9,11,"TOGNOZZI, E.A.",3,"Intermediate Italian",260,4
"20F","ITALIAN","6","1","A",2,11,"TOGNOZZI, E.A.",3,"Intermediate Italian",260,4
"20F","ITALIAN","110","1","A+",6,38,"MOUDARRES, A.",1,"Dante in English",260,4
"20F","ITALIAN","110","1","A",22,38,"MOUDARRES, A.",1,"Dante in English",260,4
"20F","ITALIAN","110","1","A-",4,38,"MOUDARRES, A.",1,"Dante in English",260,3.7
"20F","ITALIAN","110","1","B+",2,38,"MOUDARRES, A.",1,"Dante in English",260,3.3
"20F","ITALIAN","110","1","B",1,38,"MOUDARRES, A.",1,"Dante in English",260,3
"20F","ITALIAN","110","1","B-",1,38,"MOUDARRES, A.",1,"Dante in English",260,2.7
"20F","ITALIAN","110","1","C+",1,38,"MOUDARRES, A.",1,"Dante in English",260,2.3
"20F","ITALIAN","110","1","F",1,38,"MOUDARRES, A.",1,"Dante in English",260,0
"20F","JAPAN","1","1","A+",17,89,"KAWANISHI, Y.",1,"Elementary Modern Japanese",260,4
"20F","JAPAN","1","1","A",43,89,"KAWANISHI, Y.",1,"Elementary Modern Japanese",260,4
"20F","JAPAN","1","1","A-",11,89,"KAWANISHI, Y.",1,"Elementary Modern Japanese",260,3.7
"","","","","",NA,NA,"",NA,"",NA,0
"20F","JAPAN","1","1","B+",2,89,"KAWANISHI, Y.",1,"Elementary Modern Japanese",260,3.3
"20F","JAPAN","1","1","B",1,89,"KAWANISHI, Y.",1,"Elementary Modern Japanese",260,3
"20F","JAPAN","1","1","C-",1,89,"KAWANISHI, Y.",1,"Elementary Modern Japanese",260,1.7
"20F","JAPAN","1","1","I",1,89,"KAWANISHI, Y.",1,"Elementary Modern Japanese",260,0
"20F","JAPAN","1","1","NP",1,89,"KAWANISHI, Y.",1,"Elementary Modern Japanese",260,-2
"20F","JAPAN","1","1","P",5,89,"KAWANISHI, Y.",1,"Elementary Modern Japanese",260,-1
"20F","JAPAN","1","1","S",7,89,"KAWANISHI, Y.",1,"Elementary Modern Japanese",260,0
"20F","JAPAN","1","2","A+",25,91,"TAKAKURA, A.H.",1,"Elementary Modern Japanese",260,4
"20F","JAPAN","1","2","A",41,91,"TAKAKURA, A.H.",1,"Elementary Modern Japanese",260,4
"20F","JAPAN","1","2","A-",10,91,"TAKAKURA, A.H.",1,"Elementary Modern Japanese",260,3.7
"20F","JAPAN","1","2","B+",1,91,"TAKAKURA, A.H.",1,"Elementary Modern Japanese",260,3.3
"20F","JAPAN","1","2","B",1,91,"TAKAKURA, A.H.",1,"Elementary Modern Japanese",260,3
"20F","JAPAN","1","2","NP",1,91,"TAKAKURA, A.H.",1,"Elementary Modern Japanese",260,-2
"20F","JAPAN","1","2","P",10,91,"TAKAKURA, A.H.",1,"Elementary Modern Japanese",260,-1
"20F","JAPAN","1","2","S",2,91,"TAKAKURA, A.H.",1,"Elementary Modern Japanese",260,0
"20F","JAPAN","4","1","A",16,43,"MENJO, S.",1,"Intermediate Modern Japanese",260,4
"20F","JAPAN","4","1","A-",12,43,"MENJO, S.",1,"Intermediate Modern Japanese",260,3.7
"20F","JAPAN","4","1","B+",3,43,"MENJO, S.",1,"Intermediate Modern Japanese",260,3.3
"20F","JAPAN","4","1","B",2,43,"MENJO, S.",1,"Intermediate Modern Japanese",260,3
"20F","JAPAN","4","1","C+",1,43,"MENJO, S.",1,"Intermediate Modern Japanese",260,2.3
"20F","JAPAN","4","1","NP",2,43,"MENJO, S.",1,"Intermediate Modern Japanese",260,-2
"20F","JAPAN","4","1","P",6,43,"MENJO, S.",1,"Intermediate Modern Japanese",260,-1
"20F","JAPAN","4","1","S",1,43,"MENJO, S.",1,"Intermediate Modern Japanese",260,0
"20F","JAPAN","4","2","A+",2,36,"LEE, D.",1,"Intermediate Modern Japanese",260,4
"20F","JAPAN","4","2","A",16,36,"LEE, D.",1,"Intermediate Modern Japanese",260,4
"20F","JAPAN","4","2","A-",9,36,"LEE, D.",1,"Intermediate Modern Japanese",260,3.7
"20F","JAPAN","4","2","B+",3,36,"LEE, D.",1,"Intermediate Modern Japanese",260,3.3
"20F","JAPAN","4","2","B",2,36,"LEE, D.",1,"Intermediate Modern Japanese",260,3
"20F","JAPAN","4","2","B-",1,36,"LEE, D.",1,"Intermediate Modern Japanese",260,2.7
"20F","JAPAN","4","2","P",2,36,"LEE, D.",1,"Intermediate Modern Japanese",260,-1
"20F","JAPAN","4","2","S",1,36,"LEE, D.",1,"Intermediate Modern Japanese",260,0
"20F","JAPAN","50","1","A+",20,197,"DUTHIE, T.",1,"Japanese Civilization",260,4
"20F","JAPAN","50","1","A",142,197,"DUTHIE, T.",1,"Japanese Civilization",260,4
"20F","JAPAN","50","1","A-",26,197,"DUTHIE, T.",1,"Japanese Civilization",260,3.7
"20F","JAPAN","50","1","B+",1,197,"DUTHIE, T.",1,"Japanese Civilization",260,3.3
"20F","JAPAN","50","1","B",2,197,"DUTHIE, T.",1,"Japanese Civilization",260,3
"20F","JAPAN","50","1","B-",1,197,"DUTHIE, T.",1,"Japanese Civilization",260,2.7
"20F","JAPAN","50","1","C",1,197,"DUTHIE, T.",1,"Japanese Civilization",260,2
"20F","JAPAN","50","1","P",4,197,"DUTHIE, T.",1,"Japanese Civilization",260,-1
"20F","JAPAN","100A","1","A",4,35,"NOGAMI, Y.",1,"Advanced Modern Japanese",260,4
"20F","JAPAN","100A","1","A-",12,35,"NOGAMI, Y.",1,"Advanced Modern Japanese",260,3.7
"20F","JAPAN","100A","1","B+",3,35,"NOGAMI, Y.",1,"Advanced Modern Japanese",260,3.3
"20F","JAPAN","100A","1","B",3,35,"NOGAMI, Y.",1,"Advanced Modern Japanese",260,3
"20F","JAPAN","100A","1","B-",1,35,"NOGAMI, Y.",1,"Advanced Modern Japanese",260,2.7
"20F","JAPAN","100A","1","C-",2,35,"NOGAMI, Y.",1,"Advanced Modern Japanese",260,1.7
"20F","JAPAN","100A","1","F",1,35,"NOGAMI, Y.",1,"Advanced Modern Japanese",260,0
"20F","JAPAN","100A","1","NP",1,35,"NOGAMI, Y.",1,"Advanced Modern Japanese",260,-2
"20F","JAPAN","100A","1","P",6,35,"NOGAMI, Y.",1,"Advanced Modern Japanese",260,-1
"20F","JAPAN","100A","1","S",2,35,"NOGAMI, Y.",1,"Advanced Modern Japanese",260,0
"20F","JAPAN","100R","1","A+",1,22,"TAYLOR, Y.",1,"Third-Year Advanced Reading in Modern Japanese",260,4
"20F","JAPAN","100R","1","A",8,22,"TAYLOR, Y.",1,"Third-Year Advanced Reading in Modern Japanese",260,4
"20F","JAPAN","100R","1","A-",5,22,"TAYLOR, Y.",1,"Third-Year Advanced Reading in Modern Japanese",260,3.7
"20F","JAPAN","100R","1","B+",1,22,"TAYLOR, Y.",1,"Third-Year Advanced Reading in Modern Japanese",260,3.3
"20F","JAPAN","100R","1","B",4,22,"TAYLOR, Y.",1,"Third-Year Advanced Reading in Modern Japanese",260,3
"20F","JAPAN","100R","1","B-",1,22,"TAYLOR, Y.",1,"Third-Year Advanced Reading in Modern Japanese",260,2.7
"20F","JAPAN","100R","1","S",2,22,"TAYLOR, Y.",1,"Third-Year Advanced Reading in Modern Japanese",260,0
"20F","JAPAN","101A","1","A+",4,22,"KAWANISHI, Y.",1,"Kanji for Advanced Reading",260,4
"20F","JAPAN","101A","1","A",13,22,"KAWANISHI, Y.",1,"Kanji for Advanced Reading",260,4
"20F","JAPAN","101A","1","A-",2,22,"KAWANISHI, Y.",1,"Kanji for Advanced Reading",260,3.7
"20F","JAPAN","101A","1","B",1,22,"KAWANISHI, Y.",1,"Kanji for Advanced Reading",260,3
"20F","JAPAN","101A","1","C+",1,22,"KAWANISHI, Y.",1,"Kanji for Advanced Reading",260,2.3
"20F","JAPAN","101A","1","F",1,22,"KAWANISHI, Y.",1,"Kanji for Advanced Reading",260,0
"20F","JAPAN","110A","1","A",10,17,"SHIMAZAKI, S.",1,"Introduction to Classical Japanese: Basic Grammar",260,4
"20F","JAPAN","110A","1","A-",4,17,"SHIMAZAKI, S.",1,"Introduction to Classical Japanese: Basic Grammar",260,3.7
"20F","JAPAN","110A","1","B",1,17,"SHIMAZAKI, S.",1,"Introduction to Classical Japanese: Basic Grammar",260,3
"20F","JAPAN","110A","1","D+",1,17,"SHIMAZAKI, S.",1,"Introduction to Classical Japanese: Basic Grammar",260,1.3
"20F","JAPAN","110A","1","D",1,17,"SHIMAZAKI, S.",1,"Introduction to Classical Japanese: Basic Grammar",260,1
"20F","JAPAN","155","1","A+",20,40,"SHIMA, K.M.",1,"Topics in Japanese Cinema",260,4
"20F","JAPAN","155","1","A",18,40,"SHIMA, K.M.",1,"Topics in Japanese Cinema",260,4
"20F","JAPAN","155","1","A-",1,40,"SHIMA, K.M.",1,"Topics in Japanese Cinema",260,3.7
"20F","JAPAN","155","1","B-",1,40,"SHIMA, K.M.",1,"Topics in Japanese Cinema",260,2.7
"20F","JEWISH","M10","1","A+",1,40,"BONESHO, C.E.",1,"Introduction to Judaism",260,4
"20F","JEWISH","M10","1","A",10,40,"BONESHO, C.E.",1,"Introduction to Judaism",260,4
"20F","JEWISH","M10","1","A-",11,40,"BONESHO, C.E.",1,"Introduction to Judaism",260,3.7
"20F","JEWISH","M10","1","B+",5,40,"BONESHO, C.E.",1,"Introduction to Judaism",260,3.3
"20F","JEWISH","M10","1","B",5,40,"BONESHO, C.E.",1,"Introduction to Judaism",260,3
"20F","JEWISH","M10","1","C+",1,40,"BONESHO, C.E.",1,"Introduction to Judaism",260,2.3
"20F","JEWISH","M10","1","C",1,40,"BONESHO, C.E.",1,"Introduction to Judaism",260,2
"20F","JEWISH","M10","1","F",1,40,"BONESHO, C.E.",1,"Introduction to Judaism",260,0
"20F","JEWISH","M10","1","P",4,40,"BONESHO, C.E.",1,"Introduction to Judaism",260,-1
"20F","JEWISH","M10","1","DR",1,40,"BONESHO, C.E.",1,"Introduction to Judaism",260,0
"20F","JEWISH","M144","1","A+",1,16,"ABRAMSON, S.D.",1,"Zionism: Ideology and Practice in Making of Jewish State",260,4
"20F","JEWISH","M144","1","A",11,16,"ABRAMSON, S.D.",1,"Zionism: Ideology and Practice in Making of Jewish State",260,4
"20F","JEWISH","M144","1","B",3,16,"ABRAMSON, S.D.",1,"Zionism: Ideology and Practice in Making of Jewish State",260,3
"20F","JEWISH","M144","1","P",1,16,"ABRAMSON, S.D.",1,"Zionism: Ideology and Practice in Making of Jewish State",260,-1
"20F","JEWISH","M182A","1","A",7,20,"SMOAK, J.D.",1,"Ancient Jewish History",260,4
"20F","JEWISH","M182A","1","A-",6,20,"SMOAK, J.D.",1,"Ancient Jewish History",260,3.7
"20F","JEWISH","M182A","1","B+",1,20,"SMOAK, J.D.",1,"Ancient Jewish History",260,3.3
"20F","JEWISH","M182A","1","B",3,20,"SMOAK, J.D.",1,"Ancient Jewish History",260,3
"20F","JEWISH","M182A","1","B-",2,20,"SMOAK, J.D.",1,"Ancient Jewish History",260,2.7
"20F","JEWISH","M182A","1","D",1,20,"SMOAK, J.D.",1,"Ancient Jewish History",260,1
"20F","KOREA","1","1","A+",52,99,"CHOI, J.B.",1,"Elementary Modern Korean",260,4
"20F","KOREA","1","1","A",36,99,"CHOI, J.B.",1,"Elementary Modern Korean",260,4
"20F","KOREA","1","1","A-",4,99,"CHOI, J.B.",1,"Elementary Modern Korean",260,3.7
"20F","KOREA","1","1","B+",2,99,"CHOI, J.B.",1,"Elementary Modern Korean",260,3.3
"20F","KOREA","1","1","B-",1,99,"CHOI, J.B.",1,"Elementary Modern Korean",260,2.7
"20F","KOREA","1","1","C+",1,99,"CHOI, J.B.",1,"Elementary Modern Korean",260,2.3
"20F","KOREA","1","1","C",1,99,"CHOI, J.B.",1,"Elementary Modern Korean",260,2
"20F","KOREA","1","1","P",1,99,"CHOI, J.B.",1,"Elementary Modern Korean",260,-1
"20F","KOREA","1","1","S",1,99,"CHOI, J.B.",1,"Elementary Modern Korean",260,0
"20F","KOREA","1","2","A+",53,98,"MITSUNAGA, J.I.",1,"Elementary Modern Korean",260,4
"20F","KOREA","1","2","A",28,98,"MITSUNAGA, J.I.",1,"Elementary Modern Korean",260,4
"20F","KOREA","1","2","A-",5,98,"MITSUNAGA, J.I.",1,"Elementary Modern Korean",260,3.7
"20F","KOREA","1","2","B+",2,98,"MITSUNAGA, J.I.",1,"Elementary Modern Korean",260,3.3
"20F","KOREA","1","2","B",2,98,"MITSUNAGA, J.I.",1,"Elementary Modern Korean",260,3
"20F","KOREA","1","2","B-",3,98,"MITSUNAGA, J.I.",1,"Elementary Modern Korean",260,2.7
"20F","KOREA","1","2","C",1,98,"MITSUNAGA, J.I.",1,"Elementary Modern Korean",260,2
"20F","KOREA","1","2","P",3,98,"MITSUNAGA, J.I.",1,"Elementary Modern Korean",260,-1
"20F","KOREA","1","2","S",1,98,"MITSUNAGA, J.I.",1,"Elementary Modern Korean",260,0
"20F","KOREA","1A","1","A+",21,47,"JU, H.",1,"Elementary Korean for Korean-Heritage Speakers",260,4
"20F","KOREA","1A","1","A",16,47,"JU, H.",1,"Elementary Korean for Korean-Heritage Speakers",260,4
"20F","KOREA","1A","1","A-",4,47,"JU, H.",1,"Elementary Korean for Korean-Heritage Speakers",260,3.7
"20F","KOREA","1A","1","B-",1,47,"JU, H.",1,"Elementary Korean for Korean-Heritage Speakers",260,2.7
"20F","KOREA","1A","1","C",1,47,"JU, H.",1,"Elementary Korean for Korean-Heritage Speakers",260,2
"20F","KOREA","1A","1","P",1,47,"JU, H.",1,"Elementary Korean for Korean-Heritage Speakers",260,-1
"20F","KOREA","1A","1","S",3,47,"JU, H.",1,"Elementary Korean for Korean-Heritage Speakers",260,0
"20F","KOREA","4","1","A+",10,21,"JU, H.",1,"Intermediate Modern Korean",260,4
"20F","KOREA","4","1","A",9,21,"JU, H.",1,"Intermediate Modern Korean",260,4
"20F","KOREA","4","1","A-",2,21,"JU, H.",1,"Intermediate Modern Korean",260,3.7
"20F","KOREA","4","2","A+",17,39,"JEON, S.",1,"Intermediate Modern Korean",260,4
"20F","KOREA","4","2","A",18,39,"JEON, S.",1,"Intermediate Modern Korean",260,4
"20F","KOREA","4","2","B",2,39,"JEON, S.",1,"Intermediate Modern Korean",260,3
"20F","KOREA","4","2","P",1,39,"JEON, S.",1,"Intermediate Modern Korean",260,-1
"20F","KOREA","4","2","S",1,39,"JEON, S.",1,"Intermediate Modern Korean",260,0
"20F","KOREA","80","1","A+",32,212,"HANSCOM, C.P.",1,"Introduction to Korean Cinema",260,4
"20F","KOREA","80","1","A",107,212,"HANSCOM, C.P.",1,"Introduction to Korean Cinema",260,4
"20F","KOREA","80","1","A-",33,212,"HANSCOM, C.P.",1,"Introduction to Korean Cinema",260,3.7
"20F","KOREA","80","1","B+",16,212,"HANSCOM, C.P.",1,"Introduction to Korean Cinema",260,3.3
"20F","KOREA","80","1","B",6,212,"HANSCOM, C.P.",1,"Introduction to Korean Cinema",260,3
"20F","KOREA","80","1","C",1,212,"HANSCOM, C.P.",1,"Introduction to Korean Cinema",260,2
"20F","KOREA","80","1","D",1,212,"HANSCOM, C.P.",1,"Introduction to Korean Cinema",260,1
"20F","KOREA","80","1","F",3,212,"HANSCOM, C.P.",1,"Introduction to Korean Cinema",260,0
"20F","KOREA","80","1","NP",1,212,"HANSCOM, C.P.",1,"Introduction to Korean Cinema",260,-2
"20F","KOREA","80","1","P",12,212,"HANSCOM, C.P.",1,"Introduction to Korean Cinema",260,-1
"20F","KOREA","100A","1","A+",4,33,"YOON, J.E.",1,"Advanced Modern Korean",260,4
"20F","KOREA","100A","1","A",16,33,"YOON, J.E.",1,"Advanced Modern Korean",260,4
"20F","KOREA","100A","1","A-",8,33,"YOON, J.E.",1,"Advanced Modern Korean",260,3.7
"20F","KOREA","100A","1","B+",1,33,"YOON, J.E.",1,"Advanced Modern Korean",260,3.3
"20F","KOREA","100A","1","B",3,33,"YOON, J.E.",1,"Advanced Modern Korean",260,3
"20F","KOREA","100A","1","B-",1,33,"YOON, J.E.",1,"Advanced Modern Korean",260,2.7
"20F","KOREA","102A","1","A+",4,18,"CHOI, J.B.",1,"Advanced Korean Conversation",260,4
"20F","KOREA","102A","1","A",14,18,"CHOI, J.B.",1,"Advanced Korean Conversation",260,4
"","","","","",NA,NA,"",NA,"",NA,0
"20F","KOREA","104A","1","A+",7,14,"JEON, S.",1,"Korean Writing for Advanced Learners",260,4
"20F","KOREA","104A","1","A",7,14,"JEON, S.",1,"Korean Writing for Advanced Learners",260,4
"20F","KOREA","C151","1","A+",1,18,"HANSCOM, C.P.",1,"Korean Literature in Translation: Modern",260,4
"20F","KOREA","C151","1","A",8,18,"HANSCOM, C.P.",1,"Korean Literature in Translation: Modern",260,4
"20F","KOREA","C151","1","A-",6,18,"HANSCOM, C.P.",1,"Korean Literature in Translation: Modern",260,3.7
"20F","KOREA","C151","1","B+",1,18,"HANSCOM, C.P.",1,"Korean Literature in Translation: Modern",260,3.3
"20F","KOREA","C151","1","F",2,18,"HANSCOM, C.P.",1,"Korean Literature in Translation: Modern",260,0
"20F","KOREA","172","1","A",13,32,"OAK, S.",1,"Topics in Korean Christianity",260,4
"20F","KOREA","172","1","A-",2,32,"OAK, S.",1,"Topics in Korean Christianity",260,3.7
"20F","KOREA","172","1","B+",4,32,"OAK, S.",1,"Topics in Korean Christianity",260,3.3
"20F","KOREA","172","1","B",1,32,"OAK, S.",1,"Topics in Korean Christianity",260,3
"20F","KOREA","172","1","B-",2,32,"OAK, S.",1,"Topics in Korean Christianity",260,2.7
"20F","KOREA","172","1","C+",1,32,"OAK, S.",1,"Topics in Korean Christianity",260,2.3
"20F","KOREA","172","1","P",9,32,"OAK, S.",1,"Topics in Korean Christianity",260,-1
"20F","KOREA","184A","1","A",8,38,"JUNG-KIM, J.J.",1,"Women in History: Premodern Korea",260,4
"20F","KOREA","184A","1","A-",11,38,"JUNG-KIM, J.J.",1,"Women in History: Premodern Korea",260,3.7
"20F","KOREA","184A","1","B+",2,38,"JUNG-KIM, J.J.",1,"Women in History: Premodern Korea",260,3.3
"20F","KOREA","184A","1","B",4,38,"JUNG-KIM, J.J.",1,"Women in History: Premodern Korea",260,3
"20F","KOREA","184A","1","B-",2,38,"JUNG-KIM, J.J.",1,"Women in History: Premodern Korea",260,2.7
"20F","KOREA","184A","1","C",2,38,"JUNG-KIM, J.J.",1,"Women in History: Premodern Korea",260,2
"20F","KOREA","184A","1","I",1,38,"JUNG-KIM, J.J.",1,"Women in History: Premodern Korea",260,0
"20F","KOREA","184A","1","P",8,38,"JUNG-KIM, J.J.",1,"Women in History: Premodern Korea",260,-1
"20F","LATIN","1","1","A+",4,12,"CANTU, P.M.",1,"Elementary Latin",260,4
"20F","LATIN","1","1","A",5,12,"CANTU, P.M.",1,"Elementary Latin",260,4
"20F","LATIN","1","1","A-",1,12,"CANTU, P.M.",1,"Elementary Latin",260,3.7
"20F","LATIN","1","1","B+",1,12,"CANTU, P.M.",1,"Elementary Latin",260,3.3
"20F","LATIN","1","1","P",1,12,"CANTU, P.M.",1,"Elementary Latin",260,-1
"20F","LATIN","1","2","A+",14,26,"BECKELHYMER, S.D.",1,"Elementary Latin",260,4
"20F","LATIN","1","2","A",6,26,"BECKELHYMER, S.D.",1,"Elementary Latin",260,4
"20F","LATIN","1","2","A-",2,26,"BECKELHYMER, S.D.",1,"Elementary Latin",260,3.7
"20F","LATIN","1","2","B",1,26,"BECKELHYMER, S.D.",1,"Elementary Latin",260,3
"20F","LATIN","1","2","P",3,26,"BECKELHYMER, S.D.",1,"Elementary Latin",260,-1
"20F","LATIN","1","3","A+",5,10,"VINE, B.H.",3,"Elementary Latin",260,4
"20F","LATIN","1","3","A",1,10,"VINE, B.H.",3,"Elementary Latin",260,4
"20F","LATIN","1","3","A-",1,10,"VINE, B.H.",3,"Elementary Latin",260,3.7
"20F","LATIN","1","3","B+",1,10,"VINE, B.H.",3,"Elementary Latin",260,3.3
"20F","LATIN","1","3","B",1,10,"VINE, B.H.",3,"Elementary Latin",260,3
"20F","LATIN","1","3","C+",1,10,"VINE, B.H.",3,"Elementary Latin",260,2.3
"20F","LATIN","1","4","A+",8,20,"VINE, B.H.",3,"Elementary Latin",260,4
"20F","LATIN","1","4","A",8,20,"VINE, B.H.",3,"Elementary Latin",260,4
"20F","LATIN","1","4","A-",1,20,"VINE, B.H.",3,"Elementary Latin",260,3.7
"20F","LATIN","1","4","B+",2,20,"VINE, B.H.",3,"Elementary Latin",260,3.3
"20F","LATIN","1","4","C+",1,20,"VINE, B.H.",3,"Elementary Latin",260,2.3
"20F","LATIN","3","1","A+",3,17,"VINE, B.H.",3,"Elementary Latin",260,4
"20F","LATIN","3","1","A",5,17,"VINE, B.H.",3,"Elementary Latin",260,4
"20F","LATIN","3","1","A-",2,17,"VINE, B.H.",3,"Elementary Latin",260,3.7
"20F","LATIN","3","1","B",1,17,"VINE, B.H.",3,"Elementary Latin",260,3
"20F","LATIN","3","1","B-",1,17,"VINE, B.H.",3,"Elementary Latin",260,2.7
"20F","LATIN","3","1","C",1,17,"VINE, B.H.",3,"Elementary Latin",260,2
"20F","LATIN","3","1","F",1,17,"VINE, B.H.",3,"Elementary Latin",260,0
"20F","LATIN","3","1","P",1,17,"VINE, B.H.",3,"Elementary Latin",260,-1
"20F","LATIN","3","1","S",2,17,"VINE, B.H.",3,"Elementary Latin",260,0
"20F","LATIN","20","1","A+",3,13,"SPIELBERG, L.M.",1,"Elementary Latin: Comprehensive Review",260,4
"20F","LATIN","20","1","A",7,13,"SPIELBERG, L.M.",1,"Elementary Latin: Comprehensive Review",260,4
"20F","LATIN","20","1","A-",1,13,"SPIELBERG, L.M.",1,"Elementary Latin: Comprehensive Review",260,3.7
"20F","LATIN","20","1","P",1,13,"SPIELBERG, L.M.",1,"Elementary Latin: Comprehensive Review",260,-1
"20F","LATIN","20","1","S",1,13,"SPIELBERG, L.M.",1,"Elementary Latin: Comprehensive Review",260,0
"20F","LATN AM","205","1","A",9,12,"TAUB, B.",1,"Latin Americanist Scholarship",260,4
"20F","LATN AM","205","1","A-",2,12,"TAUB, B.",1,"Latin Americanist Scholarship",260,3.7
"20F","LATN AM","205","1","S",1,12,"TAUB, B.",1,"Latin Americanist Scholarship",260,0
"20F","LAW","100","1","A+",2,40,"STONE, R.",1,"Contracts",260,4
"20F","LAW","100","1","A",10,40,"STONE, R.",1,"Contracts",260,4
"20F","LAW","100","1","A-",12,40,"STONE, R.",1,"Contracts",260,3.7
"20F","LAW","100","1","B+",10,40,"STONE, R.",1,"Contracts",260,3.3
"20F","LAW","100","1","B",2,40,"STONE, R.",1,"Contracts",260,3
"20F","LAW","100","1","B-",1,40,"STONE, R.",1,"Contracts",260,2.7
"20F","LAW","100","1","P",3,40,"STONE, R.",1,"Contracts",260,-1
"20F","LAW","100","2","A+",1,40,"STONE, R.",1,"Contracts",260,4
"20F","LAW","100","2","A",3,40,"STONE, R.",1,"Contracts",260,4
"20F","LAW","100","2","A-",6,40,"STONE, R.",1,"Contracts",260,3.7
"20F","LAW","100","2","B+",12,40,"STONE, R.",1,"Contracts",260,3.3
"20F","LAW","100","2","B",8,40,"STONE, R.",1,"Contracts",260,3
"20F","LAW","100","2","B-",3,40,"STONE, R.",1,"Contracts",260,2.7
"20F","LAW","100","2","P",7,40,"STONE, R.",1,"Contracts",260,-1
"20F","LAW","100","5","A+",2,40,"MALLOY, T.",1,"Contracts",260,4
"20F","LAW","100","5","A",8,40,"MALLOY, T.",1,"Contracts",260,4
"20F","LAW","100","5","A-",9,40,"MALLOY, T.",1,"Contracts",260,3.7
"20F","LAW","100","5","B+",8,40,"MALLOY, T.",1,"Contracts",260,3.3
"20F","LAW","100","5","B",4,40,"MALLOY, T.",1,"Contracts",260,3
"20F","LAW","100","5","B-",4,40,"MALLOY, T.",1,"Contracts",260,2.7
"20F","LAW","100","5","P",5,40,"MALLOY, T.",1,"Contracts",260,-1
"20F","LAW","100","6","A",4,40,"MALLOY, T.",1,"Contracts",260,4
"20F","LAW","100","6","A-",12,40,"MALLOY, T.",1,"Contracts",260,3.7
"20F","LAW","100","6","B+",13,40,"MALLOY, T.",1,"Contracts",260,3.3
"20F","LAW","100","6","B",6,40,"MALLOY, T.",1,"Contracts",260,3
"20F","LAW","100","6","B-",3,40,"MALLOY, T.",1,"Contracts",260,2.7
"20F","LAW","100","6","P",2,40,"MALLOY, T.",1,"Contracts",260,-1
"20F","LAW","101","1","P",46,46,"ANDERSON, A.G.",1,"Introduction to Legal Analysis",260,-1
"20F","LAW","101","2","P",46,46,"GOODMAN, P.D.",1,"Introduction to Legal Analysis",260,-1
"20F","LAW","101","3","P",45,45,"LANNING, D.P.",1,"Introduction to Legal Analysis",260,-1
"20F","LAW","101","4","P",45,45,"MOTOMURA, H.",1,"Introduction to Legal Analysis",260,-1
"20F","LAW","101","5","P",43,43,"SCALLEN, E.",1,"Introduction to Legal Analysis",260,-1
"20F","LAW","101","6","P",43,43,"WETZSTEIN, S.R.",1,"Introduction to Legal Analysis",260,-1
"20F","LAW","101","7","P",45,45,"WONSOWICZ, P.",1,"Introduction to Legal Analysis",260,-1
"20F","LAW","108A","1A","IP",25,25,"WETZSTEIN, S.R.",1,"Lawyering Skills",260,0
"20F","LAW","108A","1B","IP",24,24,"LYON GROSSMAN, K.A",1,"Lawyering Skills",260,0
"20F","LAW","108A","1C","IP",24,24,"COLLINS, A.M.",1,"Lawyering Skills",260,0
"20F","LAW","108A","1D","IP",25,25,"LANNING, D.P.",1,"Lawyering Skills",260,0
"20F","LAW","108A","1E","IP",23,23,"COLLINS, A.M.",1,"Lawyering Skills",260,0
"20F","LAW","108A","1F","IP",23,23,"LYON GROSSMAN, K.A",1,"Lawyering Skills",260,0
"20F","LAW","108A","1G","IP",25,25,"CRAMER, J.",1,"Lawyering Skills",260,0
"20F","LAW","108A","1H","IP",24,24,"LIGHT, J.A.",1,"Lawyering Skills",260,0
"20F","LAW","108A","1I","IP",24,24,"WETZSTEIN, S.R.",1,"Lawyering Skills",260,0
"20F","LAW","108A","1J","IP",24,24,"LANNING, D.P.",1,"Lawyering Skills",260,0
"20F","LAW","108A","1K","IP",23,23,"WHITCUP, A.R.",1,"Lawyering Skills",260,0
"20F","LAW","108A","1L","IP",24,24,"LIGHT, J.A.",1,"Lawyering Skills",260,0
"20F","LAW","108A","1P","IP",26,26,"WHITCUP, A.R.",1,"Lawyering Skills",260,0
"20F","LAW","111","1","P",40,40,"REICH, P.L.",1,"Introduction to American Law",260,-1
"20F","LAW","112","1","A+",2,38,"KOROBKIN, R.",1,"Private Law",260,4
"20F","LAW","112","1","A",11,38,"KOROBKIN, R.",1,"Private Law",260,4
"20F","LAW","112","1","A-",8,38,"KOROBKIN, R.",1,"Private Law",260,3.7
