"proportions","deptNames","proportions.1","deptNames.1","proportions.2","deptNames.2","proportions.3","deptNames.3","proportions.4","deptNames.4","proportions.5","deptNames.5","proportions.6","deptNames.6","proportions.7","deptNames.7","proportions.8","deptNames.8"
"0","ALL","0","ALL","0","ALL","0","ALL","0","ALL","0","ALL","0.024390243902439","Information Studies","0.0714285714285714","Design | Media Arts","0.1","AFRICAN AMERICAN STUDIES"
"0","AEROSPACE STUDIES","0","AEROSPACE STUDIES","0","AEROSPACE STUDIES","0","AEROSPACE STUDIES","0","AEROSPACE STUDIES","0","AEROSPACE STUDIES","0.0196374622356495","Education","0.0335766423357664","Education","0.0714285714285714","Design | Media Arts"
"0","AFRICAN AMERICAN STUDIES","0","AFRICAN AMERICAN STUDIES","0","AFRICAN AMERICAN STUDIES","0","AFRICAN AMERICAN STUDIES","0","AFRICAN AMERICAN STUDIES","0","AFRICAN AMERICAN STUDIES","0.000760781703200038","ALL","0.0122399020807834","Law","0.0378378378378378","ART"
"0","ANDERSON","0","ANDERSON","0","ANDERSON","0","ANDERSON","0","ANDERSON","0","ANDERSON","0","AEROSPACE STUDIES","0.00198330335316637","ALL","0.0327169274537696","Education"
"0","ANTHROPOLOGY","0","ANTHROPOLOGY","0","ANTHROPOLOGY","0","ANTHROPOLOGY","0","ANTHROPOLOGY","0","ANTHROPOLOGY","0","AFRICAN AMERICAN STUDIES","0","AEROSPACE STUDIES","0.0106157112526539","Law"
