"proportions","deptNames","proportions.1","deptNames.1","proportions.2","deptNames.2","proportions.3","deptNames.3","proportions.4","deptNames.4","proportions.5","deptNames.5","proportions.6","deptNames.6","proportions.7","deptNames.7","proportions.8","deptNames.8"
"0.4","Inst for Society Genetics","0.285714285714286","Inst for Society Genetics","0.333333333333333","AEROSPACE STUDIES","0.5","Military Science","0.384615384615385","School wide Programs LSPA","0.5","School wide Programs LSPA","0.222222222222222","Study of Religion","1","Luskin Cntr for Innovation","1","Luskin Cntr for Innovation"
"0.272727272727273","Inst of Environ Sustainability","0.185714285714286","Inst of Environ Sustainability","0.185185185185185","Interdepartmental Degree Programs IDPs","0.333333333333333","AEROSPACE STUDIES","0.166666666666667","AFRICAN AMERICAN STUDIES","0.2","Interdepartmental Degree Programs IDPs","0.203980099502488","Statistics","0.266666666666667","Statistics","0.636363636363636","Study of Religion"
"0.135294117647059","Statistics","0.185185185185185","Interdepartmental Degree Programs IDPs","0.142857142857143","AFRICAN AMERICAN STUDIES","0.266666666666667","Study of Religion","0.166666666666667","Interdepartmental Degree Programs IDPs","0.125","Environmental Health Sciences","0.178571428571429","Slavic East European Eurasian Langs","0.220183486238532","Slavic East European Eurasian Langs","0.288888888888889","Statistics"
"0.099009900990099","Germanic Languages","0.105263157894737","Musicology","0.120481927710843","Italian","0.25","AFRICAN AMERICAN STUDIES","0.0747663551401869","Inst of Environ Sustainability","0.115288220551378","Writing Program","0.15","Getty Convservation Program","0.175257731958763","Inst of Environ Sustainability","0.25","Interdepartmental Degree Programs IDPs"
"0.087719298245614","CHICANA O STUDIES","0.101796407185629","Statistics","0.114285714285714","Inst of Environ Sustainability","0.166666666666667","Interdepartmental Degree Programs IDPs","0.0699300699300699","Classics","0.114093959731544","Classics","0.135135135135135","Environmental Health Sciences","0.166666666666667","Interdepartmental Degree Programs IDPs","0.25","Public Health"
