hour,minute,avg_n_people,avg_n_people_rel,is_open,week,day,facility
0,0.0,55.0,0.12,open,Weeks 1 to 3,Monday to Thursday,wooden
0,10.0,42.0,0.09,open,Weeks 1 to 3,Monday to Thursday,wooden
0,20.0,31.0,0.07,open,Weeks 1 to 3,Monday to Thursday,wooden
0,30.0,22.0,0.05,open,Weeks 1 to 3,Monday to Thursday,wooden
0,40.0,16.0,0.03,open,Weeks 1 to 3,Monday to Thursday,wooden
0,50.0,11.0,0.02,open,Weeks 1 to 3,Monday to Thursday,wooden
1,0.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
1,10.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
1,20.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
1,30.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
1,40.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
1,50.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
2,0.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
2,10.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
2,20.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
2,30.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
2,40.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
2,50.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
3,0.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
3,10.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
3,20.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
3,30.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
3,40.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
3,50.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
4,0.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
4,10.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
4,20.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
4,30.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
4,40.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
4,50.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
5,0.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
5,10.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
5,20.0,0.0,0.0,closed,Weeks 1 to 3,Monday to Thursday,wooden
5,30.0,44.0,0.1,open,Weeks 1 to 3,Monday to Thursday,wooden
5,40.0,59.0,0.13,open,Weeks 1 to 3,Monday to Thursday,wooden
5,50.0,72.0,0.16,open,Weeks 1 to 3,Monday to Thursday,wooden
6,0.0,90.0,0.2,open,Weeks 1 to 3,Monday to Thursday,wooden
6,10.0,100.0,0.22,open,Weeks 1 to 3,Monday to Thursday,wooden
6,20.0,106.0,0.23,open,Weeks 1 to 3,Monday to Thursday,wooden
6,30.0,110.0,0.24,open,Weeks 1 to 3,Monday to Thursday,wooden
6,40.0,113.0,0.25,open,Weeks 1 to 3,Monday to Thursday,wooden
6,50.0,126.0,0.27,open,Weeks 1 to 3,Monday to Thursday,wooden
7,0.0,137.0,0.3,open,Weeks 1 to 3,Monday to Thursday,wooden
7,10.0,149.0,0.32,open,Weeks 1 to 3,Monday to Thursday,wooden
7,20.0,156.0,0.34,open,Weeks 1 to 3,Monday to Thursday,wooden
7,30.0,165.0,0.36,open,Weeks 1 to 3,Monday to Thursday,wooden
7,40.0,169.0,0.37,open,Weeks 1 to 3,Monday to Thursday,wooden
7,50.0,174.0,0.38,open,Weeks 1 to 3,Monday to Thursday,wooden
8,0.0,173.0,0.38,open,Weeks 1 to 3,Monday to Thursday,wooden
8,10.0,170.0,0.37,open,Weeks 1 to 3,Monday to Thursday,wooden
8,20.0,168.0,0.37,open,Weeks 1 to 3,Monday to Thursday,wooden
8,30.0,165.0,0.36,open,Weeks 1 to 3,Monday to Thursday,wooden
8,40.0,158.0,0.34,open,Weeks 1 to 3,Monday to Thursday,wooden
8,50.0,163.0,0.35,open,Weeks 1 to 3,Monday to Thursday,wooden
9,0.0,168.0,0.37,open,Weeks 1 to 3,Monday to Thursday,wooden
9,10.0,168.0,0.37,open,Weeks 1 to 3,Monday to Thursday,wooden
9,20.0,178.0,0.39,open,Weeks 1 to 3,Monday to Thursday,wooden
9,30.0,175.0,0.38,open,Weeks 1 to 3,Monday to Thursday,wooden
9,40.0,172.0,0.37,open,Weeks 1 to 3,Monday to Thursday,wooden
9,50.0,192.0,0.42,open,Weeks 1 to 3,Monday to Thursday,wooden
10,0.0,205.0,0.45,open,Weeks 1 to 3,Monday to Thursday,wooden
10,10.0,204.0,0.44,open,Weeks 1 to 3,Monday to Thursday,wooden
10,20.0,202.0,0.44,open,Weeks 1 to 3,Monday to Thursday,wooden
10,30.0,196.0,0.43,open,Weeks 1 to 3,Monday to Thursday,wooden
10,40.0,196.0,0.43,open,Weeks 1 to 3,Monday to Thursday,wooden
10,50.0,227.0,0.49,open,Weeks 1 to 3,Monday to Thursday,wooden
11,0.0,246.0,0.53,open,Weeks 1 to 3,Monday to Thursday,wooden
11,10.0,241.0,0.52,open,Weeks 1 to 3,Monday to Thursday,wooden
11,20.0,232.0,0.5,open,Weeks 1 to 3,Monday to Thursday,wooden
11,30.0,225.0,0.49,open,Weeks 1 to 3,Monday to Thursday,wooden
11,40.0,226.0,0.49,open,Weeks 1 to 3,Monday to Thursday,wooden
11,50.0,260.0,0.57,open,Weeks 1 to 3,Monday to Thursday,wooden
12,0.0,300.0,0.65,open,Weeks 1 to 3,Monday to Thursday,wooden
12,10.0,301.0,0.65,open,Weeks 1 to 3,Monday to Thursday,wooden
12,20.0,309.0,0.67,open,Weeks 1 to 3,Monday to Thursday,wooden
12,30.0,295.0,0.64,open,Weeks 1 to 3,Monday to Thursday,wooden
12,40.0,277.0,0.6,open,Weeks 1 to 3,Monday to Thursday,wooden
12,50.0,269.0,0.58,open,Weeks 1 to 3,Monday to Thursday,wooden
13,0.0,263.0,0.57,open,Weeks 1 to 3,Monday to Thursday,wooden
13,10.0,247.0,0.54,open,Weeks 1 to 3,Monday to Thursday,wooden
13,20.0,234.0,0.51,open,Weeks 1 to 3,Monday to Thursday,wooden
13,30.0,223.0,0.48,open,Weeks 1 to 3,Monday to Thursday,wooden
13,40.0,220.0,0.48,open,Weeks 1 to 3,Monday to Thursday,wooden
13,50.0,256.0,0.56,open,Weeks 1 to 3,Monday to Thursday,wooden
14,0.0,275.0,0.6,open,Weeks 1 to 3,Monday to Thursday,wooden
14,10.0,273.0,0.59,open,Weeks 1 to 3,Monday to Thursday,wooden
14,20.0,267.0,0.58,open,Weeks 1 to 3,Monday to Thursday,wooden
14,30.0,258.0,0.56,open,Weeks 1 to 3,Monday to Thursday,wooden
14,40.0,247.0,0.54,open,Weeks 1 to 3,Monday to Thursday,wooden
14,50.0,252.0,0.55,open,Weeks 1 to 3,Monday to Thursday,wooden
15,0.0,262.0,0.57,open,Weeks 1 to 3,Monday to Thursday,wooden
15,10.0,268.0,0.58,open,Weeks 1 to 3,Monday to Thursday,wooden
15,20.0,296.0,0.64,open,Weeks 1 to 3,Monday to Thursday,wooden
15,30.0,301.0,0.65,open,Weeks 1 to 3,Monday to Thursday,wooden
15,40.0,310.0,0.67,open,Weeks 1 to 3,Monday to Thursday,wooden
15,50.0,354.0,0.77,open,Weeks 1 to 3,Monday to Thursday,wooden
16,0.0,385.0,0.84,open,Weeks 1 to 3,Monday to Thursday,wooden
16,10.0,385.0,0.84,open,Weeks 1 to 3,Monday to Thursday,wooden
16,20.0,378.0,0.82,open,Weeks 1 to 3,Monday to Thursday,wooden
16,30.0,371.0,0.81,open,Weeks 1 to 3,Monday to Thursday,wooden
16,40.0,372.0,0.81,open,Weeks 1 to 3,Monday to Thursday,wooden
16,50.0,413.0,0.9,open,Weeks 1 to 3,Monday to Thursday,wooden
17,0.0,449.0,0.98,open,Weeks 1 to 3,Monday to Thursday,wooden
17,10.0,468.0,1.02,open,Weeks 1 to 3,Monday to Thursday,wooden
17,20.0,468.0,1.02,open,Weeks 1 to 3,Monday to Thursday,wooden
17,30.0,456.0,0.99,open,Weeks 1 to 3,Monday to Thursday,wooden
17,40.0,438.0,0.95,open,Weeks 1 to 3,Monday to Thursday,wooden
17,50.0,446.0,0.97,open,Weeks 1 to 3,Monday to Thursday,wooden
18,0.0,452.0,0.98,open,Weeks 1 to 3,Monday to Thursday,wooden
18,10.0,445.0,0.97,open,Weeks 1 to 3,Monday to Thursday,wooden
18,20.0,440.0,0.96,open,Weeks 1 to 3,Monday to Thursday,wooden
18,30.0,419.0,0.91,open,Weeks 1 to 3,Monday to Thursday,wooden
18,40.0,395.0,0.86,open,Weeks 1 to 3,Monday to Thursday,wooden
18,50.0,389.0,0.85,open,Weeks 1 to 3,Monday to Thursday,wooden
19,0.0,381.0,0.83,open,Weeks 1 to 3,Monday to Thursday,wooden
19,10.0,372.0,0.81,open,Weeks 1 to 3,Monday to Thursday,wooden
19,20.0,368.0,0.8,open,Weeks 1 to 3,Monday to Thursday,wooden
19,30.0,371.0,0.81,open,Weeks 1 to 3,Monday to Thursday,wooden
19,40.0,365.0,0.79,open,Weeks 1 to 3,Monday to Thursday,wooden
19,50.0,369.0,0.8,open,Weeks 1 to 3,Monday to Thursday,wooden
20,0.0,364.0,0.79,open,Weeks 1 to 3,Monday to Thursday,wooden
20,10.0,355.0,0.77,open,Weeks 1 to 3,Monday to Thursday,wooden
20,20.0,346.0,0.75,open,Weeks 1 to 3,Monday to Thursday,wooden
20,30.0,336.0,0.73,open,Weeks 1 to 3,Monday to Thursday,wooden
20,40.0,324.0,0.7,open,Weeks 1 to 3,Monday to Thursday,wooden
20,50.0,314.0,0.68,open,Weeks 1 to 3,Monday to Thursday,wooden
21,0.0,306.0,0.67,open,Weeks 1 to 3,Monday to Thursday,wooden
21,10.0,298.0,0.65,open,Weeks 1 to 3,Monday to Thursday,wooden
21,20.0,293.0,0.64,open,Weeks 1 to 3,Monday to Thursday,wooden
21,30.0,282.0,0.61,open,Weeks 1 to 3,Monday to Thursday,wooden
21,40.0,271.0,0.59,open,Weeks 1 to 3,Monday to Thursday,wooden
21,50.0,259.0,0.56,open,Weeks 1 to 3,Monday to Thursday,wooden
22,0.0,242.0,0.53,open,Weeks 1 to 3,Monday to Thursday,wooden
22,10.0,231.0,0.5,open,Weeks 1 to 3,Monday to Thursday,wooden
22,20.0,220.0,0.48,open,Weeks 1 to 3,Monday to Thursday,wooden
22,30.0,206.0,0.45,open,Weeks 1 to 3,Monday to Thursday,wooden
22,40.0,192.0,0.42,open,Weeks 1 to 3,Monday to Thursday,wooden
22,50.0,177.0,0.38,open,Weeks 1 to 3,Monday to Thursday,wooden
23,0.0,160.0,0.35,open,Weeks 1 to 3,Monday to Thursday,wooden
23,10.0,145.0,0.32,open,Weeks 1 to 3,Monday to Thursday,wooden
23,20.0,130.0,0.28,open,Weeks 1 to 3,Monday to Thursday,wooden
23,30.0,114.0,0.25,open,Weeks 1 to 3,Monday to Thursday,wooden
23,40.0,99.0,0.22,open,Weeks 1 to 3,Monday to Thursday,wooden
23,50.0,88.0,0.19,open,Weeks 1 to 3,Monday to Thursday,wooden
0,0.0,63.0,0.14,open,Weeks 1 to 3,Friday,wooden
0,10.0,48.0,0.1,open,Weeks 1 to 3,Friday,wooden
0,20.0,35.0,0.08,open,Weeks 1 to 3,Friday,wooden
0,30.0,26.0,0.06,open,Weeks 1 to 3,Friday,wooden
0,40.0,19.0,0.04,open,Weeks 1 to 3,Friday,wooden
0,50.0,12.0,0.03,open,Weeks 1 to 3,Friday,wooden
1,0.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
1,10.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
1,20.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
1,30.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
1,40.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
1,50.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
2,0.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
2,10.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
2,20.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
2,30.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
2,40.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
2,50.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
3,0.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
3,10.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
3,20.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
3,30.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
3,40.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
3,50.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
4,0.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
4,10.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
4,20.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
4,30.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
4,40.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
4,50.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
5,0.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
5,10.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
5,20.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
5,30.0,32.0,0.07,open,Weeks 1 to 3,Friday,wooden
5,40.0,46.0,0.1,open,Weeks 1 to 3,Friday,wooden
5,50.0,58.0,0.13,open,Weeks 1 to 3,Friday,wooden
6,0.0,72.0,0.16,open,Weeks 1 to 3,Friday,wooden
6,10.0,84.0,0.18,open,Weeks 1 to 3,Friday,wooden
6,20.0,94.0,0.2,open,Weeks 1 to 3,Friday,wooden
6,30.0,93.0,0.2,open,Weeks 1 to 3,Friday,wooden
6,40.0,91.0,0.2,open,Weeks 1 to 3,Friday,wooden
6,50.0,88.0,0.19,open,Weeks 1 to 3,Friday,wooden
7,0.0,100.0,0.22,open,Weeks 1 to 3,Friday,wooden
7,10.0,108.0,0.23,open,Weeks 1 to 3,Friday,wooden
7,20.0,116.0,0.25,open,Weeks 1 to 3,Friday,wooden
7,30.0,124.0,0.27,open,Weeks 1 to 3,Friday,wooden
7,40.0,126.0,0.27,open,Weeks 1 to 3,Friday,wooden
7,50.0,133.0,0.29,open,Weeks 1 to 3,Friday,wooden
8,0.0,138.0,0.3,open,Weeks 1 to 3,Friday,wooden
8,10.0,137.0,0.3,open,Weeks 1 to 3,Friday,wooden
8,20.0,134.0,0.29,open,Weeks 1 to 3,Friday,wooden
8,30.0,131.0,0.28,open,Weeks 1 to 3,Friday,wooden
8,40.0,129.0,0.28,open,Weeks 1 to 3,Friday,wooden
8,50.0,140.0,0.3,open,Weeks 1 to 3,Friday,wooden
9,0.0,143.0,0.31,open,Weeks 1 to 3,Friday,wooden
9,10.0,146.0,0.32,open,Weeks 1 to 3,Friday,wooden
9,20.0,146.0,0.32,open,Weeks 1 to 3,Friday,wooden
9,30.0,147.0,0.32,open,Weeks 1 to 3,Friday,wooden
9,40.0,144.0,0.31,open,Weeks 1 to 3,Friday,wooden
9,50.0,164.0,0.36,open,Weeks 1 to 3,Friday,wooden
10,0.0,183.0,0.4,open,Weeks 1 to 3,Friday,wooden
10,10.0,185.0,0.4,open,Weeks 1 to 3,Friday,wooden
10,20.0,186.0,0.4,open,Weeks 1 to 3,Friday,wooden
10,30.0,178.0,0.39,open,Weeks 1 to 3,Friday,wooden
10,40.0,174.0,0.38,open,Weeks 1 to 3,Friday,wooden
10,50.0,191.0,0.42,open,Weeks 1 to 3,Friday,wooden
11,0.0,216.0,0.47,open,Weeks 1 to 3,Friday,wooden
11,10.0,216.0,0.47,open,Weeks 1 to 3,Friday,wooden
11,20.0,215.0,0.47,open,Weeks 1 to 3,Friday,wooden
11,30.0,212.0,0.46,open,Weeks 1 to 3,Friday,wooden
11,40.0,229.0,0.5,open,Weeks 1 to 3,Friday,wooden
11,50.0,284.0,0.62,open,Weeks 1 to 3,Friday,wooden
12,0.0,331.0,0.72,open,Weeks 1 to 3,Friday,wooden
12,10.0,332.0,0.72,open,Weeks 1 to 3,Friday,wooden
12,20.0,320.0,0.7,open,Weeks 1 to 3,Friday,wooden
12,30.0,299.0,0.65,open,Weeks 1 to 3,Friday,wooden
12,40.0,277.0,0.6,open,Weeks 1 to 3,Friday,wooden
12,50.0,274.0,0.6,open,Weeks 1 to 3,Friday,wooden
13,0.0,291.0,0.63,open,Weeks 1 to 3,Friday,wooden
13,10.0,298.0,0.65,open,Weeks 1 to 3,Friday,wooden
13,20.0,293.0,0.64,open,Weeks 1 to 3,Friday,wooden
13,30.0,286.0,0.62,open,Weeks 1 to 3,Friday,wooden
13,40.0,276.0,0.6,open,Weeks 1 to 3,Friday,wooden
13,50.0,281.0,0.61,open,Weeks 1 to 3,Friday,wooden
14,0.0,283.0,0.62,open,Weeks 1 to 3,Friday,wooden
14,10.0,279.0,0.61,open,Weeks 1 to 3,Friday,wooden
14,20.0,268.0,0.58,open,Weeks 1 to 3,Friday,wooden
14,30.0,256.0,0.56,open,Weeks 1 to 3,Friday,wooden
14,40.0,247.0,0.54,open,Weeks 1 to 3,Friday,wooden
14,50.0,275.0,0.6,open,Weeks 1 to 3,Friday,wooden
15,0.0,298.0,0.65,open,Weeks 1 to 3,Friday,wooden
15,10.0,304.0,0.66,open,Weeks 1 to 3,Friday,wooden
15,20.0,300.0,0.65,open,Weeks 1 to 3,Friday,wooden
15,30.0,304.0,0.66,open,Weeks 1 to 3,Friday,wooden
15,40.0,305.0,0.66,open,Weeks 1 to 3,Friday,wooden
15,50.0,325.0,0.71,open,Weeks 1 to 3,Friday,wooden
16,0.0,350.0,0.76,open,Weeks 1 to 3,Friday,wooden
16,10.0,360.0,0.78,open,Weeks 1 to 3,Friday,wooden
16,20.0,370.0,0.8,open,Weeks 1 to 3,Friday,wooden
16,30.0,367.0,0.8,open,Weeks 1 to 3,Friday,wooden
16,40.0,366.0,0.8,open,Weeks 1 to 3,Friday,wooden
16,50.0,373.0,0.81,open,Weeks 1 to 3,Friday,wooden
17,0.0,378.0,0.82,open,Weeks 1 to 3,Friday,wooden
17,10.0,378.0,0.82,open,Weeks 1 to 3,Friday,wooden
17,20.0,367.0,0.8,open,Weeks 1 to 3,Friday,wooden
17,30.0,360.0,0.78,open,Weeks 1 to 3,Friday,wooden
17,40.0,346.0,0.75,open,Weeks 1 to 3,Friday,wooden
17,50.0,336.0,0.73,open,Weeks 1 to 3,Friday,wooden
18,0.0,329.0,0.72,open,Weeks 1 to 3,Friday,wooden
18,10.0,317.0,0.69,open,Weeks 1 to 3,Friday,wooden
18,20.0,300.0,0.65,open,Weeks 1 to 3,Friday,wooden
18,30.0,278.0,0.6,open,Weeks 1 to 3,Friday,wooden
18,40.0,256.0,0.56,open,Weeks 1 to 3,Friday,wooden
18,50.0,247.0,0.54,open,Weeks 1 to 3,Friday,wooden
19,0.0,242.0,0.53,open,Weeks 1 to 3,Friday,wooden
19,10.0,236.0,0.51,open,Weeks 1 to 3,Friday,wooden
19,20.0,233.0,0.51,open,Weeks 1 to 3,Friday,wooden
19,30.0,225.0,0.49,open,Weeks 1 to 3,Friday,wooden
19,40.0,212.0,0.46,open,Weeks 1 to 3,Friday,wooden
19,50.0,208.0,0.45,open,Weeks 1 to 3,Friday,wooden
20,0.0,203.0,0.44,open,Weeks 1 to 3,Friday,wooden
20,10.0,188.0,0.41,open,Weeks 1 to 3,Friday,wooden
20,20.0,182.0,0.4,open,Weeks 1 to 3,Friday,wooden
20,30.0,181.0,0.39,open,Weeks 1 to 3,Friday,wooden
20,40.0,174.0,0.38,open,Weeks 1 to 3,Friday,wooden
20,50.0,177.0,0.38,open,Weeks 1 to 3,Friday,wooden
21,0.0,149.0,0.32,open,Weeks 1 to 3,Friday,wooden
21,10.0,122.0,0.27,open,Weeks 1 to 3,Friday,wooden
21,20.0,97.0,0.21,open,Weeks 1 to 3,Friday,wooden
21,30.0,72.0,0.16,open,Weeks 1 to 3,Friday,wooden
21,40.0,54.0,0.12,open,Weeks 1 to 3,Friday,wooden
21,50.0,39.0,0.08,open,Weeks 1 to 3,Friday,wooden
22,0.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
22,10.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
22,20.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
22,30.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
22,40.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
22,50.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
23,0.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
23,10.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
23,20.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
23,30.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
23,40.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
23,50.0,0.0,0.0,closed,Weeks 1 to 3,Friday,wooden
0,0.0,0.0,0.0,open,Weeks 1 to 3,Saturday,wooden
0,10.0,0.0,0.0,open,Weeks 1 to 3,Saturday,wooden
0,20.0,0.0,0.0,open,Weeks 1 to 3,Saturday,wooden
0,30.0,0.0,0.0,open,Weeks 1 to 3,Saturday,wooden
0,40.0,0.0,0.0,open,Weeks 1 to 3,Saturday,wooden
0,50.0,0.0,0.0,open,Weeks 1 to 3,Saturday,wooden
1,0.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
1,10.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
1,20.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
1,30.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
1,40.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
1,50.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
2,0.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
2,10.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
2,20.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
2,30.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
2,40.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
2,50.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
3,0.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
3,10.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
3,20.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
3,30.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
3,40.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
3,50.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
4,0.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
4,10.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
4,20.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
4,30.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
4,40.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
4,50.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
5,0.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
5,10.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
5,20.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
5,30.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
5,40.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
5,50.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
6,0.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
6,10.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
6,20.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
6,30.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
6,40.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
6,50.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
7,0.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
7,10.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
7,20.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
7,30.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
7,40.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
7,50.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
8,0.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
8,10.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
8,20.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
8,30.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
8,40.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
8,50.0,0.0,0.0,closed,Weeks 1 to 3,Saturday,wooden
9,0.0,70.0,0.15,open,Weeks 1 to 3,Saturday,wooden
9,10.0,97.0,0.21,open,Weeks 1 to 3,Saturday,wooden
9,20.0,121.0,0.26,open,Weeks 1 to 3,Saturday,wooden
9,30.0,143.0,0.31,open,Weeks 1 to 3,Saturday,wooden
9,40.0,158.0,0.34,open,Weeks 1 to 3,Saturday,wooden
9,50.0,165.0,0.36,open,Weeks 1 to 3,Saturday,wooden
10,0.0,164.0,0.36,open,Weeks 1 to 3,Saturday,wooden
10,10.0,164.0,0.36,open,Weeks 1 to 3,Saturday,wooden
10,20.0,161.0,0.35,open,Weeks 1 to 3,Saturday,wooden
10,30.0,156.0,0.34,open,Weeks 1 to 3,Saturday,wooden
10,40.0,149.0,0.32,open,Weeks 1 to 3,Saturday,wooden
10,50.0,146.0,0.32,open,Weeks 1 to 3,Saturday,wooden
11,0.0,148.0,0.32,open,Weeks 1 to 3,Saturday,wooden
11,10.0,149.0,0.32,open,Weeks 1 to 3,Saturday,wooden
11,20.0,152.0,0.33,open,Weeks 1 to 3,Saturday,wooden
11,30.0,148.0,0.32,open,Weeks 1 to 3,Saturday,wooden
11,40.0,147.0,0.32,open,Weeks 1 to 3,Saturday,wooden
11,50.0,152.0,0.33,open,Weeks 1 to 3,Saturday,wooden
12,0.0,153.0,0.33,open,Weeks 1 to 3,Saturday,wooden
12,10.0,149.0,0.32,open,Weeks 1 to 3,Saturday,wooden
12,20.0,143.0,0.31,open,Weeks 1 to 3,Saturday,wooden
12,30.0,140.0,0.3,open,Weeks 1 to 3,Saturday,wooden
12,40.0,133.0,0.29,open,Weeks 1 to 3,Saturday,wooden
12,50.0,126.0,0.27,open,Weeks 1 to 3,Saturday,wooden
13,0.0,124.0,0.27,open,Weeks 1 to 3,Saturday,wooden
13,10.0,123.0,0.27,open,Weeks 1 to 3,Saturday,wooden
13,20.0,125.0,0.27,open,Weeks 1 to 3,Saturday,wooden
13,30.0,126.0,0.27,open,Weeks 1 to 3,Saturday,wooden
13,40.0,132.0,0.29,open,Weeks 1 to 3,Saturday,wooden
13,50.0,143.0,0.31,open,Weeks 1 to 3,Saturday,wooden
