hour,minute,avg_n_people,week,day,facility,avg_n_people_rel
1,40,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
1,50,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
2,0,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
2,10,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
2,20,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
2,30,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
2,40,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
2,50,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
3,0,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
3,10,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
3,20,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
3,30,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
3,40,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
3,50,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
4,0,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
4,10,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
4,20,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
4,30,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
4,40,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
4,50,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
5,0,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
5,10,0.0,Weeks 9 and 10,Monday to Thursday,wooden,0.0
5,20,1.0,Weeks 9 and 10,Monday to Thursday,wooden,0.002
5,30,39.0,Weeks 9 and 10,Monday to Thursday,wooden,0.088
5,40,51.0,Weeks 9 and 10,Monday to Thursday,wooden,0.115
5,50,64.0,Weeks 9 and 10,Monday to Thursday,wooden,0.144
6,0,78.0,Weeks 9 and 10,Monday to Thursday,wooden,0.175
6,10,84.0,Weeks 9 and 10,Monday to Thursday,wooden,0.189
6,20,84.0,Weeks 9 and 10,Monday to Thursday,wooden,0.189
6,30,82.0,Weeks 9 and 10,Monday to Thursday,wooden,0.184
6,40,85.0,Weeks 9 and 10,Monday to Thursday,wooden,0.191
6,50,91.0,Weeks 9 and 10,Monday to Thursday,wooden,0.204
7,0,100.0,Weeks 9 and 10,Monday to Thursday,wooden,0.225
7,10,104.0,Weeks 9 and 10,Monday to Thursday,wooden,0.234
7,20,106.0,Weeks 9 and 10,Monday to Thursday,wooden,0.238
7,30,105.0,Weeks 9 and 10,Monday to Thursday,wooden,0.236
7,40,110.0,Weeks 9 and 10,Monday to Thursday,wooden,0.247
7,50,113.0,Weeks 9 and 10,Monday to Thursday,wooden,0.254
8,0,113.0,Weeks 9 and 10,Monday to Thursday,wooden,0.254
8,10,112.0,Weeks 9 and 10,Monday to Thursday,wooden,0.252
8,20,114.0,Weeks 9 and 10,Monday to Thursday,wooden,0.256
8,30,113.0,Weeks 9 and 10,Monday to Thursday,wooden,0.254
8,40,110.0,Weeks 9 and 10,Monday to Thursday,wooden,0.247
8,50,115.0,Weeks 9 and 10,Monday to Thursday,wooden,0.258
9,0,117.0,Weeks 9 and 10,Monday to Thursday,wooden,0.263
9,10,118.0,Weeks 9 and 10,Monday to Thursday,wooden,0.265
9,20,118.0,Weeks 9 and 10,Monday to Thursday,wooden,0.265
9,30,115.0,Weeks 9 and 10,Monday to Thursday,wooden,0.258
9,40,116.0,Weeks 9 and 10,Monday to Thursday,wooden,0.261
9,50,130.0,Weeks 9 and 10,Monday to Thursday,wooden,0.292
10,0,136.0,Weeks 9 and 10,Monday to Thursday,wooden,0.306
10,10,135.0,Weeks 9 and 10,Monday to Thursday,wooden,0.303
10,20,134.0,Weeks 9 and 10,Monday to Thursday,wooden,0.301
10,30,131.0,Weeks 9 and 10,Monday to Thursday,wooden,0.294
10,40,134.0,Weeks 9 and 10,Monday to Thursday,wooden,0.301
10,50,159.0,Weeks 9 and 10,Monday to Thursday,wooden,0.357
11,0,172.0,Weeks 9 and 10,Monday to Thursday,wooden,0.387
11,10,170.0,Weeks 9 and 10,Monday to Thursday,wooden,0.382
11,20,164.0,Weeks 9 and 10,Monday to Thursday,wooden,0.369
11,30,159.0,Weeks 9 and 10,Monday to Thursday,wooden,0.357
11,40,165.0,Weeks 9 and 10,Monday to Thursday,wooden,0.371
11,50,195.0,Weeks 9 and 10,Monday to Thursday,wooden,0.438
12,0,226.0,Weeks 9 and 10,Monday to Thursday,wooden,0.508
12,10,235.0,Weeks 9 and 10,Monday to Thursday,wooden,0.528
12,20,237.0,Weeks 9 and 10,Monday to Thursday,wooden,0.533
12,30,227.0,Weeks 9 and 10,Monday to Thursday,wooden,0.51
12,40,211.0,Weeks 9 and 10,Monday to Thursday,wooden,0.474
12,50,198.0,Weeks 9 and 10,Monday to Thursday,wooden,0.445
13,0,195.0,Weeks 9 and 10,Monday to Thursday,wooden,0.438
13,10,186.0,Weeks 9 and 10,Monday to Thursday,wooden,0.418
13,20,174.0,Weeks 9 and 10,Monday to Thursday,wooden,0.391
13,30,164.0,Weeks 9 and 10,Monday to Thursday,wooden,0.369
13,40,163.0,Weeks 9 and 10,Monday to Thursday,wooden,0.366
13,50,189.0,Weeks 9 and 10,Monday to Thursday,wooden,0.425
14,0,202.0,Weeks 9 and 10,Monday to Thursday,wooden,0.454
14,10,198.0,Weeks 9 and 10,Monday to Thursday,wooden,0.445
14,20,197.0,Weeks 9 and 10,Monday to Thursday,wooden,0.443
14,30,189.0,Weeks 9 and 10,Monday to Thursday,wooden,0.425
14,40,181.0,Weeks 9 and 10,Monday to Thursday,wooden,0.407
14,50,180.0,Weeks 9 and 10,Monday to Thursday,wooden,0.404
15,0,189.0,Weeks 9 and 10,Monday to Thursday,wooden,0.425
15,10,195.0,Weeks 9 and 10,Monday to Thursday,wooden,0.438
15,20,209.0,Weeks 9 and 10,Monday to Thursday,wooden,0.47
15,30,213.0,Weeks 9 and 10,Monday to Thursday,wooden,0.479
15,40,219.0,Weeks 9 and 10,Monday to Thursday,wooden,0.492
15,50,244.0,Weeks 9 and 10,Monday to Thursday,wooden,0.548
16,0,262.0,Weeks 9 and 10,Monday to Thursday,wooden,0.589
16,10,262.0,Weeks 9 and 10,Monday to Thursday,wooden,0.589
16,20,254.0,Weeks 9 and 10,Monday to Thursday,wooden,0.571
16,30,248.0,Weeks 9 and 10,Monday to Thursday,wooden,0.557
16,40,253.0,Weeks 9 and 10,Monday to Thursday,wooden,0.569
16,50,276.0,Weeks 9 and 10,Monday to Thursday,wooden,0.62
17,0,294.0,Weeks 9 and 10,Monday to Thursday,wooden,0.661
17,10,310.0,Weeks 9 and 10,Monday to Thursday,wooden,0.697
17,20,320.0,Weeks 9 and 10,Monday to Thursday,wooden,0.719
17,30,312.0,Weeks 9 and 10,Monday to Thursday,wooden,0.701
17,40,297.0,Weeks 9 and 10,Monday to Thursday,wooden,0.667
17,50,295.0,Weeks 9 and 10,Monday to Thursday,wooden,0.663
18,0,292.0,Weeks 9 and 10,Monday to Thursday,wooden,0.656
18,10,279.0,Weeks 9 and 10,Monday to Thursday,wooden,0.627
18,20,275.0,Weeks 9 and 10,Monday to Thursday,wooden,0.618
18,30,261.0,Weeks 9 and 10,Monday to Thursday,wooden,0.587
18,40,244.0,Weeks 9 and 10,Monday to Thursday,wooden,0.548
18,50,231.0,Weeks 9 and 10,Monday to Thursday,wooden,0.519
19,0,229.0,Weeks 9 and 10,Monday to Thursday,wooden,0.515
19,10,225.0,Weeks 9 and 10,Monday to Thursday,wooden,0.506
19,20,221.0,Weeks 9 and 10,Monday to Thursday,wooden,0.497
19,30,219.0,Weeks 9 and 10,Monday to Thursday,wooden,0.492
19,40,217.0,Weeks 9 and 10,Monday to Thursday,wooden,0.488
19,50,217.0,Weeks 9 and 10,Monday to Thursday,wooden,0.488
20,0,216.0,Weeks 9 and 10,Monday to Thursday,wooden,0.485
20,10,211.0,Weeks 9 and 10,Monday to Thursday,wooden,0.474
20,20,210.0,Weeks 9 and 10,Monday to Thursday,wooden,0.472
20,30,203.0,Weeks 9 and 10,Monday to Thursday,wooden,0.456
20,40,194.0,Weeks 9 and 10,Monday to Thursday,wooden,0.436
20,50,188.0,Weeks 9 and 10,Monday to Thursday,wooden,0.422
21,0,182.0,Weeks 9 and 10,Monday to Thursday,wooden,0.409
21,10,177.0,Weeks 9 and 10,Monday to Thursday,wooden,0.398
21,20,170.0,Weeks 9 and 10,Monday to Thursday,wooden,0.382
21,30,161.0,Weeks 9 and 10,Monday to Thursday,wooden,0.362
21,40,156.0,Weeks 9 and 10,Monday to Thursday,wooden,0.351
21,50,149.0,Weeks 9 and 10,Monday to Thursday,wooden,0.335
22,0,141.0,Weeks 9 and 10,Monday to Thursday,wooden,0.317
22,10,130.0,Weeks 9 and 10,Monday to Thursday,wooden,0.292
22,20,125.0,Weeks 9 and 10,Monday to Thursday,wooden,0.281
22,30,122.0,Weeks 9 and 10,Monday to Thursday,wooden,0.274
22,40,120.0,Weeks 9 and 10,Monday to Thursday,wooden,0.27
22,50,118.0,Weeks 9 and 10,Monday to Thursday,wooden,0.265
23,0,111.0,Weeks 9 and 10,Monday to Thursday,wooden,0.249
23,10,103.0,Weeks 9 and 10,Monday to Thursday,wooden,0.231
23,20,95.0,Weeks 9 and 10,Monday to Thursday,wooden,0.213
23,30,85.0,Weeks 9 and 10,Monday to Thursday,wooden,0.191
23,40,76.0,Weeks 9 and 10,Monday to Thursday,wooden,0.171
23,50,70.0,Weeks 9 and 10,Monday to Thursday,wooden,0.157
0,0,48.0,Weeks 9 and 10,Friday,wooden,0.108
0,10,36.0,Weeks 9 and 10,Friday,wooden,0.081
0,20,28.0,Weeks 9 and 10,Friday,wooden,0.063
0,30,20.0,Weeks 9 and 10,Friday,wooden,0.045
0,40,13.0,Weeks 9 and 10,Friday,wooden,0.029
0,50,8.0,Weeks 9 and 10,Friday,wooden,0.018
1,0,0.0,Weeks 9 and 10,Friday,wooden,0.0
1,10,0.0,Weeks 9 and 10,Friday,wooden,0.0
1,20,0.0,Weeks 9 and 10,Friday,wooden,0.0
1,30,0.0,Weeks 9 and 10,Friday,wooden,0.0
1,40,0.0,Weeks 9 and 10,Friday,wooden,0.0
1,50,0.0,Weeks 9 and 10,Friday,wooden,0.0
2,0,0.0,Weeks 9 and 10,Friday,wooden,0.0
2,10,0.0,Weeks 9 and 10,Friday,wooden,0.0
2,20,0.0,Weeks 9 and 10,Friday,wooden,0.0
2,30,0.0,Weeks 9 and 10,Friday,wooden,0.0
2,40,0.0,Weeks 9 and 10,Friday,wooden,0.0
2,50,0.0,Weeks 9 and 10,Friday,wooden,0.0
3,0,0.0,Weeks 9 and 10,Friday,wooden,0.0
3,10,0.0,Weeks 9 and 10,Friday,wooden,0.0
3,20,0.0,Weeks 9 and 10,Friday,wooden,0.0
3,30,0.0,Weeks 9 and 10,Friday,wooden,0.0
3,40,0.0,Weeks 9 and 10,Friday,wooden,0.0
3,50,0.0,Weeks 9 and 10,Friday,wooden,0.0
4,0,0.0,Weeks 9 and 10,Friday,wooden,0.0
4,10,0.0,Weeks 9 and 10,Friday,wooden,0.0
4,20,0.0,Weeks 9 and 10,Friday,wooden,0.0
4,30,0.0,Weeks 9 and 10,Friday,wooden,0.0
4,40,0.0,Weeks 9 and 10,Friday,wooden,0.0
4,50,0.0,Weeks 9 and 10,Friday,wooden,0.0
5,0,0.0,Weeks 9 and 10,Friday,wooden,0.0
5,10,0.0,Weeks 9 and 10,Friday,wooden,0.0
5,20,0.0,Weeks 9 and 10,Friday,wooden,0.0
5,30,30.0,Weeks 9 and 10,Friday,wooden,0.067
5,40,43.0,Weeks 9 and 10,Friday,wooden,0.097
5,50,51.0,Weeks 9 and 10,Friday,wooden,0.115
6,0,60.0,Weeks 9 and 10,Friday,wooden,0.135
6,10,66.0,Weeks 9 and 10,Friday,wooden,0.148
6,20,68.0,Weeks 9 and 10,Friday,wooden,0.153
6,30,65.0,Weeks 9 and 10,Friday,wooden,0.146
6,40,64.0,Weeks 9 and 10,Friday,wooden,0.144
6,50,64.0,Weeks 9 and 10,Friday,wooden,0.144
7,0,77.0,Weeks 9 and 10,Friday,wooden,0.173
7,10,85.0,Weeks 9 and 10,Friday,wooden,0.191
7,20,85.0,Weeks 9 and 10,Friday,wooden,0.191
7,30,90.0,Weeks 9 and 10,Friday,wooden,0.202
7,40,94.0,Weeks 9 and 10,Friday,wooden,0.211
7,50,96.0,Weeks 9 and 10,Friday,wooden,0.216
8,0,106.0,Weeks 9 and 10,Friday,wooden,0.238
8,10,109.0,Weeks 9 and 10,Friday,wooden,0.245
8,20,112.0,Weeks 9 and 10,Friday,wooden,0.252
8,30,107.0,Weeks 9 and 10,Friday,wooden,0.24
8,40,102.0,Weeks 9 and 10,Friday,wooden,0.229
8,50,100.0,Weeks 9 and 10,Friday,wooden,0.225
9,0,95.0,Weeks 9 and 10,Friday,wooden,0.213
9,10,93.0,Weeks 9 and 10,Friday,wooden,0.209
9,20,93.0,Weeks 9 and 10,Friday,wooden,0.209
9,30,94.0,Weeks 9 and 10,Friday,wooden,0.211
9,40,98.0,Weeks 9 and 10,Friday,wooden,0.22
9,50,110.0,Weeks 9 and 10,Friday,wooden,0.247
10,0,125.0,Weeks 9 and 10,Friday,wooden,0.281
10,10,126.0,Weeks 9 and 10,Friday,wooden,0.283
10,20,123.0,Weeks 9 and 10,Friday,wooden,0.276
10,30,115.0,Weeks 9 and 10,Friday,wooden,0.258
10,40,120.0,Weeks 9 and 10,Friday,wooden,0.27
10,50,135.0,Weeks 9 and 10,Friday,wooden,0.303
11,0,152.0,Weeks 9 and 10,Friday,wooden,0.342
11,10,152.0,Weeks 9 and 10,Friday,wooden,0.342
11,20,153.0,Weeks 9 and 10,Friday,wooden,0.344
11,30,156.0,Weeks 9 and 10,Friday,wooden,0.351
11,40,162.0,Weeks 9 and 10,Friday,wooden,0.364
11,50,206.0,Weeks 9 and 10,Friday,wooden,0.463
12,0,242.0,Weeks 9 and 10,Friday,wooden,0.544
12,10,234.0,Weeks 9 and 10,Friday,wooden,0.526
12,20,219.0,Weeks 9 and 10,Friday,wooden,0.492
12,30,198.0,Weeks 9 and 10,Friday,wooden,0.445
12,40,192.0,Weeks 9 and 10,Friday,wooden,0.431
12,50,192.0,Weeks 9 and 10,Friday,wooden,0.431
13,0,199.0,Weeks 9 and 10,Friday,wooden,0.447
13,10,216.0,Weeks 9 and 10,Friday,wooden,0.485
13,20,224.0,Weeks 9 and 10,Friday,wooden,0.503
13,30,228.0,Weeks 9 and 10,Friday,wooden,0.512
13,40,218.0,Weeks 9 and 10,Friday,wooden,0.49
13,50,217.0,Weeks 9 and 10,Friday,wooden,0.488
14,0,217.0,Weeks 9 and 10,Friday,wooden,0.488
14,10,207.0,Weeks 9 and 10,Friday,wooden,0.465
14,20,190.0,Weeks 9 and 10,Friday,wooden,0.427
14,30,183.0,Weeks 9 and 10,Friday,wooden,0.411
14,40,176.0,Weeks 9 and 10,Friday,wooden,0.396
14,50,186.0,Weeks 9 and 10,Friday,wooden,0.418
15,0,195.0,Weeks 9 and 10,Friday,wooden,0.438
15,10,201.0,Weeks 9 and 10,Friday,wooden,0.452
15,20,198.0,Weeks 9 and 10,Friday,wooden,0.445
15,30,197.0,Weeks 9 and 10,Friday,wooden,0.443
15,40,200.0,Weeks 9 and 10,Friday,wooden,0.449
15,50,203.0,Weeks 9 and 10,Friday,wooden,0.456
16,0,216.0,Weeks 9 and 10,Friday,wooden,0.485
16,10,209.0,Weeks 9 and 10,Friday,wooden,0.47
16,20,213.0,Weeks 9 and 10,Friday,wooden,0.479
16,30,212.0,Weeks 9 and 10,Friday,wooden,0.476
16,40,210.0,Weeks 9 and 10,Friday,wooden,0.472
16,50,207.0,Weeks 9 and 10,Friday,wooden,0.465
17,0,209.0,Weeks 9 and 10,Friday,wooden,0.47
17,10,222.0,Weeks 9 and 10,Friday,wooden,0.499
17,20,224.0,Weeks 9 and 10,Friday,wooden,0.503
17,30,222.0,Weeks 9 and 10,Friday,wooden,0.499
17,40,207.0,Weeks 9 and 10,Friday,wooden,0.465
17,50,206.0,Weeks 9 and 10,Friday,wooden,0.463
18,0,208.0,Weeks 9 and 10,Friday,wooden,0.467
18,10,198.0,Weeks 9 and 10,Friday,wooden,0.445
18,20,196.0,Weeks 9 and 10,Friday,wooden,0.44
18,30,178.0,Weeks 9 and 10,Friday,wooden,0.4
18,40,169.0,Weeks 9 and 10,Friday,wooden,0.38
18,50,156.0,Weeks 9 and 10,Friday,wooden,0.351
19,0,149.0,Weeks 9 and 10,Friday,wooden,0.335
19,10,146.0,Weeks 9 and 10,Friday,wooden,0.328
19,20,137.0,Weeks 9 and 10,Friday,wooden,0.308
19,30,128.0,Weeks 9 and 10,Friday,wooden,0.288
19,40,124.0,Weeks 9 and 10,Friday,wooden,0.279
19,50,118.0,Weeks 9 and 10,Friday,wooden,0.265
20,0,122.0,Weeks 9 and 10,Friday,wooden,0.274
20,10,117.0,Weeks 9 and 10,Friday,wooden,0.263
20,20,118.0,Weeks 9 and 10,Friday,wooden,0.265
20,30,121.0,Weeks 9 and 10,Friday,wooden,0.272
20,40,117.0,Weeks 9 and 10,Friday,wooden,0.263
20,50,120.0,Weeks 9 and 10,Friday,wooden,0.27
21,0,109.0,Weeks 9 and 10,Friday,wooden,0.245
21,10,88.0,Weeks 9 and 10,Friday,wooden,0.198
21,20,65.0,Weeks 9 and 10,Friday,wooden,0.146
21,30,45.0,Weeks 9 and 10,Friday,wooden,0.101
21,40,30.0,Weeks 9 and 10,Friday,wooden,0.067
21,50,20.0,Weeks 9 and 10,Friday,wooden,0.045
22,0,0.0,Weeks 9 and 10,Friday,wooden,0.0
22,10,0.0,Weeks 9 and 10,Friday,wooden,0.0
22,20,0.0,Weeks 9 and 10,Friday,wooden,0.0
22,30,0.0,Weeks 9 and 10,Friday,wooden,0.0
22,40,0.0,Weeks 9 and 10,Friday,wooden,0.0
22,50,0.0,Weeks 9 and 10,Friday,wooden,0.0
23,0,0.0,Weeks 9 and 10,Friday,wooden,0.0
23,10,0.0,Weeks 9 and 10,Friday,wooden,0.0
23,20,0.0,Weeks 9 and 10,Friday,wooden,0.0
23,30,0.0,Weeks 9 and 10,Friday,wooden,0.0
23,40,0.0,Weeks 9 and 10,Friday,wooden,0.0
23,50,0.0,Weeks 9 and 10,Friday,wooden,0.0
0,0,0.0,Weeks 9 and 10,Saturday,wooden,0.0
0,10,0.0,Weeks 9 and 10,Saturday,wooden,0.0
0,20,0.0,Weeks 9 and 10,Saturday,wooden,0.0
0,30,0.0,Weeks 9 and 10,Saturday,wooden,0.0
0,40,0.0,Weeks 9 and 10,Saturday,wooden,0.0
0,50,0.0,Weeks 9 and 10,Saturday,wooden,0.0
1,0,0.0,Weeks 9 and 10,Saturday,wooden,0.0
1,10,0.0,Weeks 9 and 10,Saturday,wooden,0.0
1,20,0.0,Weeks 9 and 10,Saturday,wooden,0.0
1,30,0.0,Weeks 9 and 10,Saturday,wooden,0.0
1,40,0.0,Weeks 9 and 10,Saturday,wooden,0.0
1,50,0.0,Weeks 9 and 10,Saturday,wooden,0.0
2,0,0.0,Weeks 9 and 10,Saturday,wooden,0.0
2,10,0.0,Weeks 9 and 10,Saturday,wooden,0.0
2,20,0.0,Weeks 9 and 10,Saturday,wooden,0.0
2,30,0.0,Weeks 9 and 10,Saturday,wooden,0.0
2,40,0.0,Weeks 9 and 10,Saturday,wooden,0.0
2,50,0.0,Weeks 9 and 10,Saturday,wooden,0.0
3,0,0.0,Weeks 9 and 10,Saturday,wooden,0.0
3,10,0.0,Weeks 9 and 10,Saturday,wooden,0.0
3,20,0.0,Weeks 9 and 10,Saturday,wooden,0.0
3,30,0.0,Weeks 9 and 10,Saturday,wooden,0.0
3,40,0.0,Weeks 9 and 10,Saturday,wooden,0.0
3,50,0.0,Weeks 9 and 10,Saturday,wooden,0.0
4,0,0.0,Weeks 9 and 10,Saturday,wooden,0.0
4,10,0.0,Weeks 9 and 10,Saturday,wooden,0.0
4,20,0.0,Weeks 9 and 10,Saturday,wooden,0.0
4,30,0.0,Weeks 9 and 10,Saturday,wooden,0.0
4,40,0.0,Weeks 9 and 10,Saturday,wooden,0.0
4,50,0.0,Weeks 9 and 10,Saturday,wooden,0.0
5,0,0.0,Weeks 9 and 10,Saturday,wooden,0.0
5,10,0.0,Weeks 9 and 10,Saturday,wooden,0.0
5,20,0.0,Weeks 9 and 10,Saturday,wooden,0.0
5,30,0.0,Weeks 9 and 10,Saturday,wooden,0.0
5,40,0.0,Weeks 9 and 10,Saturday,wooden,0.0
5,50,0.0,Weeks 9 and 10,Saturday,wooden,0.0
6,0,0.0,Weeks 9 and 10,Saturday,wooden,0.0
6,10,0.0,Weeks 9 and 10,Saturday,wooden,0.0
6,20,0.0,Weeks 9 and 10,Saturday,wooden,0.0
6,30,0.0,Weeks 9 and 10,Saturday,wooden,0.0
6,40,0.0,Weeks 9 and 10,Saturday,wooden,0.0
6,50,0.0,Weeks 9 and 10,Saturday,wooden,0.0
7,0,0.0,Weeks 9 and 10,Saturday,wooden,0.0
7,10,0.0,Weeks 9 and 10,Saturday,wooden,0.0
7,20,0.0,Weeks 9 and 10,Saturday,wooden,0.0
7,30,0.0,Weeks 9 and 10,Saturday,wooden,0.0
7,40,0.0,Weeks 9 and 10,Saturday,wooden,0.0
7,50,0.0,Weeks 9 and 10,Saturday,wooden,0.0
8,0,0.0,Weeks 9 and 10,Saturday,wooden,0.0
8,10,0.0,Weeks 9 and 10,Saturday,wooden,0.0
8,20,0.0,Weeks 9 and 10,Saturday,wooden,0.0
8,30,0.0,Weeks 9 and 10,Saturday,wooden,0.0
8,40,0.0,Weeks 9 and 10,Saturday,wooden,0.0
8,50,0.0,Weeks 9 and 10,Saturday,wooden,0.0
9,0,50.0,Weeks 9 and 10,Saturday,wooden,0.112
9,10,71.0,Weeks 9 and 10,Saturday,wooden,0.16
9,20,90.0,Weeks 9 and 10,Saturday,wooden,0.202
9,30,104.0,Weeks 9 and 10,Saturday,wooden,0.234
9,40,121.0,Weeks 9 and 10,Saturday,wooden,0.272
9,50,128.0,Weeks 9 and 10,Saturday,wooden,0.288
10,0,125.0,Weeks 9 and 10,Saturday,wooden,0.281
10,10,122.0,Weeks 9 and 10,Saturday,wooden,0.274
10,20,129.0,Weeks 9 and 10,Saturday,wooden,0.29
10,30,124.0,Weeks 9 and 10,Saturday,wooden,0.279
10,40,120.0,Weeks 9 and 10,Saturday,wooden,0.27
10,50,118.0,Weeks 9 and 10,Saturday,wooden,0.265
11,0,114.0,Weeks 9 and 10,Saturday,wooden,0.256
11,10,111.0,Weeks 9 and 10,Saturday,wooden,0.249
11,20,105.0,Weeks 9 and 10,Saturday,wooden,0.236
11,30,105.0,Weeks 9 and 10,Saturday,wooden,0.236
11,40,99.0,Weeks 9 and 10,Saturday,wooden,0.222
11,50,90.0,Weeks 9 and 10,Saturday,wooden,0.202
12,0,96.0,Weeks 9 and 10,Saturday,wooden,0.216
12,10,96.0,Weeks 9 and 10,Saturday,wooden,0.216
12,20,90.0,Weeks 9 and 10,Saturday,wooden,0.202
12,30,88.0,Weeks 9 and 10,Saturday,wooden,0.198
12,40,90.0,Weeks 9 and 10,Saturday,wooden,0.202
12,50,93.0,Weeks 9 and 10,Saturday,wooden,0.209
13,0,87.0,Weeks 9 and 10,Saturday,wooden,0.196
13,10,90.0,Weeks 9 and 10,Saturday,wooden,0.202
13,20,84.0,Weeks 9 and 10,Saturday,wooden,0.189
13,30,88.0,Weeks 9 and 10,Saturday,wooden,0.198
13,40,90.0,Weeks 9 and 10,Saturday,wooden,0.202
13,50,92.0,Weeks 9 and 10,Saturday,wooden,0.207
14,0,96.0,Weeks 9 and 10,Saturday,wooden,0.216
14,10,100.0,Weeks 9 and 10,Saturday,wooden,0.225
14,20,99.0,Weeks 9 and 10,Saturday,wooden,0.222
14,30,97.0,Weeks 9 and 10,Saturday,wooden,0.218
14,40,99.0,Weeks 9 and 10,Saturday,wooden,0.222
14,50,101.0,Weeks 9 and 10,Saturday,wooden,0.227
15,0,104.0,Weeks 9 and 10,Saturday,wooden,0.234
15,10,107.0,Weeks 9 and 10,Saturday,wooden,0.24
15,20,105.0,Weeks 9 and 10,Saturday,wooden,0.236
15,30,104.0,Weeks 9 and 10,Saturday,wooden,0.234
15,40,104.0,Weeks 9 and 10,Saturday,wooden,0.234
15,50,110.0,Weeks 9 and 10,Saturday,wooden,0.247
16,0,120.0,Weeks 9 and 10,Saturday,wooden,0.27
16,10,120.0,Weeks 9 and 10,Saturday,wooden,0.27
16,20,120.0,Weeks 9 and 10,Saturday,wooden,0.27
16,30,124.0,Weeks 9 and 10,Saturday,wooden,0.279
16,40,122.0,Weeks 9 and 10,Saturday,wooden,0.274
16,50,131.0,Weeks 9 and 10,Saturday,wooden,0.294
17,0,130.0,Weeks 9 and 10,Saturday,wooden,0.292
17,10,125.0,Weeks 9 and 10,Saturday,wooden,0.281
17,20,124.0,Weeks 9 and 10,Saturday,wooden,0.279
17,30,120.0,Weeks 9 and 10,Saturday,wooden,0.27
17,40,116.0,Weeks 9 and 10,Saturday,wooden,0.261
17,50,118.0,Weeks 9 and 10,Saturday,wooden,0.265
18,0,113.0,Weeks 9 and 10,Saturday,wooden,0.254
18,10,115.0,Weeks 9 and 10,Saturday,wooden,0.258
18,20,116.0,Weeks 9 and 10,Saturday,wooden,0.261
18,30,113.0,Weeks 9 and 10,Saturday,wooden,0.254
18,40,111.0,Weeks 9 and 10,Saturday,wooden,0.249
18,50,112.0,Weeks 9 and 10,Saturday,wooden,0.252
19,0,97.0,Weeks 9 and 10,Saturday,wooden,0.218
19,10,77.0,Weeks 9 and 10,Saturday,wooden,0.173
19,20,57.0,Weeks 9 and 10,Saturday,wooden,0.128
19,30,41.0,Weeks 9 and 10,Saturday,wooden,0.092
19,40,29.0,Weeks 9 and 10,Saturday,wooden,0.065
19,50,18.0,Weeks 9 and 10,Saturday,wooden,0.04
20,0,0.0,Weeks 9 and 10,Saturday,wooden,0.0
20,10,0.0,Weeks 9 and 10,Saturday,wooden,0.0
20,20,0.0,Weeks 9 and 10,Saturday,wooden,0.0
20,30,0.0,Weeks 9 and 10,Saturday,wooden,0.0
20,40,0.0,Weeks 9 and 10,Saturday,wooden,0.0
20,50,0.0,Weeks 9 and 10,Saturday,wooden,0.0
21,0,0.0,Weeks 9 and 10,Saturday,wooden,0.0
21,10,0.0,Weeks 9 and 10,Saturday,wooden,0.0
21,20,0.0,Weeks 9 and 10,Saturday,wooden,0.0
21,30,0.0,Weeks 9 and 10,Saturday,wooden,0.0
21,40,0.0,Weeks 9 and 10,Saturday,wooden,0.0
21,50,0.0,Weeks 9 and 10,Saturday,wooden,0.0
22,0,0.0,Weeks 9 and 10,Saturday,wooden,0.0
22,10,0.0,Weeks 9 and 10,Saturday,wooden,0.0
22,20,0.0,Weeks 9 and 10,Saturday,wooden,0.0
22,30,0.0,Weeks 9 and 10,Saturday,wooden,0.0
22,40,0.0,Weeks 9 and 10,Saturday,wooden,0.0
22,50,0.0,Weeks 9 and 10,Saturday,wooden,0.0
23,0,0.0,Weeks 9 and 10,Saturday,wooden,0.0
23,10,0.0,Weeks 9 and 10,Saturday,wooden,0.0
23,20,0.0,Weeks 9 and 10,Saturday,wooden,0.0
23,30,0.0,Weeks 9 and 10,Saturday,wooden,0.0
23,40,0.0,Weeks 9 and 10,Saturday,wooden,0.0
23,50,0.0,Weeks 9 and 10,Saturday,wooden,0.0
0,0,0.0,Weeks 9 and 10,Sunday,wooden,0.0
0,10,0.0,Weeks 9 and 10,Sunday,wooden,0.0
