hour,minute,avg_n_people,week,day,facility,avg_n_people_rel
0,0,48.0,Weeks 1 to 3,Monday to Thursday,wooden,0.108
0,10,36.0,Weeks 1 to 3,Monday to Thursday,wooden,0.081
0,20,25.0,Weeks 1 to 3,Monday to Thursday,wooden,0.056
0,30,17.0,Weeks 1 to 3,Monday to Thursday,wooden,0.038
0,40,11.0,Weeks 1 to 3,Monday to Thursday,wooden,0.025
0,50,7.0,Weeks 1 to 3,Monday to Thursday,wooden,0.016
1,0,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
1,10,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
1,20,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
1,30,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
1,40,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
1,50,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
2,0,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
2,10,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
2,20,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
2,30,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
2,40,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
2,50,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
3,0,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
3,10,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
3,20,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
3,30,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
3,40,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
3,50,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
4,0,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
4,10,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
4,20,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
4,30,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
4,40,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
4,50,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
5,0,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
5,10,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
5,20,0.0,Weeks 1 to 3,Monday to Thursday,wooden,0.0
5,30,45.0,Weeks 1 to 3,Monday to Thursday,wooden,0.101
5,40,60.0,Weeks 1 to 3,Monday to Thursday,wooden,0.135
5,50,71.0,Weeks 1 to 3,Monday to Thursday,wooden,0.16
6,0,88.0,Weeks 1 to 3,Monday to Thursday,wooden,0.198
6,10,95.0,Weeks 1 to 3,Monday to Thursday,wooden,0.213
6,20,100.0,Weeks 1 to 3,Monday to Thursday,wooden,0.225
6,30,102.0,Weeks 1 to 3,Monday to Thursday,wooden,0.229
6,40,104.0,Weeks 1 to 3,Monday to Thursday,wooden,0.234
6,50,119.0,Weeks 1 to 3,Monday to Thursday,wooden,0.267
7,0,131.0,Weeks 1 to 3,Monday to Thursday,wooden,0.294
7,10,143.0,Weeks 1 to 3,Monday to Thursday,wooden,0.321
7,20,150.0,Weeks 1 to 3,Monday to Thursday,wooden,0.337
7,30,155.0,Weeks 1 to 3,Monday to Thursday,wooden,0.348
7,40,158.0,Weeks 1 to 3,Monday to Thursday,wooden,0.355
7,50,161.0,Weeks 1 to 3,Monday to Thursday,wooden,0.362
8,0,154.0,Weeks 1 to 3,Monday to Thursday,wooden,0.346
8,10,152.0,Weeks 1 to 3,Monday to Thursday,wooden,0.342
8,20,152.0,Weeks 1 to 3,Monday to Thursday,wooden,0.342
8,30,148.0,Weeks 1 to 3,Monday to Thursday,wooden,0.333
8,40,143.0,Weeks 1 to 3,Monday to Thursday,wooden,0.321
8,50,148.0,Weeks 1 to 3,Monday to Thursday,wooden,0.333
9,0,151.0,Weeks 1 to 3,Monday to Thursday,wooden,0.339
9,10,152.0,Weeks 1 to 3,Monday to Thursday,wooden,0.342
9,20,163.0,Weeks 1 to 3,Monday to Thursday,wooden,0.366
9,30,161.0,Weeks 1 to 3,Monday to Thursday,wooden,0.362
9,40,159.0,Weeks 1 to 3,Monday to Thursday,wooden,0.357
9,50,181.0,Weeks 1 to 3,Monday to Thursday,wooden,0.407
10,0,195.0,Weeks 1 to 3,Monday to Thursday,wooden,0.438
10,10,194.0,Weeks 1 to 3,Monday to Thursday,wooden,0.436
10,20,190.0,Weeks 1 to 3,Monday to Thursday,wooden,0.427
10,30,182.0,Weeks 1 to 3,Monday to Thursday,wooden,0.409
10,40,180.0,Weeks 1 to 3,Monday to Thursday,wooden,0.404
10,50,215.0,Weeks 1 to 3,Monday to Thursday,wooden,0.483
11,0,232.0,Weeks 1 to 3,Monday to Thursday,wooden,0.521
11,10,226.0,Weeks 1 to 3,Monday to Thursday,wooden,0.508
11,20,217.0,Weeks 1 to 3,Monday to Thursday,wooden,0.488
11,30,209.0,Weeks 1 to 3,Monday to Thursday,wooden,0.47
11,40,211.0,Weeks 1 to 3,Monday to Thursday,wooden,0.474
11,50,243.0,Weeks 1 to 3,Monday to Thursday,wooden,0.546
12,0,284.0,Weeks 1 to 3,Monday to Thursday,wooden,0.638
12,10,283.0,Weeks 1 to 3,Monday to Thursday,wooden,0.636
12,20,292.0,Weeks 1 to 3,Monday to Thursday,wooden,0.656
12,30,277.0,Weeks 1 to 3,Monday to Thursday,wooden,0.622
12,40,255.0,Weeks 1 to 3,Monday to Thursday,wooden,0.573
12,50,244.0,Weeks 1 to 3,Monday to Thursday,wooden,0.548
13,0,238.0,Weeks 1 to 3,Monday to Thursday,wooden,0.535
13,10,223.0,Weeks 1 to 3,Monday to Thursday,wooden,0.501
13,20,210.0,Weeks 1 to 3,Monday to Thursday,wooden,0.472
13,30,202.0,Weeks 1 to 3,Monday to Thursday,wooden,0.454
13,40,197.0,Weeks 1 to 3,Monday to Thursday,wooden,0.443
13,50,236.0,Weeks 1 to 3,Monday to Thursday,wooden,0.53
14,0,257.0,Weeks 1 to 3,Monday to Thursday,wooden,0.578
14,10,254.0,Weeks 1 to 3,Monday to Thursday,wooden,0.571
14,20,248.0,Weeks 1 to 3,Monday to Thursday,wooden,0.557
14,30,239.0,Weeks 1 to 3,Monday to Thursday,wooden,0.537
14,40,227.0,Weeks 1 to 3,Monday to Thursday,wooden,0.51
14,50,233.0,Weeks 1 to 3,Monday to Thursday,wooden,0.524
15,0,241.0,Weeks 1 to 3,Monday to Thursday,wooden,0.542
15,10,251.0,Weeks 1 to 3,Monday to Thursday,wooden,0.564
15,20,278.0,Weeks 1 to 3,Monday to Thursday,wooden,0.625
15,30,281.0,Weeks 1 to 3,Monday to Thursday,wooden,0.631
15,40,290.0,Weeks 1 to 3,Monday to Thursday,wooden,0.652
15,50,339.0,Weeks 1 to 3,Monday to Thursday,wooden,0.762
16,0,367.0,Weeks 1 to 3,Monday to Thursday,wooden,0.825
16,10,363.0,Weeks 1 to 3,Monday to Thursday,wooden,0.816
16,20,355.0,Weeks 1 to 3,Monday to Thursday,wooden,0.798
16,30,345.0,Weeks 1 to 3,Monday to Thursday,wooden,0.775
16,40,346.0,Weeks 1 to 3,Monday to Thursday,wooden,0.778
16,50,386.0,Weeks 1 to 3,Monday to Thursday,wooden,0.867
17,0,425.0,Weeks 1 to 3,Monday to Thursday,wooden,0.955
17,10,445.0,Weeks 1 to 3,Monday to Thursday,wooden,1.0
17,20,441.0,Weeks 1 to 3,Monday to Thursday,wooden,0.991
17,30,429.0,Weeks 1 to 3,Monday to Thursday,wooden,0.964
17,40,412.0,Weeks 1 to 3,Monday to Thursday,wooden,0.926
17,50,413.0,Weeks 1 to 3,Monday to Thursday,wooden,0.928
18,0,421.0,Weeks 1 to 3,Monday to Thursday,wooden,0.946
18,10,415.0,Weeks 1 to 3,Monday to Thursday,wooden,0.933
18,20,412.0,Weeks 1 to 3,Monday to Thursday,wooden,0.926
18,30,395.0,Weeks 1 to 3,Monday to Thursday,wooden,0.888
18,40,371.0,Weeks 1 to 3,Monday to Thursday,wooden,0.834
18,50,362.0,Weeks 1 to 3,Monday to Thursday,wooden,0.813
19,0,352.0,Weeks 1 to 3,Monday to Thursday,wooden,0.791
19,10,346.0,Weeks 1 to 3,Monday to Thursday,wooden,0.778
19,20,340.0,Weeks 1 to 3,Monday to Thursday,wooden,0.764
19,30,342.0,Weeks 1 to 3,Monday to Thursday,wooden,0.769
19,40,340.0,Weeks 1 to 3,Monday to Thursday,wooden,0.764
19,50,342.0,Weeks 1 to 3,Monday to Thursday,wooden,0.769
20,0,340.0,Weeks 1 to 3,Monday to Thursday,wooden,0.764
20,10,330.0,Weeks 1 to 3,Monday to Thursday,wooden,0.742
20,20,322.0,Weeks 1 to 3,Monday to Thursday,wooden,0.724
20,30,310.0,Weeks 1 to 3,Monday to Thursday,wooden,0.697
20,40,296.0,Weeks 1 to 3,Monday to Thursday,wooden,0.665
20,50,286.0,Weeks 1 to 3,Monday to Thursday,wooden,0.643
21,0,279.0,Weeks 1 to 3,Monday to Thursday,wooden,0.627
21,10,273.0,Weeks 1 to 3,Monday to Thursday,wooden,0.613
21,20,267.0,Weeks 1 to 3,Monday to Thursday,wooden,0.6
21,30,258.0,Weeks 1 to 3,Monday to Thursday,wooden,0.58
21,40,247.0,Weeks 1 to 3,Monday to Thursday,wooden,0.555
21,50,236.0,Weeks 1 to 3,Monday to Thursday,wooden,0.53
22,0,219.0,Weeks 1 to 3,Monday to Thursday,wooden,0.492
22,10,209.0,Weeks 1 to 3,Monday to Thursday,wooden,0.47
22,20,202.0,Weeks 1 to 3,Monday to Thursday,wooden,0.454
22,30,188.0,Weeks 1 to 3,Monday to Thursday,wooden,0.422
22,40,173.0,Weeks 1 to 3,Monday to Thursday,wooden,0.389
22,50,158.0,Weeks 1 to 3,Monday to Thursday,wooden,0.355
23,0,142.0,Weeks 1 to 3,Monday to Thursday,wooden,0.319
23,10,127.0,Weeks 1 to 3,Monday to Thursday,wooden,0.285
23,20,116.0,Weeks 1 to 3,Monday to Thursday,wooden,0.261
23,30,103.0,Weeks 1 to 3,Monday to Thursday,wooden,0.231
23,40,88.0,Weeks 1 to 3,Monday to Thursday,wooden,0.198
23,50,77.0,Weeks 1 to 3,Monday to Thursday,wooden,0.173
0,0,54.0,Weeks 1 to 3,Friday,wooden,0.121
0,10,40.0,Weeks 1 to 3,Friday,wooden,0.09
0,20,30.0,Weeks 1 to 3,Friday,wooden,0.067
0,30,20.0,Weeks 1 to 3,Friday,wooden,0.045
0,40,13.0,Weeks 1 to 3,Friday,wooden,0.029
0,50,7.0,Weeks 1 to 3,Friday,wooden,0.016
1,0,0.0,Weeks 1 to 3,Friday,wooden,0.0
1,10,0.0,Weeks 1 to 3,Friday,wooden,0.0
1,20,0.0,Weeks 1 to 3,Friday,wooden,0.0
1,30,0.0,Weeks 1 to 3,Friday,wooden,0.0
1,40,0.0,Weeks 1 to 3,Friday,wooden,0.0
1,50,0.0,Weeks 1 to 3,Friday,wooden,0.0
2,0,0.0,Weeks 1 to 3,Friday,wooden,0.0
2,10,0.0,Weeks 1 to 3,Friday,wooden,0.0
2,20,0.0,Weeks 1 to 3,Friday,wooden,0.0
2,30,0.0,Weeks 1 to 3,Friday,wooden,0.0
2,40,0.0,Weeks 1 to 3,Friday,wooden,0.0
2,50,0.0,Weeks 1 to 3,Friday,wooden,0.0
3,0,0.0,Weeks 1 to 3,Friday,wooden,0.0
3,10,0.0,Weeks 1 to 3,Friday,wooden,0.0
3,20,0.0,Weeks 1 to 3,Friday,wooden,0.0
3,30,0.0,Weeks 1 to 3,Friday,wooden,0.0
3,40,0.0,Weeks 1 to 3,Friday,wooden,0.0
3,50,0.0,Weeks 1 to 3,Friday,wooden,0.0
4,0,0.0,Weeks 1 to 3,Friday,wooden,0.0
4,10,0.0,Weeks 1 to 3,Friday,wooden,0.0
4,20,0.0,Weeks 1 to 3,Friday,wooden,0.0
4,30,0.0,Weeks 1 to 3,Friday,wooden,0.0
4,40,0.0,Weeks 1 to 3,Friday,wooden,0.0
4,50,0.0,Weeks 1 to 3,Friday,wooden,0.0
5,0,0.0,Weeks 1 to 3,Friday,wooden,0.0
5,10,0.0,Weeks 1 to 3,Friday,wooden,0.0
5,20,0.0,Weeks 1 to 3,Friday,wooden,0.0
5,30,33.0,Weeks 1 to 3,Friday,wooden,0.074
5,40,47.0,Weeks 1 to 3,Friday,wooden,0.106
5,50,57.0,Weeks 1 to 3,Friday,wooden,0.128
6,0,68.0,Weeks 1 to 3,Friday,wooden,0.153
6,10,80.0,Weeks 1 to 3,Friday,wooden,0.18
6,20,88.0,Weeks 1 to 3,Friday,wooden,0.198
6,30,88.0,Weeks 1 to 3,Friday,wooden,0.198
6,40,87.0,Weeks 1 to 3,Friday,wooden,0.196
6,50,84.0,Weeks 1 to 3,Friday,wooden,0.189
7,0,95.0,Weeks 1 to 3,Friday,wooden,0.213
7,10,102.0,Weeks 1 to 3,Friday,wooden,0.229
7,20,110.0,Weeks 1 to 3,Friday,wooden,0.247
7,30,113.0,Weeks 1 to 3,Friday,wooden,0.254
7,40,116.0,Weeks 1 to 3,Friday,wooden,0.261
7,50,119.0,Weeks 1 to 3,Friday,wooden,0.267
8,0,124.0,Weeks 1 to 3,Friday,wooden,0.279
8,10,124.0,Weeks 1 to 3,Friday,wooden,0.279
8,20,122.0,Weeks 1 to 3,Friday,wooden,0.274
8,30,119.0,Weeks 1 to 3,Friday,wooden,0.267
8,40,111.0,Weeks 1 to 3,Friday,wooden,0.249
8,50,120.0,Weeks 1 to 3,Friday,wooden,0.27
9,0,124.0,Weeks 1 to 3,Friday,wooden,0.279
9,10,127.0,Weeks 1 to 3,Friday,wooden,0.285
9,20,130.0,Weeks 1 to 3,Friday,wooden,0.292
9,30,126.0,Weeks 1 to 3,Friday,wooden,0.283
9,40,128.0,Weeks 1 to 3,Friday,wooden,0.288
9,50,151.0,Weeks 1 to 3,Friday,wooden,0.339
10,0,169.0,Weeks 1 to 3,Friday,wooden,0.38
10,10,167.0,Weeks 1 to 3,Friday,wooden,0.375
10,20,166.0,Weeks 1 to 3,Friday,wooden,0.373
10,30,160.0,Weeks 1 to 3,Friday,wooden,0.36
10,40,162.0,Weeks 1 to 3,Friday,wooden,0.364
10,50,178.0,Weeks 1 to 3,Friday,wooden,0.4
11,0,197.0,Weeks 1 to 3,Friday,wooden,0.443
11,10,197.0,Weeks 1 to 3,Friday,wooden,0.443
11,20,196.0,Weeks 1 to 3,Friday,wooden,0.44
11,30,192.0,Weeks 1 to 3,Friday,wooden,0.431
11,40,212.0,Weeks 1 to 3,Friday,wooden,0.476
11,50,268.0,Weeks 1 to 3,Friday,wooden,0.602
12,0,311.0,Weeks 1 to 3,Friday,wooden,0.699
12,10,307.0,Weeks 1 to 3,Friday,wooden,0.69
12,20,293.0,Weeks 1 to 3,Friday,wooden,0.658
12,30,272.0,Weeks 1 to 3,Friday,wooden,0.611
12,40,244.0,Weeks 1 to 3,Friday,wooden,0.548
12,50,241.0,Weeks 1 to 3,Friday,wooden,0.542
13,0,261.0,Weeks 1 to 3,Friday,wooden,0.587
13,10,269.0,Weeks 1 to 3,Friday,wooden,0.604
13,20,270.0,Weeks 1 to 3,Friday,wooden,0.607
13,30,272.0,Weeks 1 to 3,Friday,wooden,0.611
13,40,269.0,Weeks 1 to 3,Friday,wooden,0.604
13,50,275.0,Weeks 1 to 3,Friday,wooden,0.618
14,0,282.0,Weeks 1 to 3,Friday,wooden,0.634
14,10,277.0,Weeks 1 to 3,Friday,wooden,0.622
14,20,264.0,Weeks 1 to 3,Friday,wooden,0.593
14,30,250.0,Weeks 1 to 3,Friday,wooden,0.562
14,40,229.0,Weeks 1 to 3,Friday,wooden,0.515
14,50,253.0,Weeks 1 to 3,Friday,wooden,0.569
15,0,278.0,Weeks 1 to 3,Friday,wooden,0.625
15,10,280.0,Weeks 1 to 3,Friday,wooden,0.629
15,20,271.0,Weeks 1 to 3,Friday,wooden,0.609
15,30,275.0,Weeks 1 to 3,Friday,wooden,0.618
15,40,275.0,Weeks 1 to 3,Friday,wooden,0.618
15,50,295.0,Weeks 1 to 3,Friday,wooden,0.663
16,0,319.0,Weeks 1 to 3,Friday,wooden,0.717
16,10,330.0,Weeks 1 to 3,Friday,wooden,0.742
16,20,342.0,Weeks 1 to 3,Friday,wooden,0.769
16,30,340.0,Weeks 1 to 3,Friday,wooden,0.764
16,40,336.0,Weeks 1 to 3,Friday,wooden,0.755
16,50,337.0,Weeks 1 to 3,Friday,wooden,0.757
17,0,346.0,Weeks 1 to 3,Friday,wooden,0.778
17,10,349.0,Weeks 1 to 3,Friday,wooden,0.784
17,20,341.0,Weeks 1 to 3,Friday,wooden,0.766
17,30,327.0,Weeks 1 to 3,Friday,wooden,0.735
17,40,308.0,Weeks 1 to 3,Friday,wooden,0.692
17,50,296.0,Weeks 1 to 3,Friday,wooden,0.665
18,0,288.0,Weeks 1 to 3,Friday,wooden,0.647
18,10,280.0,Weeks 1 to 3,Friday,wooden,0.629
18,20,260.0,Weeks 1 to 3,Friday,wooden,0.584
18,30,239.0,Weeks 1 to 3,Friday,wooden,0.537
18,40,226.0,Weeks 1 to 3,Friday,wooden,0.508
18,50,218.0,Weeks 1 to 3,Friday,wooden,0.49
19,0,217.0,Weeks 1 to 3,Friday,wooden,0.488
19,10,212.0,Weeks 1 to 3,Friday,wooden,0.476
19,20,214.0,Weeks 1 to 3,Friday,wooden,0.481
19,30,204.0,Weeks 1 to 3,Friday,wooden,0.458
19,40,189.0,Weeks 1 to 3,Friday,wooden,0.425
19,50,187.0,Weeks 1 to 3,Friday,wooden,0.42
20,0,179.0,Weeks 1 to 3,Friday,wooden,0.402
20,10,171.0,Weeks 1 to 3,Friday,wooden,0.384
20,20,162.0,Weeks 1 to 3,Friday,wooden,0.364
20,30,163.0,Weeks 1 to 3,Friday,wooden,0.366
20,40,155.0,Weeks 1 to 3,Friday,wooden,0.348
20,50,162.0,Weeks 1 to 3,Friday,wooden,0.364
21,0,139.0,Weeks 1 to 3,Friday,wooden,0.312
21,10,112.0,Weeks 1 to 3,Friday,wooden,0.252
21,20,86.0,Weeks 1 to 3,Friday,wooden,0.193
21,30,62.0,Weeks 1 to 3,Friday,wooden,0.139
21,40,42.0,Weeks 1 to 3,Friday,wooden,0.094
21,50,27.0,Weeks 1 to 3,Friday,wooden,0.061
22,0,0.0,Weeks 1 to 3,Friday,wooden,0.0
22,10,0.0,Weeks 1 to 3,Friday,wooden,0.0
22,20,0.0,Weeks 1 to 3,Friday,wooden,0.0
22,30,0.0,Weeks 1 to 3,Friday,wooden,0.0
22,40,0.0,Weeks 1 to 3,Friday,wooden,0.0
22,50,0.0,Weeks 1 to 3,Friday,wooden,0.0
23,0,0.0,Weeks 1 to 3,Friday,wooden,0.0
23,10,0.0,Weeks 1 to 3,Friday,wooden,0.0
23,20,0.0,Weeks 1 to 3,Friday,wooden,0.0
23,30,0.0,Weeks 1 to 3,Friday,wooden,0.0
23,40,0.0,Weeks 1 to 3,Friday,wooden,0.0
23,50,0.0,Weeks 1 to 3,Friday,wooden,0.0
0,0,0.0,Weeks 1 to 3,Saturday,wooden,0.0
0,10,0.0,Weeks 1 to 3,Saturday,wooden,0.0
0,20,0.0,Weeks 1 to 3,Saturday,wooden,0.0
0,30,0.0,Weeks 1 to 3,Saturday,wooden,0.0
0,40,0.0,Weeks 1 to 3,Saturday,wooden,0.0
0,50,0.0,Weeks 1 to 3,Saturday,wooden,0.0
1,0,0.0,Weeks 1 to 3,Saturday,wooden,0.0
1,10,0.0,Weeks 1 to 3,Saturday,wooden,0.0
1,20,0.0,Weeks 1 to 3,Saturday,wooden,0.0
1,30,0.0,Weeks 1 to 3,Saturday,wooden,0.0
1,40,0.0,Weeks 1 to 3,Saturday,wooden,0.0
1,50,0.0,Weeks 1 to 3,Saturday,wooden,0.0
2,0,0.0,Weeks 1 to 3,Saturday,wooden,0.0
2,10,0.0,Weeks 1 to 3,Saturday,wooden,0.0
2,20,0.0,Weeks 1 to 3,Saturday,wooden,0.0
2,30,0.0,Weeks 1 to 3,Saturday,wooden,0.0
2,40,0.0,Weeks 1 to 3,Saturday,wooden,0.0
2,50,0.0,Weeks 1 to 3,Saturday,wooden,0.0
3,0,0.0,Weeks 1 to 3,Saturday,wooden,0.0
3,10,0.0,Weeks 1 to 3,Saturday,wooden,0.0
3,20,0.0,Weeks 1 to 3,Saturday,wooden,0.0
3,30,0.0,Weeks 1 to 3,Saturday,wooden,0.0
3,40,0.0,Weeks 1 to 3,Saturday,wooden,0.0
3,50,0.0,Weeks 1 to 3,Saturday,wooden,0.0
4,0,0.0,Weeks 1 to 3,Saturday,wooden,0.0
4,10,0.0,Weeks 1 to 3,Saturday,wooden,0.0
4,20,0.0,Weeks 1 to 3,Saturday,wooden,0.0
4,30,0.0,Weeks 1 to 3,Saturday,wooden,0.0
4,40,0.0,Weeks 1 to 3,Saturday,wooden,0.0
4,50,0.0,Weeks 1 to 3,Saturday,wooden,0.0
5,0,0.0,Weeks 1 to 3,Saturday,wooden,0.0
5,10,0.0,Weeks 1 to 3,Saturday,wooden,0.0
5,20,0.0,Weeks 1 to 3,Saturday,wooden,0.0
5,30,0.0,Weeks 1 to 3,Saturday,wooden,0.0
5,40,0.0,Weeks 1 to 3,Saturday,wooden,0.0
5,50,0.0,Weeks 1 to 3,Saturday,wooden,0.0
6,0,0.0,Weeks 1 to 3,Saturday,wooden,0.0
6,10,0.0,Weeks 1 to 3,Saturday,wooden,0.0
6,20,0.0,Weeks 1 to 3,Saturday,wooden,0.0
6,30,0.0,Weeks 1 to 3,Saturday,wooden,0.0
6,40,0.0,Weeks 1 to 3,Saturday,wooden,0.0
6,50,0.0,Weeks 1 to 3,Saturday,wooden,0.0
7,0,0.0,Weeks 1 to 3,Saturday,wooden,0.0
7,10,0.0,Weeks 1 to 3,Saturday,wooden,0.0
7,20,0.0,Weeks 1 to 3,Saturday,wooden,0.0
7,30,0.0,Weeks 1 to 3,Saturday,wooden,0.0
7,40,0.0,Weeks 1 to 3,Saturday,wooden,0.0
7,50,0.0,Weeks 1 to 3,Saturday,wooden,0.0
8,0,0.0,Weeks 1 to 3,Saturday,wooden,0.0
8,10,0.0,Weeks 1 to 3,Saturday,wooden,0.0
8,20,0.0,Weeks 1 to 3,Saturday,wooden,0.0
8,30,0.0,Weeks 1 to 3,Saturday,wooden,0.0
8,40,0.0,Weeks 1 to 3,Saturday,wooden,0.0
8,50,0.0,Weeks 1 to 3,Saturday,wooden,0.0
9,0,68.0,Weeks 1 to 3,Saturday,wooden,0.153
9,10,95.0,Weeks 1 to 3,Saturday,wooden,0.213
9,20,116.0,Weeks 1 to 3,Saturday,wooden,0.261
9,30,137.0,Weeks 1 to 3,Saturday,wooden,0.308
9,40,151.0,Weeks 1 to 3,Saturday,wooden,0.339
9,50,157.0,Weeks 1 to 3,Saturday,wooden,0.353
10,0,155.0,Weeks 1 to 3,Saturday,wooden,0.348
10,10,154.0,Weeks 1 to 3,Saturday,wooden,0.346
10,20,150.0,Weeks 1 to 3,Saturday,wooden,0.337
10,30,146.0,Weeks 1 to 3,Saturday,wooden,0.328
10,40,138.0,Weeks 1 to 3,Saturday,wooden,0.31
10,50,135.0,Weeks 1 to 3,Saturday,wooden,0.303
11,0,137.0,Weeks 1 to 3,Saturday,wooden,0.308
11,10,142.0,Weeks 1 to 3,Saturday,wooden,0.319
11,20,141.0,Weeks 1 to 3,Saturday,wooden,0.317
11,30,139.0,Weeks 1 to 3,Saturday,wooden,0.312
11,40,137.0,Weeks 1 to 3,Saturday,wooden,0.308
11,50,135.0,Weeks 1 to 3,Saturday,wooden,0.303
12,0,131.0,Weeks 1 to 3,Saturday,wooden,0.294
12,10,133.0,Weeks 1 to 3,Saturday,wooden,0.299
12,20,128.0,Weeks 1 to 3,Saturday,wooden,0.288
12,30,122.0,Weeks 1 to 3,Saturday,wooden,0.274
12,40,121.0,Weeks 1 to 3,Saturday,wooden,0.272
12,50,117.0,Weeks 1 to 3,Saturday,wooden,0.263
13,0,116.0,Weeks 1 to 3,Saturday,wooden,0.261
13,10,118.0,Weeks 1 to 3,Saturday,wooden,0.265
13,20,118.0,Weeks 1 to 3,Saturday,wooden,0.265
13,30,118.0,Weeks 1 to 3,Saturday,wooden,0.265
13,40,115.0,Weeks 1 to 3,Saturday,wooden,0.258
13,50,124.0,Weeks 1 to 3,Saturday,wooden,0.279
14,0,134.0,Weeks 1 to 3,Saturday,wooden,0.301
14,10,135.0,Weeks 1 to 3,Saturday,wooden,0.303
14,20,138.0,Weeks 1 to 3,Saturday,wooden,0.31
14,30,141.0,Weeks 1 to 3,Saturday,wooden,0.317
14,40,141.0,Weeks 1 to 3,Saturday,wooden,0.317
14,50,138.0,Weeks 1 to 3,Saturday,wooden,0.31
15,0,148.0,Weeks 1 to 3,Saturday,wooden,0.333
15,10,149.0,Weeks 1 to 3,Saturday,wooden,0.335
15,20,149.0,Weeks 1 to 3,Saturday,wooden,0.335
15,30,146.0,Weeks 1 to 3,Saturday,wooden,0.328
15,40,144.0,Weeks 1 to 3,Saturday,wooden,0.324
15,50,148.0,Weeks 1 to 3,Saturday,wooden,0.333
16,0,153.0,Weeks 1 to 3,Saturday,wooden,0.344
16,10,153.0,Weeks 1 to 3,Saturday,wooden,0.344
16,20,160.0,Weeks 1 to 3,Saturday,wooden,0.36
16,30,160.0,Weeks 1 to 3,Saturday,wooden,0.36
16,40,170.0,Weeks 1 to 3,Saturday,wooden,0.382
16,50,174.0,Weeks 1 to 3,Saturday,wooden,0.391
17,0,184.0,Weeks 1 to 3,Saturday,wooden,0.413
17,10,193.0,Weeks 1 to 3,Saturday,wooden,0.434
17,20,195.0,Weeks 1 to 3,Saturday,wooden,0.438
17,30,188.0,Weeks 1 to 3,Saturday,wooden,0.422
17,40,181.0,Weeks 1 to 3,Saturday,wooden,0.407
17,50,174.0,Weeks 1 to 3,Saturday,wooden,0.391
18,0,166.0,Weeks 1 to 3,Saturday,wooden,0.373
18,10,158.0,Weeks 1 to 3,Saturday,wooden,0.355
18,20,162.0,Weeks 1 to 3,Saturday,wooden,0.364
18,30,157.0,Weeks 1 to 3,Saturday,wooden,0.353
18,40,157.0,Weeks 1 to 3,Saturday,wooden,0.353
18,50,159.0,Weeks 1 to 3,Saturday,wooden,0.357
19,0,134.0,Weeks 1 to 3,Saturday,wooden,0.301
19,10,108.0,Weeks 1 to 3,Saturday,wooden,0.243
19,20,82.0,Weeks 1 to 3,Saturday,wooden,0.184
19,30,60.0,Weeks 1 to 3,Saturday,wooden,0.135
19,40,43.0,Weeks 1 to 3,Saturday,wooden,0.097
19,50,27.0,Weeks 1 to 3,Saturday,wooden,0.061
20,0,0.0,Weeks 1 to 3,Saturday,wooden,0.0
20,10,0.0,Weeks 1 to 3,Saturday,wooden,0.0
20,20,0.0,Weeks 1 to 3,Saturday,wooden,0.0
20,30,0.0,Weeks 1 to 3,Saturday,wooden,0.0
20,40,0.0,Weeks 1 to 3,Saturday,wooden,0.0
20,50,0.0,Weeks 1 to 3,Saturday,wooden,0.0
21,0,0.0,Weeks 1 to 3,Saturday,wooden,0.0
21,10,0.0,Weeks 1 to 3,Saturday,wooden,0.0
21,20,0.0,Weeks 1 to 3,Saturday,wooden,0.0
21,30,0.0,Weeks 1 to 3,Saturday,wooden,0.0
21,40,0.0,Weeks 1 to 3,Saturday,wooden,0.0
21,50,0.0,Weeks 1 to 3,Saturday,wooden,0.0
22,0,0.0,Weeks 1 to 3,Saturday,wooden,0.0
22,10,0.0,Weeks 1 to 3,Saturday,wooden,0.0
22,20,0.0,Weeks 1 to 3,Saturday,wooden,0.0
