"ENROLLMENT","SUBJECT_AREA","CATLG_NBR","SECT_NBR","GRADE","GRD_COUNT","ENRL_TOT","INSTR_NAME","INSTR_CD","TITLE","ENROL_TERM","LG_numeric"
"19F","MATH","31A","1","C",8,121,"HSU, C.","1","Differential and Integral Calculus","255",2
"19F","MATH","31A","1","C-",11,121,"HSU, C.","1","Differential and Integral Calculus","255",1.7
"19F","MATH","31A","1","D+",3,121,"HSU, C.","1","Differential and Integral Calculus","255",1.3
"19F","MATH","31A","1","D",3,121,"HSU, C.","1","Differential and Integral Calculus","255",1
"19F","MATH","31A","1","D-",2,121,"HSU, C.","1","Differential and Integral Calculus","255",0.7
"19F","MATH","31A","1","F",5,121,"HSU, C.","1","Differential and Integral Calculus","255",0
"19F","MATH","31A","2","A+",4,131,"GREENFELD, R.","1","Differential and Integral Calculus","255",4
"19F","MATH","31A","2","A",14,131,"GREENFELD, R.","1","Differential and Integral Calculus","255",4
"19F","MATH","31A","2","A-",21,131,"GREENFELD, R.","1","Differential and Integral Calculus","255",3.7
"19F","MATH","31A","2","B+",23,131,"GREENFELD, R.","1","Differential and Integral Calculus","255",3.3
"19F","MATH","31A","2","B",24,131,"GREENFELD, R.","1","Differential and Integral Calculus","255",3
"19F","MATH","31A","2","B-",18,131,"GREENFELD, R.","1","Differential and Integral Calculus","255",2.7
"19F","MATH","31A","2","C+",9,131,"GREENFELD, R.","1","Differential and Integral Calculus","255",2.3
"19F","MATH","31A","2","C",4,131,"GREENFELD, R.","1","Differential and Integral Calculus","255",2
"19F","MATH","31A","2","C-",3,131,"GREENFELD, R.","1","Differential and Integral Calculus","255",1.7
"19F","MATH","31A","2","D+",2,131,"GREENFELD, R.","1","Differential and Integral Calculus","255",1.3
"19F","MATH","31A","2","D-",4,131,"GREENFELD, R.","1","Differential and Integral Calculus","255",0.7
"19F","MATH","31A","2","F",4,131,"GREENFELD, R.","1","Differential and Integral Calculus","255",0
"19F","MATH","31A","2","P",1,131,"GREENFELD, R.","1","Differential and Integral Calculus","255",-1
"19F","MATH","31A","3","A+",3,196,"NURBEKYAN, L.","1","Differential and Integral Calculus","255",4
"19F","MATH","31A","3","A",39,196,"NURBEKYAN, L.","1","Differential and Integral Calculus","255",4
"19F","MATH","31A","3","A-",20,196,"NURBEKYAN, L.","1","Differential and Integral Calculus","255",3.7
"19F","MATH","31A","3","B+",21,196,"NURBEKYAN, L.","1","Differential and Integral Calculus","255",3.3
"19F","MATH","31A","3","B",25,196,"NURBEKYAN, L.","1","Differential and Integral Calculus","255",3
"19F","MATH","31A","3","B-",12,196,"NURBEKYAN, L.","1","Differential and Integral Calculus","255",2.7
"19F","MATH","31A","3","C+",26,196,"NURBEKYAN, L.","1","Differential and Integral Calculus","255",2.3
"19F","MATH","31A","3","C",13,196,"NURBEKYAN, L.","1","Differential and Integral Calculus","255",2
"19F","MATH","31A","3","C-",14,196,"NURBEKYAN, L.","1","Differential and Integral Calculus","255",1.7
"19F","MATH","31A","3","D+",2,196,"NURBEKYAN, L.","1","Differential and Integral Calculus","255",1.3
"19F","MATH","31A","3","D",4,196,"NURBEKYAN, L.","1","Differential and Integral Calculus","255",1
"19F","MATH","31A","3","D-",5,196,"NURBEKYAN, L.","1","Differential and Integral Calculus","255",0.7
"19F","MATH","31A","3","F",10,196,"NURBEKYAN, L.","1","Differential and Integral Calculus","255",0
"19F","MATH","31A","3","I",1,196,"NURBEKYAN, L.","1","Differential and Integral Calculus","255",0
"19F","MATH","31A","3","NP",1,196,"NURBEKYAN, L.","1","Differential and Integral Calculus","255",-2
"19F","MATH","31A","4","A+",9,125,"FAN, H.","1","Differential and Integral Calculus","255",4
"19F","MATH","31A","4","A",43,125,"FAN, H.","1","Differential and Integral Calculus","255",4
"19F","MATH","31A","4","A-",22,125,"FAN, H.","1","Differential and Integral Calculus","255",3.7
"19F","MATH","31A","4","B+",11,125,"FAN, H.","1","Differential and Integral Calculus","255",3.3
"19F","MATH","31A","4","B",9,125,"FAN, H.","1","Differential and Integral Calculus","255",3
"19F","MATH","31A","4","B-",10,125,"FAN, H.","1","Differential and Integral Calculus","255",2.7
"19F","MATH","31A","4","C+",3,125,"FAN, H.","1","Differential and Integral Calculus","255",2.3
"19F","MATH","31A","4","C",5,125,"FAN, H.","1","Differential and Integral Calculus","255",2
"19F","MATH","31A","4","C-",2,125,"FAN, H.","1","Differential and Integral Calculus","255",1.7
"19F","MATH","31A","4","D+",3,125,"FAN, H.","1","Differential and Integral Calculus","255",1.3
"19F","MATH","31A","4","D",5,125,"FAN, H.","1","Differential and Integral Calculus","255",1
"19F","MATH","31A","4","D-",1,125,"FAN, H.","1","Differential and Integral Calculus","255",0.7
"19F","MATH","31A","4","F",2,125,"FAN, H.","1","Differential and Integral Calculus","255",0
"19F","MATH","31AL","1","A+",9,109,"GREENE, M.P.","1","Differential and Integral Calculus Laboratory","255",4
"19F","MATH","31AL","1","A",37,109,"GREENE, M.P.","1","Differential and Integral Calculus Laboratory","255",4
"19F","MATH","31AL","1","A-",11,109,"GREENE, M.P.","1","Differential and Integral Calculus Laboratory","255",3.7
"19F","MATH","31AL","1","B+",4,109,"GREENE, M.P.","1","Differential and Integral Calculus Laboratory","255",3.3
"19F","MATH","31AL","1","B",10,109,"GREENE, M.P.","1","Differential and Integral Calculus Laboratory","255",3
"19F","MATH","31AL","1","B-",6,109,"GREENE, M.P.","1","Differential and Integral Calculus Laboratory","255",2.7
"19F","MATH","31AL","1","C+",9,109,"GREENE, M.P.","1","Differential and Integral Calculus Laboratory","255",2.3
"19F","MATH","31AL","1","C",5,109,"GREENE, M.P.","1","Differential and Integral Calculus Laboratory","255",2
"19F","MATH","31AL","1","C-",5,109,"GREENE, M.P.","1","Differential and Integral Calculus Laboratory","255",1.7
"19F","MATH","31AL","1","F",11,109,"GREENE, M.P.","1","Differential and Integral Calculus Laboratory","255",0
"19F","MATH","31AL","1","P",1,109,"GREENE, M.P.","1","Differential and Integral Calculus Laboratory","255",-1
"19F","MATH","31AL","1","NR",1,109,"GREENE, M.P.","1","Differential and Integral Calculus Laboratory","255",0
"19F","MATH","31AL","2","A+",2,123,"CONLEY, W.J.","1","Differential and Integral Calculus Laboratory","255",4
"19F","MATH","31AL","2","A",31,123,"CONLEY, W.J.","1","Differential and Integral Calculus Laboratory","255",4
"19F","MATH","31AL","2","A-",12,123,"CONLEY, W.J.","1","Differential and Integral Calculus Laboratory","255",3.7
"19F","MATH","31AL","2","B+",7,123,"CONLEY, W.J.","1","Differential and Integral Calculus Laboratory","255",3.3
"19F","MATH","31AL","2","B",20,123,"CONLEY, W.J.","1","Differential and Integral Calculus Laboratory","255",3
"19F","MATH","31AL","2","C+",8,123,"CONLEY, W.J.","1","Differential and Integral Calculus Laboratory","255",2.3
"19F","MATH","31AL","2","C",21,123,"CONLEY, W.J.","1","Differential and Integral Calculus Laboratory","255",2
"19F","MATH","31AL","2","C-",7,123,"CONLEY, W.J.","1","Differential and Integral Calculus Laboratory","255",1.7
"19F","MATH","31AL","2","D",6,123,"CONLEY, W.J.","1","Differential and Integral Calculus Laboratory","255",1
"19F","MATH","31AL","2","F",3,123,"CONLEY, W.J.","1","Differential and Integral Calculus Laboratory","255",0
"19F","MATH","31AL","2","I",1,123,"CONLEY, W.J.","1","Differential and Integral Calculus Laboratory","255",0
"19F","MATH","31AL","2","NP",1,123,"CONLEY, W.J.","1","Differential and Integral Calculus Laboratory","255",-2
"19F","MATH","31AL","2","P",2,123,"CONLEY, W.J.","1","Differential and Integral Calculus Laboratory","255",-1
"19F","MATH","31AL","2","DR",2,123,"CONLEY, W.J.","1","Differential and Integral Calculus Laboratory","255",0
"19F","MATH","31B","1","A+",1,182,"ROONEY, J.H.","1","Integration and Infinite Series","255",4
"19F","MATH","31B","1","A",36,182,"ROONEY, J.H.","1","Integration and Infinite Series","255",4
"19F","MATH","31B","1","A-",18,182,"ROONEY, J.H.","1","Integration and Infinite Series","255",3.7
"19F","MATH","31B","1","B+",18,182,"ROONEY, J.H.","1","Integration and Infinite Series","255",3.3
"19F","MATH","31B","1","B",30,182,"ROONEY, J.H.","1","Integration and Infinite Series","255",3
"19F","MATH","31B","1","B-",15,182,"ROONEY, J.H.","1","Integration and Infinite Series","255",2.7
"19F","MATH","31B","1","C+",7,182,"ROONEY, J.H.","1","Integration and Infinite Series","255",2.3
"19F","MATH","31B","1","C",31,182,"ROONEY, J.H.","1","Integration and Infinite Series","255",2
"19F","MATH","31B","1","C-",10,182,"ROONEY, J.H.","1","Integration and Infinite Series","255",1.7
"19F","MATH","31B","1","D+",3,182,"ROONEY, J.H.","1","Integration and Infinite Series","255",1.3
"19F","MATH","31B","1","D",5,182,"ROONEY, J.H.","1","Integration and Infinite Series","255",1
"19F","MATH","31B","1","D-",3,182,"ROONEY, J.H.","1","Integration and Infinite Series","255",0.7
"19F","MATH","31B","1","F",5,182,"ROONEY, J.H.","1","Integration and Infinite Series","255",0
"19F","MATH","31B","2","A+",4,196,"MORENO, A.J.","1","Integration and Infinite Series","255",4
"19F","MATH","31B","2","A",58,196,"MORENO, A.J.","1","Integration and Infinite Series","255",4
"19F","MATH","31B","2","A-",14,196,"MORENO, A.J.","1","Integration and Infinite Series","255",3.7
"19F","MATH","31B","2","B+",17,196,"MORENO, A.J.","1","Integration and Infinite Series","255",3.3
"19F","MATH","31B","2","B",35,196,"MORENO, A.J.","1","Integration and Infinite Series","255",3
"19F","MATH","31B","2","B-",6,196,"MORENO, A.J.","1","Integration and Infinite Series","255",2.7
"19F","MATH","31B","2","C+",9,196,"MORENO, A.J.","1","Integration and Infinite Series","255",2.3
"19F","MATH","31B","2","C",22,196,"MORENO, A.J.","1","Integration and Infinite Series","255",2
"19F","MATH","31B","2","C-",13,196,"MORENO, A.J.","1","Integration and Infinite Series","255",1.7
"19F","MATH","31B","2","D+",5,196,"MORENO, A.J.","1","Integration and Infinite Series","255",1.3
"","","","","",NA,NA,"","","","",0
"19F","MATH","31B","2","D",8,196,"MORENO, A.J.","1","Integration and Infinite Series","255",1
"19F","MATH","31B","2","D-",4,196,"MORENO, A.J.","1","Integration and Infinite Series","255",0.7
"19F","MATH","31B","2","F",1,196,"MORENO, A.J.","1","Integration and Infinite Series","255",0
"19F","MATH","31B","3","A",27,156,"BRIZOLIS, D.","1","Integration and Infinite Series","255",4
"19F","MATH","31B","3","A-",10,156,"BRIZOLIS, D.","1","Integration and Infinite Series","255",3.7
"19F","MATH","31B","3","B+",12,156,"BRIZOLIS, D.","1","Integration and Infinite Series","255",3.3
"19F","MATH","31B","3","B",19,156,"BRIZOLIS, D.","1","Integration and Infinite Series","255",3
"19F","MATH","31B","3","B-",13,156,"BRIZOLIS, D.","1","Integration and Infinite Series","255",2.7
"19F","MATH","31B","3","C+",14,156,"BRIZOLIS, D.","1","Integration and Infinite Series","255",2.3
"19F","MATH","31B","3","C",10,156,"BRIZOLIS, D.","1","Integration and Infinite Series","255",2
"19F","MATH","31B","3","C-",15,156,"BRIZOLIS, D.","1","Integration and Infinite Series","255",1.7
"19F","MATH","31B","3","D+",6,156,"BRIZOLIS, D.","1","Integration and Infinite Series","255",1.3
"19F","MATH","31B","3","D",12,156,"BRIZOLIS, D.","1","Integration and Infinite Series","255",1
"19F","MATH","31B","3","D-",6,156,"BRIZOLIS, D.","1","Integration and Infinite Series","255",0.7
"19F","MATH","31B","3","F",11,156,"BRIZOLIS, D.","1","Integration and Infinite Series","255",0
"19F","MATH","31B","3","P",1,156,"BRIZOLIS, D.","1","Integration and Infinite Series","255",-1
"19F","MATH","31B","4","A+",5,129,"MARENGON, M.","1","Integration and Infinite Series","255",4
"19F","MATH","31B","4","A",27,129,"MARENGON, M.","1","Integration and Infinite Series","255",4
"19F","MATH","31B","4","A-",11,129,"MARENGON, M.","1","Integration and Infinite Series","255",3.7
"19F","MATH","31B","4","B+",15,129,"MARENGON, M.","1","Integration and Infinite Series","255",3.3
"19F","MATH","31B","4","B",15,129,"MARENGON, M.","1","Integration and Infinite Series","255",3
"19F","MATH","31B","4","B-",5,129,"MARENGON, M.","1","Integration and Infinite Series","255",2.7
"19F","MATH","31B","4","C+",21,129,"MARENGON, M.","1","Integration and Infinite Series","255",2.3
"19F","MATH","31B","4","C",17,129,"MARENGON, M.","1","Integration and Infinite Series","255",2
"19F","MATH","31B","4","C-",4,129,"MARENGON, M.","1","Integration and Infinite Series","255",1.7
"19F","MATH","31B","4","D+",1,129,"MARENGON, M.","1","Integration and Infinite Series","255",1.3
"19F","MATH","31B","4","D",2,129,"MARENGON, M.","1","Integration and Infinite Series","255",1
"19F","MATH","31B","4","F",5,129,"MARENGON, M.","1","Integration and Infinite Series","255",0
"19F","MATH","31B","4","I",1,129,"MARENGON, M.","1","Integration and Infinite Series","255",0
"19F","MATH","32A","1","A+",1,208,"SPAAS, P.","1","Calculus of Several Variables","255",4
"19F","MATH","32A","1","A",37,208,"SPAAS, P.","1","Calculus of Several Variables","255",4
"19F","MATH","32A","1","A-",33,208,"SPAAS, P.","1","Calculus of Several Variables","255",3.7
"19F","MATH","32A","1","B+",19,208,"SPAAS, P.","1","Calculus of Several Variables","255",3.3
"19F","MATH","32A","1","B",43,208,"SPAAS, P.","1","Calculus of Several Variables","255",3
"19F","MATH","32A","1","B-",18,208,"SPAAS, P.","1","Calculus of Several Variables","255",2.7
"19F","MATH","32A","1","C+",15,208,"SPAAS, P.","1","Calculus of Several Variables","255",2.3
"19F","MATH","32A","1","C",29,208,"SPAAS, P.","1","Calculus of Several Variables","255",2
"19F","MATH","32A","1","C-",7,208,"SPAAS, P.","1","Calculus of Several Variables","255",1.7
"19F","MATH","32A","1","D+",3,208,"SPAAS, P.","1","Calculus of Several Variables","255",1.3
"19F","MATH","32A","1","D",1,208,"SPAAS, P.","1","Calculus of Several Variables","255",1
"19F","MATH","32A","1","D-",1,208,"SPAAS, P.","1","Calculus of Several Variables","255",0.7
"19F","MATH","32A","1","F",1,208,"SPAAS, P.","1","Calculus of Several Variables","255",0
"19F","MATH","32A","2","A+",17,210,"MCKENZIE, D.","1","Calculus of Several Variables","255",4
"19F","MATH","32A","2","A",85,210,"MCKENZIE, D.","1","Calculus of Several Variables","255",4
"19F","MATH","32A","2","A-",32,210,"MCKENZIE, D.","1","Calculus of Several Variables","255",3.7
"19F","MATH","32A","2","B+",30,210,"MCKENZIE, D.","1","Calculus of Several Variables","255",3.3
"19F","MATH","32A","2","B",14,210,"MCKENZIE, D.","1","Calculus of Several Variables","255",3
"19F","MATH","32A","2","B-",8,210,"MCKENZIE, D.","1","Calculus of Several Variables","255",2.7
"19F","MATH","32A","2","C+",3,210,"MCKENZIE, D.","1","Calculus of Several Variables","255",2.3
"19F","MATH","32A","2","C",4,210,"MCKENZIE, D.","1","Calculus of Several Variables","255",2
"19F","MATH","32A","2","C-",2,210,"MCKENZIE, D.","1","Calculus of Several Variables","255",1.7
"19F","MATH","32A","2","D+",3,210,"MCKENZIE, D.","1","Calculus of Several Variables","255",1.3
"19F","MATH","32A","2","D",2,210,"MCKENZIE, D.","1","Calculus of Several Variables","255",1
"19F","MATH","32A","2","D-",3,210,"MCKENZIE, D.","1","Calculus of Several Variables","255",0.7
"19F","MATH","32A","2","F",7,210,"MCKENZIE, D.","1","Calculus of Several Variables","255",0
"19F","MATH","32A","3","A",24,198,"VENKATESH, S.N.","1","Calculus of Several Variables","255",4
"19F","MATH","32A","3","A-",31,198,"VENKATESH, S.N.","1","Calculus of Several Variables","255",3.7
"19F","MATH","32A","3","B+",40,198,"VENKATESH, S.N.","1","Calculus of Several Variables","255",3.3
"19F","MATH","32A","3","B",28,198,"VENKATESH, S.N.","1","Calculus of Several Variables","255",3
"19F","MATH","32A","3","B-",28,198,"VENKATESH, S.N.","1","Calculus of Several Variables","255",2.7
"19F","MATH","32A","3","C+",16,198,"VENKATESH, S.N.","1","Calculus of Several Variables","255",2.3
"19F","MATH","32A","3","C",7,198,"VENKATESH, S.N.","1","Calculus of Several Variables","255",2
"19F","MATH","32A","3","C-",9,198,"VENKATESH, S.N.","1","Calculus of Several Variables","255",1.7
"19F","MATH","32A","3","D+",6,198,"VENKATESH, S.N.","1","Calculus of Several Variables","255",1.3
"19F","MATH","32A","3","D",6,198,"VENKATESH, S.N.","1","Calculus of Several Variables","255",1
"19F","MATH","32A","3","D-",1,198,"VENKATESH, S.N.","1","Calculus of Several Variables","255",0.7
"19F","MATH","32A","3","F",2,198,"VENKATESH, S.N.","1","Calculus of Several Variables","255",0
"19F","MATH","32A","4","A",24,96,"CHAYES, L.","1","Calculus of Several Variables","255",4
"19F","MATH","32A","4","A-",14,96,"CHAYES, L.","1","Calculus of Several Variables","255",3.7
"19F","MATH","32A","4","B+",13,96,"CHAYES, L.","1","Calculus of Several Variables","255",3.3
"19F","MATH","32A","4","B",7,96,"CHAYES, L.","1","Calculus of Several Variables","255",3
"19F","MATH","32A","4","B-",10,96,"CHAYES, L.","1","Calculus of Several Variables","255",2.7
"19F","MATH","32A","4","C+",7,96,"CHAYES, L.","1","Calculus of Several Variables","255",2.3
"19F","MATH","32A","4","C",2,96,"CHAYES, L.","1","Calculus of Several Variables","255",2
"19F","MATH","32A","4","C-",10,96,"CHAYES, L.","1","Calculus of Several Variables","255",1.7
"19F","MATH","32A","4","D+",4,96,"CHAYES, L.","1","Calculus of Several Variables","255",1.3
"19F","MATH","32A","4","D",2,96,"CHAYES, L.","1","Calculus of Several Variables","255",1
"19F","MATH","32A","4","F",2,96,"CHAYES, L.","1","Calculus of Several Variables","255",0
"19F","MATH","32A","4","P",1,96,"CHAYES, L.","1","Calculus of Several Variables","255",-1
"19F","MATH","32A","5","A+",4,207,"VENKATESH, S.N.","1","Calculus of Several Variables","255",4
"19F","MATH","32A","5","A",42,207,"VENKATESH, S.N.","1","Calculus of Several Variables","255",4
"19F","MATH","32A","5","A-",42,207,"VENKATESH, S.N.","1","Calculus of Several Variables","255",3.7
"19F","MATH","32A","5","B+",29,207,"VENKATESH, S.N.","1","Calculus of Several Variables","255",3.3
"19F","MATH","32A","5","B",29,207,"VENKATESH, S.N.","1","Calculus of Several Variables","255",3
"19F","MATH","32A","5","B-",24,207,"VENKATESH, S.N.","1","Calculus of Several Variables","255",2.7
"19F","MATH","32A","5","C+",11,207,"VENKATESH, S.N.","1","Calculus of Several Variables","255",2.3
"19F","MATH","32A","5","C",5,207,"VENKATESH, S.N.","1","Calculus of Several Variables","255",2
"19F","MATH","32A","5","C-",8,207,"VENKATESH, S.N.","1","Calculus of Several Variables","255",1.7
"19F","MATH","32A","5","D+",5,207,"VENKATESH, S.N.","1","Calculus of Several Variables","255",1.3
"19F","MATH","32A","5","D",4,207,"VENKATESH, S.N.","1","Calculus of Several Variables","255",1
"19F","MATH","32A","5","D-",1,207,"VENKATESH, S.N.","1","Calculus of Several Variables","255",0.7
"19F","MATH","32A","5","F",1,207,"VENKATESH, S.N.","1","Calculus of Several Variables","255",0
"19F","MATH","32A","5","NP",1,207,"VENKATESH, S.N.","1","Calculus of Several Variables","255",-2
"19F","MATH","32A","5","P",1,207,"VENKATESH, S.N.","1","Calculus of Several Variables","255",-1
"19F","MATH","32AH","1","A+",2,20,"RADKO, O.V.","3","Calculus of Several Variables (Honors)","255",4
"19F","MATH","32AH","1","A",4,20,"RADKO, O.V.","3","Calculus of Several Variables (Honors)","255",4
"19F","MATH","32AH","1","A-",2,20,"RADKO, O.V.","3","Calculus of Several Variables (Honors)","255",3.7
"19F","MATH","32AH","1","B+",2,20,"RADKO, O.V.","3","Calculus of Several Variables (Honors)","255",3.3
"19F","MATH","32AH","1","B",3,20,"RADKO, O.V.","3","Calculus of Several Variables (Honors)","255",3
"19F","MATH","32AH","1","B-",3,20,"RADKO, O.V.","3","Calculus of Several Variables (Honors)","255",2.7
"19F","MATH","32AH","1","C",2,20,"RADKO, O.V.","3","Calculus of Several Variables (Honors)","255",2
"19F","MATH","32AH","1","C-",1,20,"RADKO, O.V.","3","Calculus of Several Variables (Honors)","255",1.7
"19F","MATH","32AH","1","P",1,20,"RADKO, O.V.","3","Calculus of Several Variables (Honors)","255",-1
"19F","MATH","32B","1","A+",6,132,"MAY, C.","1","Calculus of Several Variables","255",4
"19F","MATH","32B","1","A",16,132,"MAY, C.","1","Calculus of Several Variables","255",4
"19F","MATH","32B","1","A-",14,132,"MAY, C.","1","Calculus of Several Variables","255",3.7
"19F","MATH","32B","1","B+",7,132,"MAY, C.","1","Calculus of Several Variables","255",3.3
"19F","MATH","32B","1","B",15,132,"MAY, C.","1","Calculus of Several Variables","255",3
"19F","MATH","32B","1","B-",12,132,"MAY, C.","1","Calculus of Several Variables","255",2.7
"19F","MATH","32B","1","C+",7,132,"MAY, C.","1","Calculus of Several Variables","255",2.3
"19F","MATH","32B","1","C",9,132,"MAY, C.","1","Calculus of Several Variables","255",2
"19F","MATH","32B","1","C-",8,132,"MAY, C.","1","Calculus of Several Variables","255",1.7
"19F","MATH","32B","1","D+",4,132,"MAY, C.","1","Calculus of Several Variables","255",1.3
"19F","MATH","32B","1","D",12,132,"MAY, C.","1","Calculus of Several Variables","255",1
"19F","MATH","32B","1","D-",1,132,"MAY, C.","1","Calculus of Several Variables","255",0.7
"19F","MATH","32B","1","F",18,132,"MAY, C.","1","Calculus of Several Variables","255",0
"19F","MATH","32B","1","NP",1,132,"MAY, C.","1","Calculus of Several Variables","255",-2
"19F","MATH","32B","1","DR",2,132,"MAY, C.","1","Calculus of Several Variables","255",0
"19F","MATH","32B","2","A+",6,204,"WHITE, N.A.","1","Calculus of Several Variables","255",4
"19F","MATH","32B","2","A",37,204,"WHITE, N.A.","1","Calculus of Several Variables","255",4
"19F","MATH","32B","2","A-",23,204,"WHITE, N.A.","1","Calculus of Several Variables","255",3.7
"","","","","",NA,NA,"","","","",0
"19F","MATH","32B","2","B+",19,204,"WHITE, N.A.","1","Calculus of Several Variables","255",3.3
"19F","MATH","32B","2","B",30,204,"WHITE, N.A.","1","Calculus of Several Variables","255",3
"19F","MATH","32B","2","B-",14,204,"WHITE, N.A.","1","Calculus of Several Variables","255",2.7
"19F","MATH","32B","2","C+",25,204,"WHITE, N.A.","1","Calculus of Several Variables","255",2.3
"19F","MATH","32B","2","C",29,204,"WHITE, N.A.","1","Calculus of Several Variables","255",2
"19F","MATH","32B","2","C-",9,204,"WHITE, N.A.","1","Calculus of Several Variables","255",1.7
"19F","MATH","32B","2","D+",3,204,"WHITE, N.A.","1","Calculus of Several Variables","255",1.3
"19F","MATH","32B","2","D",3,204,"WHITE, N.A.","1","Calculus of Several Variables","255",1
"19F","MATH","32B","2","F",4,204,"WHITE, N.A.","1","Calculus of Several Variables","255",0
"19F","MATH","32B","2","I",1,204,"WHITE, N.A.","1","Calculus of Several Variables","255",0
"19F","MATH","32B","2","DR",1,204,"WHITE, N.A.","1","Calculus of Several Variables","255",0
"19F","MATH","M32T","1","A",3,12,"CONLEY, W.J.","1","Essential Calculus for Mathematical Biologists","255",4
"19F","MATH","M32T","1","A-",3,12,"CONLEY, W.J.","1","Essential Calculus for Mathematical Biologists","255",3.7
"19F","MATH","M32T","1","B+",2,12,"CONLEY, W.J.","1","Essential Calculus for Mathematical Biologists","255",3.3
"19F","MATH","M32T","1","B",2,12,"CONLEY, W.J.","1","Essential Calculus for Mathematical Biologists","255",3
"19F","MATH","M32T","1","B-",2,12,"CONLEY, W.J.","1","Essential Calculus for Mathematical Biologists","255",2.7
"19F","MATH","33A","1","A+",5,106,"FILIPAZZI, S.","1","Linear Algebra and Applications","255",4
"19F","MATH","33A","1","A",34,106,"FILIPAZZI, S.","1","Linear Algebra and Applications","255",4
"19F","MATH","33A","1","A-",12,106,"FILIPAZZI, S.","1","Linear Algebra and Applications","255",3.7
"19F","MATH","33A","1","B+",11,106,"FILIPAZZI, S.","1","Linear Algebra and Applications","255",3.3
"19F","MATH","33A","1","B",14,106,"FILIPAZZI, S.","1","Linear Algebra and Applications","255",3
"19F","MATH","33A","1","B-",5,106,"FILIPAZZI, S.","1","Linear Algebra and Applications","255",2.7
"19F","MATH","33A","1","C+",9,106,"FILIPAZZI, S.","1","Linear Algebra and Applications","255",2.3
"19F","MATH","33A","1","C",4,106,"FILIPAZZI, S.","1","Linear Algebra and Applications","255",2
"19F","MATH","33A","1","C-",4,106,"FILIPAZZI, S.","1","Linear Algebra and Applications","255",1.7
"19F","MATH","33A","1","D+",3,106,"FILIPAZZI, S.","1","Linear Algebra and Applications","255",1.3
"19F","MATH","33A","1","D",3,106,"FILIPAZZI, S.","1","Linear Algebra and Applications","255",1
"19F","MATH","33A","1","F",1,106,"FILIPAZZI, S.","1","Linear Algebra and Applications","255",0
"19F","MATH","33A","1","I",1,106,"FILIPAZZI, S.","1","Linear Algebra and Applications","255",0
"19F","MATH","33A","2","A+",3,111,"RONCHETTI, N.","1","Linear Algebra and Applications","255",4
"19F","MATH","33A","2","A",15,111,"RONCHETTI, N.","1","Linear Algebra and Applications","255",4
"19F","MATH","33A","2","A-",10,111,"RONCHETTI, N.","1","Linear Algebra and Applications","255",3.7
"19F","MATH","33A","2","B+",10,111,"RONCHETTI, N.","1","Linear Algebra and Applications","255",3.3
"19F","MATH","33A","2","B",20,111,"RONCHETTI, N.","1","Linear Algebra and Applications","255",3
"19F","MATH","33A","2","B-",12,111,"RONCHETTI, N.","1","Linear Algebra and Applications","255",2.7
"19F","MATH","33A","2","C+",9,111,"RONCHETTI, N.","1","Linear Algebra and Applications","255",2.3
"19F","MATH","33A","2","C",21,111,"RONCHETTI, N.","1","Linear Algebra and Applications","255",2
"19F","MATH","33A","2","C-",5,111,"RONCHETTI, N.","1","Linear Algebra and Applications","255",1.7
"19F","MATH","33A","2","D",4,111,"RONCHETTI, N.","1","Linear Algebra and Applications","255",1
"19F","MATH","33A","2","F",1,111,"RONCHETTI, N.","1","Linear Algebra and Applications","255",0
"19F","MATH","33A","2","NP",1,111,"RONCHETTI, N.","1","Linear Algebra and Applications","255",-2
"19F","MATH","33A","3","A+",3,160,"HUANG, L.","1","Linear Algebra and Applications","255",4
"19F","MATH","33A","3","A",42,160,"HUANG, L.","1","Linear Algebra and Applications","255",4
"19F","MATH","33A","3","A-",6,160,"HUANG, L.","1","Linear Algebra and Applications","255",3.7
"19F","MATH","33A","3","B+",7,160,"HUANG, L.","1","Linear Algebra and Applications","255",3.3
"19F","MATH","33A","3","B",29,160,"HUANG, L.","1","Linear Algebra and Applications","255",3
"19F","MATH","33A","3","B-",34,160,"HUANG, L.","1","Linear Algebra and Applications","255",2.7
"19F","MATH","33A","3","C+",15,160,"HUANG, L.","1","Linear Algebra and Applications","255",2.3
"19F","MATH","33A","3","C",9,160,"HUANG, L.","1","Linear Algebra and Applications","255",2
"19F","MATH","33A","3","C-",7,160,"HUANG, L.","1","Linear Algebra and Applications","255",1.7
"19F","MATH","33A","3","D+",1,160,"HUANG, L.","1","Linear Algebra and Applications","255",1.3
"19F","MATH","33A","3","D",2,160,"HUANG, L.","1","Linear Algebra and Applications","255",1
"19F","MATH","33A","3","D-",1,160,"HUANG, L.","1","Linear Algebra and Applications","255",0.7
"19F","MATH","33A","3","F",2,160,"HUANG, L.","1","Linear Algebra and Applications","255",0
"19F","MATH","33A","3","I",1,160,"HUANG, L.","1","Linear Algebra and Applications","255",0
"19F","MATH","33A","3","S",1,160,"HUANG, L.","1","Linear Algebra and Applications","255",0
"19F","MATH","33A","4","A+",15,179,"OTTER, N.","1","Linear Algebra and Applications","255",4
"19F","MATH","33A","4","A",47,179,"OTTER, N.","1","Linear Algebra and Applications","255",4
"19F","MATH","33A","4","A-",28,179,"OTTER, N.","1","Linear Algebra and Applications","255",3.7
"19F","MATH","33A","4","B+",12,179,"OTTER, N.","1","Linear Algebra and Applications","255",3.3
