"unitid","institution name","year","EFFY2023.Level and degree/certificate-seeking status of student","EFFY2023.Undergraduate or graduate level of student","EFFY2023.Grand total","EFFY2023.Grand total men","EFFY2023.Grand total women","EFFY2023.Hispanic or Latino total","EFFY2023.Hispanic or Latino men","EFFY2023.Hispanic or Latino women","IDX_E12"
"117733","Los Angeles Valley College","2023","Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing","Not applicable, undergraduate detail","1816","819","997","910","390","520","-2"
"117733","Los Angeles Valley College","2023","Part-time students total","Not applicable, undergraduate detail","20962","8578","12384","11063","4336","6727","-2"
"117733","Los Angeles Valley College","2023","Part-time students, Undergraduate total","Not applicable, undergraduate detail","20962","8578","12384","11063","4336","6727","-2"
"117733","Los Angeles Valley College","2023","Part-time students, Undergraduate, Degree/certificate-seeking total","Not applicable, undergraduate detail","15939","6358","9581","8211","3146","5065","-2"
"117733","Los Angeles Valley College","2023","Part-time students, Undergraduate, Degree/certificate-seeking, First-time","Not applicable, undergraduate detail","2476","1111","1365","1174","513","661","-2"
"117733","Los Angeles Valley College","2023","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","Not applicable, undergraduate detail","13463","5247","8216","7037","2633","4404","-2"
"117733","Los Angeles Valley College","2023","Part-time students, Undergraduate, Non-degree/certificate-seeking","Not applicable, undergraduate detail","5023","2220","2803","2852","1190","1662","-2"
"117733","Los Angeles Valley College","2023","Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins","Not applicable, undergraduate detail","4607","1777","2830","2321","848","1473","-2"
"117733","Los Angeles Valley College","2023","Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing","Not applicable, undergraduate detail","8856","3470","5386","4716","1785","2931","-2"
"117788","Los Angeles City College","2023","All students total","All students total","23627","9815","13812","12595","5140","7455","-2"
"117788","Los Angeles City College","2023","All students, Undergraduate total","Undergraduate","23627","9815","13812","12595","5140","7455","-2"
"117788","Los Angeles City College","2023","All students, Undergraduate, Degree/certificate-seeking total","Not applicable, undergraduate detail","18586","7781","10805","9351","3862","5489","-2"
"117788","Los Angeles City College","2023","All students, Undergraduate, Degree/certificate-seeking, First-time","Not applicable, undergraduate detail","3249","1489","1760","1498","711","787","-2"
"117788","Los Angeles City College","2023","All students, Undergraduate, Other degree/certificate-seeking","Not applicable, undergraduate detail","15337","6292","9045","7853","3151","4702","-2"
"117788","Los Angeles City College","2023","All students, Undergraduate, Non-degree/certificate-seeking","Not applicable, undergraduate detail","5041","2034","3007","3244","1278","1966","-2"
"117788","Los Angeles City College","2023","All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins","Not applicable, undergraduate detail","5738","2261","3477","2834","1047","1787","-2"
"117788","Los Angeles City College","2023","All students, Undergraduate, Other degree/certificate-seeking, Continuing","Not applicable, undergraduate detail","9599","4031","5568","5019","2104","2915","-2"
"117788","Los Angeles City College","2023","Full-time students total","Not applicable, undergraduate detail","6477","2847","3630","3239","1438","1801","-2"
"117788","Los Angeles City College","2023","Full-time students, Undergraduate total","Not applicable, undergraduate detail","6477","2847","3630","3239","1438","1801","-2"
"117788","Los Angeles City College","2023","Full-time students, Undergraduate, Degree/certificate-seeking total","Not applicable, undergraduate detail","6206","2749","3457","3085","1387","1698","-2"
"117788","Los Angeles City College","2023","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","Not applicable, undergraduate detail","1393","665","728","689","337","352","-2"
"117788","Los Angeles City College","2023","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","Not applicable, undergraduate detail","4813","2084","2729","2396","1050","1346","-2"
"117788","Los Angeles City College","2023","Full-time students, Undergraduate, Non-degree/certificate-seeking","Not applicable, undergraduate detail","271","98","173","154","51","103","-2"
"117788","Los Angeles City College","2023","Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins","Not applicable, undergraduate detail","884","381","503","389","161","228","-2"
"117788","Los Angeles City College","2023","Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing","Not applicable, undergraduate detail","3929","1703","2226","2007","889","1118","-2"
"117788","Los Angeles City College","2023","Part-time students total","Not applicable, undergraduate detail","17150","6968","10182","9356","3702","5654","-2"
"117788","Los Angeles City College","2023","Part-time students, Undergraduate total","Not applicable, undergraduate detail","17150","6968","10182","9356","3702","5654","-2"
"117788","Los Angeles City College","2023","Part-time students, Undergraduate, Degree/certificate-seeking total","Not applicable, undergraduate detail","12380","5032","7348","6266","2475","3791","-2"
"117788","Los Angeles City College","2023","Part-time students, Undergraduate, Degree/certificate-seeking, First-time","Not applicable, undergraduate detail","1856","824","1032","809","374","435","-2"
"117788","Los Angeles City College","2023","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","Not applicable, undergraduate detail","10524","4208","6316","5457","2101","3356","-2"
"117788","Los Angeles City College","2023","Part-time students, Undergraduate, Non-degree/certificate-seeking","Not applicable, undergraduate detail","4770","1936","2834","3090","1227","1863","-2"
"117788","Los Angeles City College","2023","Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins","Not applicable, undergraduate detail","4854","1880","2974","2445","886","1559","-2"
"117788","Los Angeles City College","2023","Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing","Not applicable, undergraduate detail","5670","2328","3342","3012","1215","1797","-2"
"122977","Santa Monica College","2023","All students total","All students total","32856","14425","18431","12853","5343","7510","-2"
"122977","Santa Monica College","2023","All students, Undergraduate total","Undergraduate","32856","14425","18431","12853","5343","7510","-2"
"122977","Santa Monica College","2023","All students, Undergraduate, Degree/certificate-seeking total","Not applicable, undergraduate detail","29522","12910","16612","11831","4924","6907","-2"
"122977","Santa Monica College","2023","All students, Undergraduate, Degree/certificate-seeking, First-time","Not applicable, undergraduate detail","7457","3441","4016","2685","1173","1512","-2"
"122977","Santa Monica College","2023","All students, Undergraduate, Other degree/certificate-seeking","Not applicable, undergraduate detail","22065","9469","12596","9146","3751","5395","-2"
"122977","Santa Monica College","2023","All students, Undergraduate, Non-degree/certificate-seeking","Not applicable, undergraduate detail","3334","1515","1819","1022","419","603","-2"
"122977","Santa Monica College","2023","All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins","Not applicable, undergraduate detail","3523","1463","2060","1349","539","810","-2"
"122977","Santa Monica College","2023","All students, Undergraduate, Other degree/certificate-seeking, Continuing","Not applicable, undergraduate detail","18542","8006","10536","7797","3212","4585","-2"
"122977","Santa Monica College","2023","Full-time students total","Not applicable, undergraduate detail","9790","4595","5195","3687","1576","2111","-2"
"122977","Santa Monica College","2023","Full-time students, Undergraduate total","Not applicable, undergraduate detail","9790","4595","5195","3687","1576","2111","-2"
"122977","Santa Monica College","2023","Full-time students, Undergraduate, Degree/certificate-seeking total","Not applicable, undergraduate detail","9691","4538","5153","3660","1557","2103","-2"
"122977","Santa Monica College","2023","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","Not applicable, undergraduate detail","3878","1827","2051","1528","652","876","-2"
"122977","Santa Monica College","2023","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","Not applicable, undergraduate detail","5813","2711","3102","2132","905","1227","-2"
"122977","Santa Monica College","2023","Full-time students, Undergraduate, Non-degree/certificate-seeking","Not applicable, undergraduate detail","99","57","42","27","19","8","-2"
"122977","Santa Monica College","2023","Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins","Not applicable, undergraduate detail","609","275","334","237","106","131","-2"
"122977","Santa Monica College","2023","Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing","Not applicable, undergraduate detail","5204","2436","2768","1895","799","1096","-2"
"122977","Santa Monica College","2023","Part-time students total","Not applicable, undergraduate detail","23066","9830","13236","9166","3767","5399","-2"
"122977","Santa Monica College","2023","Part-time students, Undergraduate total","Not applicable, undergraduate detail","23066","9830","13236","9166","3767","5399","-2"
"122977","Santa Monica College","2023","Part-time students, Undergraduate, Degree/certificate-seeking total","Not applicable, undergraduate detail","19831","8372","11459","8171","3367","4804","-2"
"122977","Santa Monica College","2023","Part-time students, Undergraduate, Degree/certificate-seeking, First-time","Not applicable, undergraduate detail","3579","1614","1965","1157","521","636","-2"
"122977","Santa Monica College","2023","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","Not applicable, undergraduate detail","16252","6758","9494","7014","2846","4168","-2"
"122977","Santa Monica College","2023","Part-time students, Undergraduate, Non-degree/certificate-seeking","Not applicable, undergraduate detail","3235","1458","1777","995","400","595","-2"
"122977","Santa Monica College","2023","Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins","Not applicable, undergraduate detail","2914","1188","1726","1112","433","679","-2"
"122977","Santa Monica College","2023","Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing","Not applicable, undergraduate detail","13338","5570","7768","5902","2413","3489","-2"
"125471","West Los Angeles College","2023","All students total","All students total","17492","6828","10664","8567","3156","5411","-2"
"125471","West Los Angeles College","2023","All students, Undergraduate total","Undergraduate","17492","6828","10664","8567","3156","5411","-2"
"125471","West Los Angeles College","2023","All students, Undergraduate, Degree/certificate-seeking total","Not applicable, undergraduate detail","13850","5371","8479","6805","2493","4312","-2"
"125471","West Los Angeles College","2023","All students, Undergraduate, Degree/certificate-seeking, First-time","Not applicable, undergraduate detail","2162","985","1177","957","387","570","-2"
"125471","West Los Angeles College","2023","All students, Undergraduate, Other degree/certificate-seeking","Not applicable, undergraduate detail","11688","4386","7302","5848","2106","3742","-2"
"125471","West Los Angeles College","2023","All students, Undergraduate, Non-degree/certificate-seeking","Not applicable, undergraduate detail","3642","1457","2185","1762","663","1099","-2"
"125471","West Los Angeles College","2023","All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins","Not applicable, undergraduate detail","5032","1876","3156","2574","931","1643","-2"
"125471","West Los Angeles College","2023","All students, Undergraduate, Other degree/certificate-seeking, Continuing","Not applicable, undergraduate detail","6656","2510","4146","3274","1175","2099","-2"
"125471","West Los Angeles College","2023","Full-time students total","Not applicable, undergraduate detail","1671","700","971","908","355","553","-2"
"125471","West Los Angeles College","2023","Full-time students, Undergraduate total","Not applicable, undergraduate detail","1671","700","971","908","355","553","-2"
"125471","West Los Angeles College","2023","Full-time students, Undergraduate, Degree/certificate-seeking total","Not applicable, undergraduate detail","1657","694","963","903","353","550","-2"
"125471","West Los Angeles College","2023","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","Not applicable, undergraduate detail","409","211","198","225","101","124","-2"
"125471","West Los Angeles College","2023","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","Not applicable, undergraduate detail","1248","483","765","678","252","426","-2"
"125471","West Los Angeles College","2023","Full-time students, Undergraduate, Non-degree/certificate-seeking","Not applicable, undergraduate detail","14","6","8","5","2","3","-2"
"125471","West Los Angeles College","2023","Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins","Not applicable, undergraduate detail","262","88","174","135","41","94","-2"
"125471","West Los Angeles College","2023","Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing","Not applicable, undergraduate detail","986","395","591","543","211","332","-2"
"125471","West Los Angeles College","2023","Part-time students total","Not applicable, undergraduate detail","15821","6128","9693","7659","2801","4858","-2"
"125471","West Los Angeles College","2023","Part-time students, Undergraduate total","Not applicable, undergraduate detail","15821","6128","9693","7659","2801","4858","-2"
"125471","West Los Angeles College","2023","Part-time students, Undergraduate, Degree/certificate-seeking total","Not applicable, undergraduate detail","12193","4677","7516","5902","2140","3762","-2"
"125471","West Los Angeles College","2023","Part-time students, Undergraduate, Degree/certificate-seeking, First-time","Not applicable, undergraduate detail","1753","774","979","732","286","446","-2"
"125471","West Los Angeles College","2023","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","Not applicable, undergraduate detail","10440","3903","6537","5170","1854","3316","-2"
"125471","West Los Angeles College","2023","Part-time students, Undergraduate, Non-degree/certificate-seeking","Not applicable, undergraduate detail","3628","1451","2177","1757","661","1096","-2"
"125471","West Los Angeles College","2023","Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins","Not applicable, undergraduate detail","4770","1788","2982","2439","890","1549","-2"
"125471","West Los Angeles College","2023","Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing","Not applicable, undergraduate detail","5670","2115","3555","2731","964","1767","-2"
