IntervalCategory,count
0,192
14,1794
15,1518
16,2499
17,3144
18,3143
19,2880
20,152
22,5503
23,4427
24,5248
25,6280
26,4478
27,3293
28,4821
29,2155
30,112
34,5098
35,4143
36,6036
37,5812
38,5605
39,4895
40,4189
41,2574
42,599
43,684
44,685
45,611
46,670
47,609
