IntervalCategory,count
14,156
15,118
16,184
17,327
18,357
19,347
20,17
22,525
23,362
24,497
25,536
26,458
27,280
28,484
29,225
30,6
34,369
35,209
36,306
37,373
38,303
39,303
40,285
41,200
42,4
