IntervalCategory,count
0,180
1,2
14,223
15,274
16,377
17,550
18,1337
19,1679
20,23
22,4062
23,3938
24,4538
25,4607
26,4230
27,3891
28,3361
29,2670
30,232
33,3
34,3553
35,3336
36,4738
37,5560
38,5522
39,4547
40,4381
41,2401
42,816
43,821
44,767
45,715
46,702
47,680
