IntervalCategory,count
14,367
15,369
16,788
17,622
18,895
19,671
20,23
22,955
23,585
24,1145
25,744
26,838
27,504
28,634
29,287
30,2
34,626
35,593
36,954
37,920
38,833
39,663
40,543
41,382
42,1
