IntervalCategory,count
14,117
15,138
16,210
17,220
18,240
19,276
20,29
22,394
23,303
24,391
25,385
26,387
27,248
28,341
29,176
30,2
34,274
35,152
36,248
37,209
38,249
39,262
40,211
41,162
42,1
