IntervalCategory,count
14,613
15,566
16,909
17,871
18,1031
19,785
20,41
22,934
23,561
24,1084
25,877
26,711
27,429
28,600
29,166
30,4
34,954
35,832
36,1132
37,1098
38,1246
39,940
40,711
41,274
42,3
