IntervalCategory,count
14,119
15,134
16,257
17,323
18,373
19,433
20,13
22,560
23,466
24,521
25,448
26,492
27,316
28,419
29,304
30,1
34,296
35,232
36,265
37,276
38,308
39,282
40,273
41,203
42,2
