IntervalCategory,count
0,172
14,1579
15,1548
16,2599
17,2444
18,3259
19,2709
20,153
21,2
22,5379
23,4588
24,6006
25,5065
26,4784
27,3557
28,4526
29,2166
30,83
33,4
34,5056
35,4242
36,5948
37,5488
38,5922
39,5026
40,4583
41,2724
42,566
43,548
44,515
45,513
46,498
47,496
