IntervalCategory,count
14,494
15,420
16,752
17,775
18,1089
19,879
20,35
22,1084
23,755
24,1162
25,927
26,895
27,575
28,710
29,334
30,4
34,1033
35,842
36,1328
37,1328
38,1249
39,1038
40,969
41,438
42,2
