IntervalCategory,count
0,172
14,457
15,508
16,681
17,650
18,713
19,744
20,105
22,761
23,678
24,696
25,608
26,583
27,478
28,639
29,474
30,38
34,648
35,648
36,571
37,589
38,550
39,459
40,606
41,617
42,518
43,548
44,515
45,513
46,498
47,496
