IntervalCategory,count
0,192
14,538
15,491
16,669
17,800
18,822
19,779
20,84
22,746
23,664
24,590
25,680
26,528
27,497
28,582
29,476
30,46
34,689
35,678
36,594
37,575
38,603
39,635
40,631
41,627
42,577
43,684
44,685
45,611
46,670
47,609
