IntervalCategory,count
14,501
15,477
16,875
17,633
18,879
19,638
20,22
22,857
23,567
24,942
25,623
26,709
27,337
28,491
29,160
30,7
34,804
35,630
36,949
37,966
38,1047
39,719
40,611
41,254
