IntervalCategory,count
14,154
15,143
16,195
17,315
18,350
19,334
20,4
22,472
23,369
24,422
25,436
26,405
27,276
28,412
29,204
30,12
34,368
35,221
36,302
37,330
38,348
39,324
40,344
41,226
42,4
