IntervalCategory,count
0,53
14,269
15,315
16,428
17,556
18,1382
19,1617
20,58
21,2
22,4044
23,3911
24,4742
25,4784
26,4570
27,3843
28,3473
29,2709
30,235
31,1
34,3072
35,2612
36,3467
37,4077
38,4216
39,3833
40,3251
41,1946
42,701
43,582
44,680
45,679
46,692
47,729
