IntervalCategory,count
0,71
14,1410
15,1503
16,2563
17,2137
18,2873
19,2434
20,105
21,1
22,5262
23,4176
24,6116
25,4540
26,4930
27,3184
28,4056
29,2385
30,96
34,4270
35,3495
36,5058
37,4847
38,4877
39,3950
40,3492
41,2109
42,688
43,563
44,657
45,598
46,630
47,574
