IntervalCategory,count
18,529
19,677
20,5
22,897
23,768
24,843
25,908
26,807
27,631
28,509
29,419
30,6
33,3
34,596
35,585
36,1018
37,1305
38,1470
39,1178
40,1006
41,496
42,1
