IntervalCategory,count
14,499
15,358
16,792
17,933
18,1134
19,1071
20,30
22,1103
23,783
24,1076
25,1186
26,896
27,565
28,881
29,328
30,3
34,1033
35,869
36,1291
37,1088
38,1266
39,1197
40,1039
41,592
42,4
