IntervalCategory,count
0,180
1,2
22,846
23,876
24,747
25,757
26,760
27,671
28,704
29,793
30,200
34,681
35,674
36,685
37,659
38,641
39,669
40,715
41,638
42,808
43,821
44,767
45,715
46,702
47,680
