IntervalCategory,count
14,128
15,136
16,233
17,269
18,345
19,300
20,4
22,497
23,349
24,505
25,439
26,465
27,348
28,428
29,236
30,1
34,331
35,252
36,310
37,339
38,336
39,356
40,299
41,266
42,12
