IntervalCategory,count
14,223
15,274
16,377
17,550
18,808
19,1002
20,18
22,766
23,693
24,875
25,771
26,640
27,626
28,462
29,278
30,6
34,461
35,481
36,957
37,1058
38,1084
39,753
40,822
41,312
42,3
